n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n
Data,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag
2025-07-03 02:30:00,27,n,n,n,14,n,n,n,8,n,n,n,24,n,n,n,11,n,n,n,11,n,n,n,23,n,n,n,18,n,n,n,10,n,n,n,28,n,n,n,12,n,n,n,11,n,n,n
2025-07-03 03:30:00,30,n,n,n,18,n,n,n,11,n,n,n,23,n,n,n,11,n,n,n,9,n,n,n,19,n,n,n,11,n,n,n,16,n,n,n,29,n,n,n,16,n,n,n,12,n,n,n
2025-07-03 04:30:00,24,n,n,n,15,n,n,n,8,n,n,n,23,n,n,n,11,n,n,n,9,n,n,n,21,n,n,n,18,n,n,n,12,n,n,n,23,n,n,n,6,n,n,n,8,n,n,n
2025-07-03 05:30:00,28,n,n,n,17,n,n,n,7,n,n,n,37,n,n,n,16,n,n,n,9,n,n,n,26,n,n,n,17,n,n,n,16,n,n,n,28,n,n,n,7,n,n,n,9,n,n,n
2025-07-03 06:30:00,40,n,n,n,18,n,n,n,11,n,n,n,56,n,n,n,19,n,n,n,18,n,n,n,44,n,n,n,28,n,n,n,14,n,n,n,28,n,n,n,14,n,n,n,8,n,n,n
2025-07-03 07:30:00,45,n,n,n,27,n,n,n,12,n,n,n,79,n,n,n,30,n,n,n,14,n,n,n,67,n,n,n,46,n,n,n,20,n,n,n,38,n,n,n,16,n,n,n,13,n,n,n
2025-07-03 08:30:00,28,n,n,n,18,n,n,n,11,n,n,n,60,n,n,n,25,n,n,n,16,n,n,n,63,n,n,n,40,n,n,n,13,n,n,n,50,n,n,n,22,n,n,n,11,n,n,n
2025-07-03 09:30:00,35,n,n,n,22,n,n,n,13,n,n,n,47,n,n,n,20,n,n,n,16,n,n,n,29,n,n,n,24,n,n,n,10,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-07-03 10:30:00,31,n,n,n,16,n,n,n,13,n,n,n,47,n,n,n,17,n,n,n,13,n,n,n,28,n,n,n,19,n,n,n,13,n,n,n,33,n,n,n,8,n,n,n,5,n,n,n
2025-07-03 11:30:00,31,n,n,n,21,n,n,n,11,n,n,n,161,n,n,n,50,n,n,n,13,n,n,n,38,n,n,n,n,n,n,n,7,n,n,n,22,n,n,n,7,n,n,n,7,n,n,n
2025-07-03 12:00:00,n,n,29.9,VM,n,n,17.2,VM,n,n,9.7,VM,n,n,49.5,VM,n,n,19.7,VM,n,n,12.5,VM,n,n,35.9,VM,n,n,24.7,VM,n,n,12.1,VM,n,n,29,VM,n,n,11.2,VM,n,n,8.8,VM
