n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n
Data,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag
2025-02-01 06:30:00,16,n,n,n,7,n,n,n,11,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,11,n,n,n,12,n,n,n,9,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 07:30:00,5,n,n,n,5,n,n,n,6,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,6,n,n,n,8,n,n,n,6,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 08:30:00,7,n,n,n,7,n,n,n,8,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,6,n,n,n,6,n,n,n,6,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 09:30:00,4,n,n,n,6,n,n,n,9,n,n,n,27,n,n,n,2,n,n,n,n,n,n,n,10,n,n,n,6,n,n,n,14,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 10:30:00,16,n,n,n,11,n,n,n,8,n,n,n,23,n,n,n,8,n,n,n,n,n,n,n,14,n,n,n,13,n,n,n,8,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 11:30:00,18,n,n,n,13,n,n,n,5,n,n,n,32,n,n,n,16,n,n,n,5,n,n,n,22,n,n,n,13,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 12:00:00,n,n,17.4,VM,n,n,11,VM,n,n,7,VM,n,n,35.8,VM,n,n,12.1,VM,n,n,6.9,VM,n,n,21.8,VM,n,n,15.6,VM,n,n,10.4,VM,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 12:30:00,15,n,n,n,11,n,n,n,2,n,n,n,88,n,n,n,9,n,n,n,6,n,n,n,14,n,n,n,13,n,n,n,11,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 13:30:00,16,n,n,n,8,n,n,n,3,n,n,n,65,n,n,n,8,n,n,n,5,n,n,n,17,n,n,n,11,n,n,n,11,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 14:30:00,18,n,n,n,16,n,n,n,9,n,n,n,40,n,n,n,11,n,n,n,7,n,n,n,17,n,n,n,11,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 15:30:00,22,n,n,n,15,n,n,n,11,n,n,n,37,n,n,n,8,n,n,n,7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 16:30:00,16,n,n,n,12,n,n,n,8,n,n,n,24,n,n,n,8,n,n,n,8,n,n,n,40,n,n,n,18,n,n,n,6,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 17:30:00,40,n,n,n,16,n,n,n,8,n,n,n,34,n,n,n,11,n,n,n,8,n,n,n,17,n,n,n,14,n,n,n,9,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 18:30:00,33,n,n,n,18,n,n,n,8,n,n,n,66,n,n,n,25,n,n,n,7,n,n,n,25,n,n,n,18,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 19:30:00,26,n,n,n,16,n,n,n,9,n,n,n,51,n,n,n,22,n,n,n,8,n,n,n,47,n,n,n,34,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 20:30:00,23,n,n,n,6,n,n,n,7,n,n,n,48,n,n,n,17,n,n,n,8,n,n,n,56,n,n,n,34,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 21:30:00,20,n,n,n,17,n,n,n,8,n,n,n,34,n,n,n,16,n,n,n,7,n,n,n,45,n,n,n,30,n,n,n,15,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 22:30:00,14,n,n,n,12,n,n,n,6,n,n,n,46,n,n,n,22,n,n,n,11,n,n,n,50,n,n,n,34,n,n,n,17,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-01 23:30:00,34,n,n,n,19,n,n,n,11,n,n,n,40,n,n,n,29,n,n,n,12,n,n,n,44,n,n,n,27,n,n,n,16,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 00:30:00,32,n,n,n,22,n,n,n,19,n,n,n,33,n,n,n,13,n,n,n,8,n,n,n,39,n,n,n,28,n,n,n,14,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 01:30:00,27,n,n,n,17,n,n,n,5,n,n,n,30,n,n,n,14,n,n,n,6,n,n,n,29,n,n,n,20,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 02:30:00,20,n,n,n,13,n,n,n,9,n,n,n,n,n,n,n,11,n,n,n,6,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 03:30:00,15,n,n,n,7,n,n,n,11,n,n,n,286,n,n,n,7,n,n,n,8,n,n,n,7,n,n,n,11,n,n,n,9,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 04:30:00,15,n,n,n,9,n,n,n,12,n,n,n,11,n,n,n,8,n,n,n,7,n,n,n,17,n,n,n,16,n,n,n,7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 05:30:00,21,n,n,n,11,n,n,n,12,n,n,n,24,n,n,n,7,n,n,n,9,n,n,n,14,n,n,n,13,n,n,n,7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 06:30:00,6,n,n,n,7,n,n,n,6,n,n,n,19,n,n,n,7,n,n,n,6,n,n,n,12,n,n,n,9,n,n,n,10,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 07:30:00,5,n,n,n,14,n,n,n,9,n,n,n,27,n,n,n,7,n,n,n,5,n,n,n,8,n,n,n,7,n,n,n,11,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 08:30:00,15,n,n,n,13,n,n,n,9,n,n,n,27,n,n,n,12,n,n,n,7,n,n,n,9,n,n,n,11,n,n,n,8,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 09:30:00,15,n,n,n,10,n,n,n,9,n,n,n,29,n,n,n,16,n,n,n,6,n,n,n,13,n,n,n,17,n,n,n,11,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 10:30:00,16,n,n,n,15,n,n,n,12,n,n,n,25,n,n,n,7,n,n,n,6,n,n,n,12,n,n,n,17,n,n,n,8,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 11:30:00,17,n,n,n,9,n,n,n,7,n,n,n,29,n,n,n,7,n,n,n,8,n,n,n,18,n,n,n,13,n,n,n,8,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 12:00:00,n,n,18.5,VM,n,n,12.2,VM,n,n,9.3,VM,n,n,42.8,VM,n,n,13,VM,n,n,7.3,VM,n,n,23.2,VM,n,n,16.3,VM,n,n,11.3,VM,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 12:30:00,14,n,n,n,17,n,n,n,7,n,n,n,25,n,n,n,6,n,n,n,11,n,n,n,17,n,n,n,14,n,n,n,14,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 13:30:00,12,n,n,n,9,n,n,n,11,n,n,n,17,n,n,n,14,n,n,n,11,n,n,n,14,n,n,n,16,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 14:30:00,13,n,n,n,5,n,n,n,8,n,n,n,37,n,n,n,20,n,n,n,6,n,n,n,29,n,n,n,7,n,n,n,9,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 15:30:00,43,n,n,n,19,n,n,n,6,n,n,n,55,n,n,n,11,n,n,n,3,n,n,n,33,n,n,n,16,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 16:30:00,11,n,n,n,6,n,n,n,5,n,n,n,22,n,n,n,9,n,n,n,6,n,n,n,16,n,n,n,8,n,n,n,9,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 17:30:00,17,n,n,n,13,n,n,n,5,n,n,n,25,n,n,n,13,n,n,n,5,n,n,n,21,n,n,n,9,n,n,n,15,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 18:30:00,19,n,n,n,12,n,n,n,16,n,n,n,30,n,n,n,9,n,n,n,7,n,n,n,39,n,n,n,24,n,n,n,11,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 19:30:00,18,n,n,n,12,n,n,n,13,n,n,n,40,n,n,n,19,n,n,n,9,n,n,n,45,n,n,n,29,n,n,n,19,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 20:30:00,19,n,n,n,12,n,n,n,8,n,n,n,57,n,n,n,22,n,n,n,8,n,n,n,38,n,n,n,19,n,n,n,16,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 21:30:00,20,n,n,n,12,n,n,n,8,n,n,n,33,n,n,n,14,n,n,n,11,n,n,n,37,n,n,n,25,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 22:30:00,23,n,n,n,16,n,n,n,11,n,n,n,52,n,n,n,29,n,n,n,9,n,n,n,36,n,n,n,24,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-02 23:30:00,31,n,n,n,13,n,n,n,6,n,n,n,52,n,n,n,29,n,n,n,8,n,n,n,31,n,n,n,23,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 00:30:00,23,n,n,n,11,n,n,n,5,n,n,n,37,n,n,n,23,n,n,n,9,n,n,n,23,n,n,n,20,n,n,n,10,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 01:30:00,28,n,n,n,18,n,n,n,11,n,n,n,40,n,n,n,20,n,n,n,8,n,n,n,24,n,n,n,19,n,n,n,10,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 02:30:00,25,n,n,n,15,n,n,n,6,n,n,n,26,n,n,n,13,n,n,n,12,n,n,n,24,n,n,n,12,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 03:30:00,28,n,n,n,18,n,n,n,12,n,n,n,34,n,n,n,13,n,n,n,7,n,n,n,24,n,n,n,12,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 04:30:00,15,n,n,n,10,n,n,n,6,n,n,n,34,n,n,n,13,n,n,n,7,n,n,n,23,n,n,n,11,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 05:30:00,20,n,n,n,8,n,n,n,2,n,n,n,33,n,n,n,12,n,n,n,12,n,n,n,17,n,n,n,11,n,n,n,10,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 06:30:00,13,n,n,n,6,n,n,n,6,n,n,n,35,n,n,n,11,n,n,n,7,n,n,n,24,n,n,n,9,n,n,n,16,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 07:30:00,28,n,n,n,15,n,n,n,6,n,n,n,45,n,n,n,14,n,n,n,2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 08:30:00,39,n,n,n,21,n,n,n,11,n,n,n,41,n,n,n,12,n,n,n,7,n,n,n,31,n,n,n,14,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 09:30:00,24,n,n,n,13,n,n,n,12,n,n,n,29,n,n,n,8,n,n,n,6,n,n,n,23,n,n,n,20,n,n,n,7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 10:30:00,27,n,n,n,15,n,n,n,9,n,n,n,32,n,n,n,44,n,n,n,7,n,n,n,19,n,n,n,18,n,n,n,7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 11:30:00,28,n,n,n,13,n,n,n,9,n,n,n,34,n,n,n,53,n,n,n,8,n,n,n,18,n,n,n,20,n,n,n,9,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 12:00:00,n,n,30.3,VM,n,n,17.3,VM,n,n,9.3,VM,n,n,41.6,VM,n,n,23.3,VM,n,n,9,VM,n,n,35.6,VM,n,n,21.7,VM,n,n,11.8,VM,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 12:30:00,22,n,n,n,16,n,n,n,13,n,n,n,31,n,n,n,n,n,n,n,n,n,n,n,20,n,n,n,19,n,n,n,7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 13:30:00,26,n,n,n,16,n,n,n,7,n,n,n,28,n,n,n,72,n,n,n,8,n,n,n,28,n,n,n,14,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 14:30:00,22,n,n,n,17,n,n,n,6,n,n,n,30,n,n,n,3,n,n,n,8,n,n,n,20,n,n,n,14,n,n,n,8,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 15:30:00,26,n,n,n,13,n,n,n,3,n,n,n,37,n,n,n,17,n,n,n,11,n,n,n,18,n,n,n,14,n,n,n,7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 16:30:00,25,n,n,n,13,n,n,n,2,n,n,n,30,n,n,n,17,n,n,n,12,n,n,n,45,n,n,n,18,n,n,n,6,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 17:30:00,55,n,n,n,23,n,n,n,9,n,n,n,61,n,n,n,28,n,n,n,9,n,n,n,50,n,n,n,33,n,n,n,10,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 18:30:00,44,n,n,n,29,n,n,n,7,n,n,n,58,n,n,n,23,n,n,n,9,n,n,n,99,n,n,n,44,n,n,n,16,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 19:30:00,47,n,n,n,28,n,n,n,16,n,n,n,69,n,n,n,25,n,n,n,7,n,n,n,78,n,n,n,44,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 20:30:00,40,n,n,n,24,n,n,n,16,n,n,n,73,n,n,n,25,n,n,n,8,n,n,n,60,n,n,n,35,n,n,n,18,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 21:30:00,28,n,n,n,19,n,n,n,8,n,n,n,59,n,n,n,29,n,n,n,17,n,n,n,56,n,n,n,31,n,n,n,21,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 22:30:00,49,n,n,n,25,n,n,n,24,n,n,n,60,n,n,n,25,n,n,n,14,n,n,n,51,n,n,n,34,n,n,n,21,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-03 23:30:00,45,n,n,n,29,n,n,n,18,n,n,n,n,n,n,n,35,n,n,n,13,n,n,n,44,n,n,n,34,n,n,n,15,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 00:30:00,41,n,n,n,22,n,n,n,23,n,n,n,57,n,n,n,36,n,n,n,22,n,n,n,38,n,n,n,30,n,n,n,20,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 01:30:00,38,n,n,n,24,n,n,n,22,n,n,n,59,n,n,n,29,n,n,n,14,n,n,n,30,n,n,n,24,n,n,n,6,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 02:30:00,42,n,n,n,23,n,n,n,11,n,n,n,118,n,n,n,31,n,n,n,16,n,n,n,28,n,n,n,20,n,n,n,18,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 03:30:00,28,n,n,n,13,n,n,n,12,n,n,n,43,n,n,n,24,n,n,n,14,n,n,n,27,n,n,n,23,n,n,n,8,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 04:30:00,37,n,n,n,20,n,n,n,9,n,n,n,46,n,n,n,20,n,n,n,9,n,n,n,19,n,n,n,23,n,n,n,7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 05:30:00,31,n,n,n,18,n,n,n,12,n,n,n,44,n,n,n,14,n,n,n,9,n,n,n,14,n,n,n,6,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 06:30:00,31,n,n,n,16,n,n,n,6,n,n,n,59,n,n,n,22,n,n,n,9,n,n,n,26,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 07:30:00,30,n,n,n,21,n,n,n,8,n,n,n,41,n,n,n,14,n,n,n,14,n,n,n,35,n,n,n,18,n,n,n,9,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 08:30:00,28,n,n,n,21,n,n,n,19,n,n,n,36,n,n,n,17,n,n,n,7,n,n,n,24,n,n,n,19,n,n,n,14,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 09:30:00,25,n,n,n,14,n,n,n,12,n,n,n,46,n,n,n,19,n,n,n,12,n,n,n,25,n,n,n,18,n,n,n,8,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 10:30:00,27,n,n,n,21,n,n,n,7,n,n,n,42,n,n,n,17,n,n,n,9,n,n,n,25,n,n,n,13,n,n,n,11,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 11:30:00,37,n,n,n,24,n,n,n,7,n,n,n,42,n,n,n,14,n,n,n,12,n,n,n,21,n,n,n,28,n,n,n,11,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 12:00:00,n,n,32.5,VM,n,n,18.5,VM,n,n,11.5,VM,n,n,50.2,VM,n,n,22.5,VM,n,n,12.1,VM,n,n,34.1,VM,n,n,24.5,VM,n,n,13,VM,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 12:30:00,27,n,n,n,14,n,n,n,6,n,n,n,36,n,n,n,13,n,n,n,11,n,n,n,22,n,n,n,16,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 13:30:00,20,n,n,n,15,n,n,n,7,n,n,n,33,n,n,n,16,n,n,n,12,n,n,n,23,n,n,n,23,n,n,n,6,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 14:30:00,27,n,n,n,11,n,n,n,9,n,n,n,35,n,n,n,12,n,n,n,7,n,n,n,27,n,n,n,17,n,n,n,10,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 15:30:00,21,n,n,n,11,n,n,n,7,n,n,n,36,n,n,n,29,n,n,n,9,n,n,n,26,n,n,n,20,n,n,n,7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 16:30:00,24,n,n,n,14,n,n,n,8,n,n,n,42,n,n,n,24,n,n,n,8,n,n,n,35,n,n,n,24,n,n,n,9,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 17:30:00,32,n,n,n,17,n,n,n,11,n,n,n,53,n,n,n,24,n,n,n,12,n,n,n,49,n,n,n,34,n,n,n,20,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 18:30:00,47,n,n,n,22,n,n,n,17,n,n,n,49,n,n,n,24,n,n,n,9,n,n,n,52,n,n,n,28,n,n,n,14,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 19:30:00,50,n,n,n,28,n,n,n,12,n,n,n,58,n,n,n,28,n,n,n,16,n,n,n,76,n,n,n,42,n,n,n,26,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 20:30:00,28,n,n,n,18,n,n,n,11,n,n,n,49,n,n,n,24,n,n,n,13,n,n,n,68,n,n,n,41,n,n,n,22,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 21:30:00,28,n,n,n,12,n,n,n,14,n,n,n,55,n,n,n,25,n,n,n,12,n,n,n,49,n,n,n,35,n,n,n,15,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 22:30:00,42,n,n,n,21,n,n,n,13,n,n,n,70,n,n,n,31,n,n,n,17,n,n,n,43,n,n,n,34,n,n,n,22,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-04 23:30:00,38,n,n,n,24,n,n,n,12,n,n,n,57,n,n,n,34,n,n,n,18,n,n,n,36,n,n,n,28,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-05 00:30:00,38,n,n,n,22,n,n,n,13,n,n,n,48,n,n,n,25,n,n,n,14,n,n,n,34,n,n,n,19,n,n,n,19,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-05 01:30:00,26,n,n,n,18,n,n,n,9,n,n,n,39,n,n,n,16,n,n,n,8,n,n,n,38,n,n,n,27,n,n,n,15,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-05 02:30:00,32,n,n,n,22,n,n,n,7,n,n,n,60,n,n,n,31,n,n,n,13,n,n,n,32,n,n,n,27,n,n,n,14,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-05 03:30:00,33,n,n,n,19,n,n,n,3,n,n,n,42,n,n,n,20,n,n,n,9,n,n,n,26,n,n,n,22,n,n,n,17,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-05 04:30:00,29,n,n,n,19,n,n,n,3,n,n,n,44,n,n,n,22,n,n,n,7,n,n,n,14,n,n,n,16,n,n,n,11,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-05 05:30:00,31,n,n,n,14,n,n,n,5,n,n,n,44,n,n,n,22,n,n,n,12,n,n,n,32,n,n,n,22,n,n,n,15,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-05 06:30:00,35,n,n,n,23,n,n,n,12,n,n,n,61,n,n,n,28,n,n,n,11,n,n,n,56,n,n,n,30,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-05 07:30:00,47,n,n,n,26,n,n,n,17,n,n,n,54,n,n,n,24,n,n,n,13,n,n,n,40,n,n,n,33,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-02-05 08:30:00,33,n,n,n,16,n,n,n,9,n,n,n,44,n,n,n,20,n,n,n,n,n,n,n,30,n,n,n,27,n,n,n,11,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
