2024-12-01 00:30:00,"1,3","168,1","0,0","21,0","87,8","908,0"
2024-12-01 01:30:00,"1,0","212,5","0,0","20,6","89,5","907,9"
2024-12-01 02:30:00,"1,4","163,6","0,0","20,7","88,8","907,7"
2024-12-01 03:30:00,"0,9","162,9","0,0","20,5","89,3","907,6"
2024-12-01 04:30:00,"0,8","191,1","0,0","20,3","89,5","907,7"
2024-12-01 05:30:00,"0,6","230,7","0,0","20,3","89,4","908,2"
2024-12-01 06:30:00,"0,9","215,3","0,0","20,7","87,9","909,1"
2024-12-01 07:30:00,"1,2","191,2","0,0","21,4","83,7","909,8"
2024-12-01 08:30:00,"0,9","166,7","0,0","22,4","77,3","909,9"
2024-12-01 09:30:00,"1,2","116,4","0,0","24,2","69,4","910,2"
2024-12-01 10:30:00,"1,2","106,4","0,0","25,3","64,3","909,9"
2024-12-01 11:30:00,"1,9","103,9","0,0","25,5","64,3","909,3"
2024-12-01 12:30:00,"1,6","198,3","3,7","23,7","76,8","908,4"
2024-12-01 13:30:00,"1,1","182,2","0,0","24,9","73,3","907,7"
2024-12-01 14:30:00,"1,4","123,8","0,0","26,2","65,8","906,9"
2024-12-01 15:30:00,"1,8","96,3","0,0","26,3","64,5","906,2"
2024-12-01 16:30:00,"2,2","66,9","0,0","26,3","63,2","905,9"
2024-12-01 17:30:00,"2,3","71,1","0,0","26,3","64,0","906,1"
2024-12-01 18:30:00,"1,3","97,9","0,0","25,5","68,4","906,7"
2024-12-01 19:30:00,"1,6","77,6","0,0","24,3","74,2","907,4"
2024-12-01 20:30:00,"1,2","60,7","0,0","23,4","78,5","907,6"
2024-12-01 21:30:00,"1,8","51,2","0,0","23,7","75,0","907,9"
2024-12-01 22:30:00,"3,9","62,6","0,0","23,3","77,4","907,7"
2024-12-01 23:30:00,"5,6","56,1","0,0","22,6","80,1","906,6"
2024-12-02 00:30:00,"4,0","39,5","0,0","22,4","81,9","906,2"
2024-12-02 01:30:00,"4,1","41,3","0,0","22,1","83,5","905,9"
2024-12-02 02:30:00,"3,0","55,6","0,0","21,9","84,9","906,1"
2024-12-02 03:30:00,"3,7","37,9","0,0","21,9","85,9","906,7"
2024-12-02 04:30:00,"4,1","42,8","0,0","21,7","86,4","907,0"
2024-12-02 05:30:00,"3,5","43,4","0,0","21,7","86,5","907,8"
2024-12-02 06:30:00,"3,4","39,6","0,0","22,2","83,2","908,4"
2024-12-02 07:30:00,"4,9","34,7","0,0","22,6","79,1","908,8"
2024-12-02 08:30:00,"3,7","29,1","0,0","23,4","74,7","909,3"
2024-12-02 09:30:00,"2,4","19,2","0,0","24,7","68,4","909,3"
2024-12-02 10:30:00,"3,2","311,9","1,7","24,9","67,7","908,8"
2024-12-02 11:30:00,"1,8","14,6","0,1","23,5","74,0","907,7"
2024-12-02 12:30:00,"3,1","58,8","0,0","25,0","69,8","907,0"
2024-12-02 13:30:00,"2,8","290,4","0,0","27,1","58,3","906,5"
2024-12-02 14:30:00,"3,2","288,2","0,0","28,4","50,7","906,0"
2024-12-02 15:30:00,"2,3","279,7","0,0","28,5","50,9","905,1"
2024-12-02 16:30:00,"2,4","287,7","0,0","27,9","53,1","905,0"
2024-12-02 17:30:00,"1,8","266,3","0,0","26,9","58,5","905,2"
2024-12-02 18:30:00,"1,8","292,5","0,0","25,9","62,7","905,4"
2024-12-02 19:30:00,"3,0","279,6","0,0","25,1","66,1","906,0"
2024-12-02 20:30:00,"1,3","9,1","0,0","24,7","68,4","907,1"
2024-12-02 21:30:00,"2,3","31,6","0,0","24,5","69,4","907,8"
2024-12-02 22:30:00,"3,9","36,5","0,3","23,8","73,4","908,0"
2024-12-02 23:30:00,"5,7","43,8","0,1","21,5","86,3","907,4"
2024-12-03 00:30:00,"4,0","35,5","0,2","21,5","80,0","906,5"
2024-12-03 01:30:00,"4,3","40,8","0,0","20,8","84,0","906,1"
2024-12-03 02:30:00,"4,1","30,6","0,0","21,8","74,1","906,2"
2024-12-03 03:30:00,"2,9","39,8","0,0","21,2","79,4","906,3"
2024-12-03 04:30:00,"4,5","44,5","0,0","20,2","87,4","906,7"
2024-12-03 05:30:00,"4,6","39,5","0,0","20,6","83,5","907,1"
2024-12-03 06:30:00,"3,9","37,8","0,0","21,7","81,4","907,6"
2024-12-03 07:30:00,"4,4","47,4","0,0","22,1","82,0","907,9"
