n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n
Data,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag
2024-03-01 10:30:00,35.6,n,n,n,n,n,n,n,7,n,n,n,44.7,n,n,n,19,n,n,n,11,n,n,n,56.2,n,n,n,25,n,n,n,13,n,n,n,17,n,n,n,8,n,n,n,5,n,n,n
2024-03-01 11:30:00,30.8,n,n,n,28,n,n,n,6,n,n,n,8.8,n,n,n,16,n,n,n,14,n,n,n,36.1,n,n,n,25,n,n,n,7,n,n,n,18,n,n,n,13,n,n,n,9,n,n,n
2024-03-01 12:00:00,n,n,32.5,VM,n,n,n,n,n,n,10.6,VM,n,n,34.1,VM,n,n,22.9,VM,n,n,10.2,VM,n,n,47.3,VM,n,n,28.7,VM,n,n,10.7,VM,n,n,26.9,VM,n,n,18.2,VM,n,n,n,n
2024-03-01 12:30:00,25.1,n,n,n,20,n,n,n,6,n,n,n,21.2,n,n,n,9,n,n,n,8,n,n,n,41.7,n,n,n,29,n,n,n,7,n,n,n,16,n,n,n,11,n,n,n,7,n,n,n
2024-03-01 13:30:00,28.2,n,n,n,23,n,n,n,6,n,n,n,18.3,n,n,n,23,n,n,n,8,n,n,n,48.9,n,n,n,30,n,n,n,6,n,n,n,28,n,n,n,16,n,n,n,5,n,n,n
2024-03-01 14:30:00,32.2,n,n,n,24,n,n,n,9,n,n,n,32.7,n,n,n,24,n,n,n,7,n,n,n,35.7,n,n,n,30,n,n,n,7,n,n,n,28,n,n,n,17,n,n,n,7,n,n,n
2024-03-01 15:30:00,21.2,n,n,n,19,n,n,n,9,n,n,n,15.1,n,n,n,16,n,n,n,11,n,n,n,32.4,n,n,n,18,n,n,n,9,n,n,n,25,n,n,n,13,n,n,n,8,n,n,n
2024-03-01 16:30:00,23.5,n,n,n,30,n,n,n,19,n,n,n,42.9,n,n,n,19,n,n,n,11,n,n,n,46.1,n,n,n,20,n,n,n,14,n,n,n,20,n,n,n,12,n,n,n,11,n,n,n
2024-03-01 17:30:00,45.3,n,n,n,27,n,n,n,14,n,n,n,44.2,n,n,n,23,n,n,n,9,n,n,n,43,n,n,n,22,n,n,n,12,n,n,n,30,n,n,n,20,n,n,n,11,n,n,n
2024-03-01 18:30:00,22.3,n,n,n,28,n,n,n,7,n,n,n,18.4,n,n,n,17,n,n,n,7,n,n,n,16,n,n,n,19,n,n,n,14,n,n,n,n,n,n,n,20,n,n,n,n,n,n,n
2024-03-01 19:30:00,3.2,n,n,n,n,n,n,n,n,n,n,n,31.6,n,n,n,19,n,n,n,9,n,n,n,63.1,n,n,n,29,n,n,n,18,n,n,n,18,n,n,n,19,n,n,n,8,n,n,n
2024-03-01 20:30:00,n,n,n,n,25,n,n,n,11,n,n,n,37.3,n,n,n,25,n,n,n,14,n,n,n,62.6,n,n,n,41,n,n,n,16,n,n,n,21,n,n,n,19,n,n,n,12,n,n,n
2024-03-01 21:30:00,25.7,n,n,n,23,n,n,n,11,n,n,n,16.2,n,n,n,14,n,n,n,9,n,n,n,33.8,n,n,n,19,n,n,n,12,n,n,n,38,n,n,n,27,n,n,n,13,n,n,n
2024-03-01 22:30:00,20.5,n,n,n,25,n,n,n,9,n,n,n,25.1,n,n,n,22,n,n,n,8,n,n,n,37.1,n,n,n,23,n,n,n,8,n,n,n,28,n,n,n,17,n,n,n,11,n,n,n
2024-03-01 23:30:00,19,n,n,n,24,n,n,n,8,n,n,n,18.3,n,n,n,13,n,n,n,11,n,n,n,36.1,n,n,n,28,n,n,n,7,n,n,n,18,n,n,n,19,n,n,n,8,n,n,n
2024-03-02 00:30:00,26.5,n,n,n,30,n,n,n,7,n,n,n,18.5,n,n,n,19,n,n,n,11,n,n,n,21.9,n,n,n,18,n,n,n,9,n,n,n,19,n,n,n,17,n,n,n,9,n,n,n
2024-03-02 01:30:00,19.1,n,n,n,24,n,n,n,5,n,n,n,8.4,n,n,n,18,n,n,n,8,n,n,n,26.5,n,n,n,22,n,n,n,9,n,n,n,21,n,n,n,18,n,n,n,8,n,n,n
2024-03-02 02:30:00,12.7,n,n,n,22,n,n,n,2,n,n,n,15.3,n,n,n,11,n,n,n,8,n,n,n,26.3,n,n,n,17,n,n,n,8,n,n,n,21,n,n,n,22,n,n,n,9,n,n,n
2024-03-02 03:30:00,26,n,n,n,27,n,n,n,7,n,n,n,20,n,n,n,17,n,n,n,n,n,n,n,31.1,n,n,n,30,n,n,n,8,n,n,n,32,n,n,n,28,n,n,n,12,n,n,n
2024-03-02 04:30:00,29.8,n,n,n,35,n,n,n,9,n,n,n,25.5,n,n,n,14,n,n,n,5,n,n,n,48.2,n,n,n,33,n,n,n,7,n,n,n,29,n,n,n,23,n,n,n,12,n,n,n
2024-03-02 05:30:00,34.7,n,n,n,33,n,n,n,9,n,n,n,32.1,n,n,n,23,n,n,n,9,n,n,n,43.3,n,n,n,28,n,n,n,8,n,n,n,44,n,n,n,27,n,n,n,9,n,n,n
2024-03-02 06:30:00,34.7,n,n,n,24,n,n,n,14,n,n,n,33,n,n,n,16,n,n,n,8,n,n,n,79.1,n,n,n,31,n,n,n,11,n,n,n,40,n,n,n,19,n,n,n,8,n,n,n
2024-03-02 07:30:00,22.1,n,n,n,24,n,n,n,6,n,n,n,20.3,n,n,n,18,n,n,n,12,n,n,n,39.7,n,n,n,31,n,n,n,12,n,n,n,32,n,n,n,24,n,n,n,7,n,n,n
2024-03-02 08:30:00,22,n,n,n,19,n,n,n,7,n,n,n,28.1,n,n,n,n,n,n,n,18,n,n,n,35,n,n,n,27,n,n,n,13,n,n,n,26,n,n,n,17,n,n,n,7,n,n,n
2024-03-02 09:30:00,23.4,n,n,n,14,n,n,n,8,n,n,n,34.2,n,n,n,6,n,n,n,11,n,n,n,36.1,n,n,n,25,n,n,n,18,n,n,n,19,n,n,n,16,n,n,n,9,n,n,n
2024-03-02 10:30:00,16.4,n,n,n,14,n,n,n,7,n,n,n,8.4,n,n,n,11,n,n,n,9,n,n,n,13.4,n,n,n,16,n,n,n,13,n,n,n,9,n,n,n,11,n,n,n,7,n,n,n
2024-03-02 11:30:00,13.7,n,n,n,13,n,n,n,7,n,n,n,7,n,n,n,9,n,n,n,7,n,n,n,15.2,n,n,n,19,n,n,n,8,n,n,n,6,n,n,n,14,n,n,n,6,n,n,n
2024-03-02 12:00:00,n,n,23.2,VM,n,n,21.5,VM,n,n,7.8,VM,n,n,23.5,VM,n,n,15.5,VM,n,n,9,VM,n,n,40.1,VM,n,n,24.8,VM,n,n,10.6,VM,n,n,20.8,VM,n,n,16.5,VM,n,n,8.9,VM
2024-03-02 12:30:00,16.7,n,n,n,17,n,n,n,5,n,n,n,14.6,n,n,n,8,n,n,n,6,n,n,n,22.6,n,n,n,17,n,n,n,9,n,n,n,11,n,n,n,7,n,n,n,5,n,n,n
2024-03-02 13:30:00,16.2,n,n,n,13,n,n,n,3,n,n,n,13.5,n,n,n,6,n,n,n,7,n,n,n,5.8,n,n,n,9,n,n,n,8,n,n,n,8,n,n,n,7,n,n,n,3,n,n,n
2024-03-02 14:30:00,13.2,n,n,n,23,n,n,n,3,n,n,n,14.8,n,n,n,12,n,n,n,8,n,n,n,32,n,n,n,17,n,n,n,8,n,n,n,12,n,n,n,11,n,n,n,2,n,n,n
2024-03-02 15:30:00,15.1,n,n,n,16,n,n,n,2,n,n,n,37.4,n,n,n,12,n,n,n,6,n,n,n,38.6,n,n,n,14,n,n,n,5,n,n,n,10,n,n,n,9,n,n,n,5,n,n,n
2024-03-02 16:30:00,32.2,n,n,n,22,n,n,n,8,n,n,n,22.5,n,n,n,17,n,n,n,12,n,n,n,21.9,n,n,n,20,n,n,n,9,n,n,n,16,n,n,n,9,n,n,n,8,n,n,n
2024-03-02 17:30:00,13.4,n,n,n,19,n,n,n,17,n,n,n,24.3,n,n,n,23,n,n,n,12,n,n,n,43.3,n,n,n,27,n,n,n,14,n,n,n,21,n,n,n,16,n,n,n,13,n,n,n
2024-03-02 18:30:00,34,n,n,n,20,n,n,n,7,n,n,n,63.8,n,n,n,39,n,n,n,11,n,n,n,91.8,n,n,n,36,n,n,n,13,n,n,n,27,n,n,n,18,n,n,n,13,n,n,n
2024-03-02 19:30:00,31.5,n,n,n,28,n,n,n,14,n,n,n,51.3,n,n,n,20,n,n,n,8,n,n,n,104.8,n,n,n,55,n,n,n,17,n,n,n,12,n,n,n,14,n,n,n,12,n,n,n
2024-03-02 20:30:00,23.1,n,n,n,20,n,n,n,13,n,n,n,1.2,n,n,n,12,n,n,n,8,n,n,n,16.9,n,n,n,18,n,n,n,11,n,n,n,11,n,n,n,8,n,n,n,9,n,n,n
2024-03-02 21:30:00,35.5,n,n,n,22,n,n,n,11,n,n,n,20.4,n,n,n,17,n,n,n,7,n,n,n,52.9,n,n,n,27,n,n,n,13,n,n,n,25,n,n,n,23,n,n,n,17,n,n,n
2024-03-02 22:30:00,25.3,n,n,n,19,n,n,n,8,n,n,n,28.7,n,n,n,16,n,n,n,9,n,n,n,59.5,n,n,n,30,n,n,n,11,n,n,n,32,n,n,n,24,n,n,n,13,n,n,n
2024-03-02 23:30:00,18.9,n,n,n,19,n,n,n,7,n,n,n,20.9,n,n,n,13,n,n,n,7,n,n,n,57.4,n,n,n,29,n,n,n,13,n,n,n,17,n,n,n,14,n,n,n,11,n,n,n
2024-03-03 00:30:00,17.5,n,n,n,16,n,n,n,6,n,n,n,12.1,n,n,n,9,n,n,n,7,n,n,n,41.5,n,n,n,23,n,n,n,9,n,n,n,11,n,n,n,9,n,n,n,8,n,n,n
2024-03-03 01:30:00,15.1,n,n,n,17,n,n,n,5,n,n,n,14.1,n,n,n,8,n,n,n,7,n,n,n,32.8,n,n,n,25,n,n,n,7,n,n,n,15,n,n,n,11,n,n,n,7,n,n,n
2024-03-03 02:30:00,15.4,n,n,n,18,n,n,n,6,n,n,n,10.8,n,n,n,11,n,n,n,8,n,n,n,13.8,n,n,n,16,n,n,n,3,n,n,n,10,n,n,n,9,n,n,n,8,n,n,n
2024-03-03 03:30:00,16.5,n,n,n,18,n,n,n,7,n,n,n,7.1,n,n,n,11,n,n,n,7,n,n,n,3.5,n,n,n,14,n,n,n,3,n,n,n,13,n,n,n,13,n,n,n,6,n,n,n
2024-03-03 04:30:00,13.8,n,n,n,19,n,n,n,3,n,n,n,4.7,n,n,n,11,n,n,n,5,n,n,n,3.7,n,n,n,11,n,n,n,11,n,n,n,14,n,n,n,11,n,n,n,9,n,n,n
2024-03-03 05:30:00,18,n,n,n,17,n,n,n,3,n,n,n,13.7,n,n,n,11,n,n,n,6,n,n,n,20.2,n,n,n,9,n,n,n,7,n,n,n,13,n,n,n,14,n,n,n,7,n,n,n
2024-03-03 06:30:00,18,n,n,n,14,n,n,n,6,n,n,n,21.2,n,n,n,13,n,n,n,8,n,n,n,34.3,n,n,n,25,n,n,n,12,n,n,n,15,n,n,n,20,n,n,n,6,n,n,n
2024-03-03 07:30:00,17,n,n,n,16,n,n,n,6,n,n,n,21.7,n,n,n,14,n,n,n,9,n,n,n,29.5,n,n,n,14,n,n,n,9,n,n,n,14,n,n,n,12,n,n,n,7,n,n,n
2024-03-03 08:30:00,13.8,n,n,n,13,n,n,n,9,n,n,n,19.1,n,n,n,n,n,n,n,9,n,n,n,12,n,n,n,8,n,n,n,5,n,n,n,9,n,n,n,7,n,n,n,7,n,n,n
2024-03-03 09:30:00,4.9,n,n,n,12,n,n,n,6,n,n,n,3.7,n,n,n,n,n,n,n,7,n,n,n,14.4,n,n,n,9,n,n,n,2,n,n,n,7,n,n,n,12,n,n,n,9,n,n,n
2024-03-03 10:30:00,15.8,n,n,n,11,n,n,n,5,n,n,n,3.8,n,n,n,6,n,n,n,6,n,n,n,9,n,n,n,14,n,n,n,7,n,n,n,6,n,n,n,9,n,n,n,7,n,n,n
2024-03-03 11:30:00,11.9,n,n,n,11,n,n,n,7,n,n,n,12.4,n,n,n,8,n,n,n,7,n,n,n,40.3,n,n,n,53,n,n,n,38,n,n,n,16,n,n,n,8,n,n,n,2,n,n,n
2024-03-03 12:00:00,n,n,16,VM,n,n,16.2,VM,n,n,6.2,VM,n,n,15,VM,n,n,12.6,VM,n,n,8.8,VM,n,n,22.6,VM,n,n,18,VM,n,n,9,VM,n,n,11.2,VM,n,n,10.2,VM,n,n,7.1,VM
2024-03-03 12:30:00,9.1,n,n,n,18,n,n,n,7,n,n,n,18.9,n,n,n,17,n,n,n,11,n,n,n,15.1,n,n,n,16,n,n,n,5,n,n,n,9,n,n,n,6,n,n,n,6,n,n,n
2024-03-03 13:30:00,16.7,n,n,n,11,n,n,n,5,n,n,n,10.5,n,n,n,9,n,n,n,13,n,n,n,7.5,n,n,n,13,n,n,n,6,n,n,n,7,n,n,n,3,n,n,n,7,n,n,n
2024-03-03 14:30:00,9.8,n,n,n,13,n,n,n,5,n,n,n,9.8,n,n,n,9,n,n,n,11,n,n,n,3.8,n,n,n,12,n,n,n,6,n,n,n,7,n,n,n,5,n,n,n,9,n,n,n
2024-03-03 15:30:00,16,n,n,n,13,n,n,n,3,n,n,n,21.1,n,n,n,12,n,n,n,12,n,n,n,19.6,n,n,n,8,n,n,n,6,n,n,n,7,n,n,n,8,n,n,n,8,n,n,n
2024-03-03 16:30:00,10.7,n,n,n,8,n,n,n,5,n,n,n,14,n,n,n,11,n,n,n,14,n,n,n,16.9,n,n,n,7,n,n,n,2,n,n,n,6,n,n,n,11,n,n,n,6,n,n,n
2024-03-03 17:30:00,13.9,n,n,n,18,n,n,n,7,n,n,n,18.6,n,n,n,12,n,n,n,8,n,n,n,19.8,n,n,n,11,n,n,n,7,n,n,n,11,n,n,n,11,n,n,n,7,n,n,n
2024-03-03 18:30:00,25.9,n,n,n,27,n,n,n,9,n,n,n,23.3,n,n,n,18,n,n,n,13,n,n,n,26.9,n,n,n,13,n,n,n,8,n,n,n,12,n,n,n,8,n,n,n,11,n,n,n
2024-03-03 19:30:00,31.5,n,n,n,27,n,n,n,8,n,n,n,26.4,n,n,n,20,n,n,n,9,n,n,n,35.9,n,n,n,24,n,n,n,17,n,n,n,22,n,n,n,11,n,n,n,9,n,n,n
2024-03-03 20:30:00,24.1,n,n,n,20,n,n,n,14,n,n,n,19.6,n,n,n,19,n,n,n,9,n,n,n,49.2,n,n,n,31,n,n,n,11,n,n,n,12,n,n,n,13,n,n,n,7,n,n,n
2024-03-03 21:30:00,14.8,n,n,n,16,n,n,n,9,n,n,n,19.9,n,n,n,16,n,n,n,8,n,n,n,35.5,n,n,n,28,n,n,n,14,n,n,n,11,n,n,n,12,n,n,n,6,n,n,n
2024-03-03 22:30:00,15.5,n,n,n,16,n,n,n,3,n,n,n,18.6,n,n,n,18,n,n,n,8,n,n,n,29.7,n,n,n,24,n,n,n,13,n,n,n,11,n,n,n,12,n,n,n,5,n,n,n
2024-03-03 23:30:00,18.5,n,n,n,20,n,n,n,6,n,n,n,14.9,n,n,n,14,n,n,n,8,n,n,n,27.4,n,n,n,23,n,n,n,9,n,n,n,12,n,n,n,11,n,n,n,7,n,n,n
2024-03-04 00:30:00,20.5,n,n,n,18,n,n,n,11,n,n,n,15.6,n,n,n,11,n,n,n,6,n,n,n,27.7,n,n,n,22,n,n,n,7,n,n,n,8,n,n,n,9,n,n,n,8,n,n,n
2024-03-04 01:30:00,18.9,n,n,n,19,n,n,n,9,n,n,n,21.8,n,n,n,13,n,n,n,8,n,n,n,27.7,n,n,n,17,n,n,n,8,n,n,n,18,n,n,n,9,n,n,n,8,n,n,n
2024-03-04 02:30:00,20,n,n,n,18,n,n,n,11,n,n,n,13.1,n,n,n,13,n,n,n,8,n,n,n,23.4,n,n,n,16,n,n,n,9,n,n,n,10,n,n,n,9,n,n,n,6,n,n,n
2024-03-04 03:30:00,19.1,n,n,n,20,n,n,n,7,n,n,n,13.5,n,n,n,11,n,n,n,9,n,n,n,20.6,n,n,n,13,n,n,n,7,n,n,n,13,n,n,n,16,n,n,n,7,n,n,n
2024-03-04 04:30:00,16.4,n,n,n,19,n,n,n,8,n,n,n,13.4,n,n,n,12,n,n,n,8,n,n,n,21.1,n,n,n,14,n,n,n,11,n,n,n,12,n,n,n,16,n,n,n,8,n,n,n
2024-03-04 05:30:00,17.3,n,n,n,27,n,n,n,9,n,n,n,22.4,n,n,n,19,n,n,n,7,n,n,n,27.3,n,n,n,25,n,n,n,7,n,n,n,13,n,n,n,16,n,n,n,9,n,n,n
2024-03-04 06:30:00,24.4,n,n,n,22,n,n,n,8,n,n,n,35.6,n,n,n,20,n,n,n,8,n,n,n,60.9,n,n,n,31,n,n,n,12,n,n,n,24,n,n,n,16,n,n,n,7,n,n,n
2024-03-04 07:30:00,29.6,n,n,n,27,n,n,n,7,n,n,n,21.1,n,n,n,14,n,n,n,8,n,n,n,37.5,n,n,n,19,n,n,n,7,n,n,n,12,n,n,n,16,n,n,n,7,n,n,n
2024-03-04 08:30:00,n,n,n,n,23,n,n,n,8,n,n,n,14.6,n,n,n,16,n,n,n,7,n,n,n,20.6,n,n,n,18,n,n,n,2,n,n,n,n,n,n,n,17,n,n,n,7,n,n,n
2024-03-04 09:30:00,1.2,n,n,n,27,n,n,n,7,n,n,n,21.4,n,n,n,14,n,n,n,9,n,n,n,17.8,n,n,n,17,n,n,n,3,n,n,n,16,n,n,n,8,n,n,n,6,n,n,n
2024-03-04 10:30:00,21.4,n,n,n,18,n,n,n,5,n,n,n,18.1,n,n,n,13,n,n,n,7,n,n,n,23.7,n,n,n,19,n,n,n,5,n,n,n,16,n,n,n,11,n,n,n,2,n,n,n
2024-03-04 11:30:00,19.8,n,n,n,20,n,n,n,2,n,n,n,14.1,n,n,n,13,n,n,n,8,n,n,n,22.4,n,n,n,19,n,n,n,6,n,n,n,16,n,n,n,9,n,n,n,2,n,n,n
2024-03-04 12:00:00,n,n,20.6,VM,n,n,19.9,VM,n,n,7.2,VM,n,n,20.2,VM,n,n,13.1,VM,n,n,8.2,VM,n,n,26.3,VM,n,n,17.1,VM,n,n,6.7,VM,n,n,17.6,VM,n,n,12.7,VM,n,n,5.9,VM
2024-03-04 12:30:00,23,n,n,n,14,n,n,n,3,n,n,n,22.5,n,n,n,12,n,n,n,7,n,n,n,26.6,n,n,n,16,n,n,n,9,n,n,n,21,n,n,n,11,n,n,n,6,n,n,n
2024-03-04 13:30:00,28.2,n,n,n,19,n,n,n,7,n,n,n,21.4,n,n,n,12,n,n,n,9,n,n,n,25.3,n,n,n,19,n,n,n,9,n,n,n,12,n,n,n,11,n,n,n,5,n,n,n
2024-03-04 14:30:00,30.4,n,n,n,23,n,n,n,5,n,n,n,19.5,n,n,n,16,n,n,n,9,n,n,n,32.1,n,n,n,22,n,n,n,7,n,n,n,19,n,n,n,12,n,n,n,5,n,n,n
2024-03-04 15:30:00,37.7,n,n,n,28,n,n,n,8,n,n,n,29.4,n,n,n,18,n,n,n,9,n,n,n,9.3,n,n,n,14,n,n,n,6,n,n,n,17,n,n,n,11,n,n,n,6,n,n,n
2024-03-04 16:30:00,30.4,n,n,n,19,n,n,n,7,n,n,n,16.3,n,n,n,16,n,n,n,13,n,n,n,35.6,n,n,n,19,n,n,n,2,n,n,n,30,n,n,n,18,n,n,n,3,n,n,n
2024-03-04 17:30:00,38.2,n,n,n,25,n,n,n,9,n,n,n,34.5,n,n,n,14,n,n,n,9,n,n,n,46.3,n,n,n,16,n,n,n,5,n,n,n,35,n,n,n,17,n,n,n,7,n,n,n
2024-03-04 18:30:00,24,n,n,n,28,n,n,n,8,n,n,n,23.9,n,n,n,14,n,n,n,11,n,n,n,28.2,n,n,n,16,n,n,n,9,n,n,n,19,n,n,n,16,n,n,n,7,n,n,n
2024-03-04 19:30:00,22.2,n,n,n,18,n,n,n,8,n,n,n,31.8,n,n,n,17,n,n,n,7,n,n,n,39,n,n,n,17,n,n,n,8,n,n,n,14,n,n,n,11,n,n,n,7,n,n,n
2024-03-04 20:30:00,6.5,n,n,n,17,n,n,n,7,n,n,n,n,n,n,n,9,n,n,n,8,n,n,n,n,n,n,n,9,n,n,n,6,n,n,n,27,n,n,n,16,n,n,n,5,n,n,n
2024-03-04 21:30:00,14.2,n,n,n,8,n,n,n,7,n,n,n,10.6,n,n,n,7,n,n,n,7,n,n,n,17.4,n,n,n,8,n,n,n,6,n,n,n,20,n,n,n,9,n,n,n,2,n,n,n
2024-03-04 22:30:00,6.7,n,n,n,11,n,n,n,6,n,n,n,n,n,n,n,5,n,n,n,7,n,n,n,6.1,n,n,n,17,n,n,n,6,n,n,n,21,n,n,n,12,n,n,n,5,n,n,n
2024-03-04 23:30:00,4.9,n,n,n,9,n,n,n,5,n,n,n,9.7,n,n,n,5,n,n,n,7,n,n,n,8.5,n,n,n,7,n,n,n,3,n,n,n,12,n,n,n,9,n,n,n,6,n,n,n
2024-03-05 00:30:00,8.5,n,n,n,7,n,n,n,2,n,n,n,10.9,n,n,n,5,n,n,n,5,n,n,n,11.3,n,n,n,5,n,n,n,n,n,n,n,10,n,n,n,7,n,n,n,5,n,n,n
2024-03-05 01:30:00,11,n,n,n,13,n,n,n,1,n,n,n,12,n,n,n,7,n,n,n,5,n,n,n,9.7,n,n,n,8,n,n,n,n,n,n,n,8,n,n,n,6,n,n,n,3,n,n,n
