2023-01-01 04:30:00,26.1,n,n,n,8.9,n,n,n,8.6,n,n,n,13.6,n,n,n,11,n,n,n,7,n,n,n,11.7,n,n,n,9.6,n,n,n,3.3,n,n,n,22.3,n,n,n,12,n,n,n,5,n,n,n
2023-01-01 05:30:00,28.7,n,n,n,3.9,n,n,n,4,n,n,n,13,n,n,n,7,n,n,n,6,n,n,n,12,n,n,n,9,n,n,n,3.3,n,n,n,23.1,n,n,n,8,n,n,n,6,n,n,n
2023-01-01 06:30:00,22.8,n,n,n,1,VU,n,n,1,VU,n,n,8.4,n,n,n,9,n,n,n,5,n,n,n,11.6,n,n,n,8.6,n,n,n,3.4,n,n,n,13.1,n,n,n,11,n,n,n,5,n,n,n
2023-01-01 07:30:00,15.4,n,n,n,n,n,n,n,n,n,n,n,5.5,n,n,n,6,n,n,n,5,n,n,n,5.9,n,n,n,0.5,n,n,n,n,n,n,n,5.2,n,n,n,7,n,n,n,7,n,n,n
2023-01-01 08:30:00,15.4,n,n,n,n,n,n,n,n,n,n,n,10.4,n,n,n,7,n,n,n,6,n,n,n,6.3,n,n,n,0.6,n,n,n,n,n,n,n,2.3,n,n,n,5,n,n,n,7,n,n,n
2023-01-01 09:30:00,21.7,n,n,n,1.9,n,n,n,2,n,n,n,6.9,n,n,n,5,n,n,n,3,n,n,n,10,n,n,n,2.8,n,n,n,n,n,n,n,4.5,n,n,n,7,n,n,n,5,n,n,n
2023-01-01 10:30:00,12.6,n,n,n,10.8,n,n,n,10.5,n,n,n,5.4,n,n,n,2,n,n,n,3,n,n,n,12,n,n,n,4.9,n,n,n,0.9,n,n,n,6.1,n,n,n,7,n,n,n,3,n,n,n
2023-01-01 11:30:00,5.6,n,n,n,4.9,n,n,n,4.8,n,n,n,12.4,n,n,n,1,n,n,n,2,n,n,n,6.6,n,n,n,8.3,n,n,n,1.9,n,n,n,13.1,n,n,n,5,n,n,n,5,n,n,n
2023-01-01 12:00:00,n,n,24.9,VM,n,n,7.2,VM,n,n,7.8,VM,n,n,14.6,VM,n,n,10.3,VM,n,n,7.6,VM,n,n,10.4,VM,n,n,8.3,VM,n,n,3.8,VM,n,n,20.1,VM,n,n,13.4,VM,n,n,6.9,VM
2023-01-01 12:30:00,16.2,n,n,n,2.4,n,n,n,2.6,n,n,n,6.9,n,n,n,5,n,n,n,3,n,n,n,3.5,n,n,n,6.8,n,n,n,2.2,n,n,n,13,n,n,n,1,n,n,n,2,n,n,n
2023-01-01 13:30:00,12.9,n,n,n,6.4,n,n,n,6.7,n,n,n,6.4,n,n,n,3,n,n,n,6,n,n,n,3.7,n,n,n,6.6,n,n,n,1.5,n,n,n,11.5,n,n,n,6,n,n,n,5,n,n,n
2023-01-01 14:30:00,30.5,n,n,n,3.4,n,n,n,2.8,n,n,n,17.5,n,n,n,5,n,n,n,6,n,n,n,9.3,n,n,n,13,n,n,n,4.9,n,n,n,21.7,n,n,n,5,n,n,n,2,n,n,n
2023-01-01 15:30:00,24.7,n,n,n,6.1,n,n,n,5.8,n,n,n,5.9,n,n,n,5,n,n,n,5,n,n,n,7.4,n,n,n,8.4,n,n,n,3.7,n,n,n,14.9,n,n,n,5,n,n,n,1,n,n,n
2023-01-01 16:30:00,10.1,n,n,n,4.9,n,n,n,5,n,n,n,8.2,n,n,n,5,n,n,n,3,n,n,n,6.8,n,n,n,4.4,n,n,n,0.8,n,n,n,5.4,n,n,n,38,n,n,n,5,n,n,n
2023-01-01 17:30:00,14.5,n,n,n,n,n,n,n,n,n,n,n,9.5,n,n,n,7,n,n,n,5,n,n,n,10.3,n,n,n,7.9,n,n,n,2.8,n,n,n,11.5,n,n,n,9,n,n,n,3,n,n,n
2023-01-01 18:30:00,17.8,n,n,n,1,n,n,n,1,n,n,n,12.1,n,n,n,6,n,n,n,2,n,n,n,12.5,n,n,n,9.5,n,n,n,3.5,n,n,n,14.1,n,n,n,n,n,n,n,3,n,n,n
2023-01-01 19:30:00,21.5,n,n,n,5.8,n,n,n,6.1,n,n,n,18.4,n,n,n,8,n,n,n,3,n,n,n,14.9,n,n,n,14.2,n,n,n,5.1,n,n,n,26.5,n,n,n,1,n,n,n,5,n,n,n
2023-01-01 20:30:00,22.3,n,n,n,n,n,n,n,n,n,n,n,14.9,n,n,n,8,n,n,n,5,n,n,n,13.2,n,n,n,11.6,n,n,n,4.7,n,n,n,30.4,n,n,n,n,n,n,n,5,n,n,n
2023-01-01 21:30:00,34.7,n,n,n,5.4,n,n,n,4.8,n,n,n,13.5,n,n,n,9,n,n,n,5,n,n,n,9,n,n,n,7.9,n,n,n,2.9,n,n,n,15.5,n,n,n,n,n,n,n,6,n,n,n
2023-01-01 22:30:00,17.3,n,n,n,n,n,n,n,n,n,n,n,4.6,n,n,n,5,n,n,n,6,n,n,n,5.6,n,n,n,2.2,n,n,n,0.5,n,n,n,1.5,n,n,n,n,n,n,n,5,n,n,n
2023-01-01 23:30:00,11.4,n,n,n,1.1,n,n,n,n,n,n,n,9.9,n,n,n,3,n,n,n,3,n,n,n,5.7,n,n,n,3.9,n,n,n,0.2,n,n,n,10.9,n,n,n,23,n,n,n,3,n,n,n
2023-01-02 00:30:00,12.8,n,n,n,n,n,n,n,n,n,n,n,7.6,n,n,n,6,n,n,n,7,n,n,n,7.1,n,n,n,4.9,n,n,n,0,n,n,n,12,n,n,n,n,n,n,n,3,n,n,n
2023-01-02 01:30:00,10.8,n,n,n,4.5,n,n,n,3.9,n,n,n,8.2,n,n,n,8,n,n,n,6,n,n,n,9.2,n,n,n,4.1,n,n,n,n,n,n,n,14.6,n,n,n,n,n,n,n,2,n,n,n
2023-01-02 02:30:00,11.7,n,n,n,8,n,n,n,7.2,n,n,n,10.1,n,n,n,7,n,n,n,2,n,n,n,6.9,n,n,n,3.8,n,n,n,n,n,n,n,15,n,n,n,n,n,n,n,3,n,n,n
2023-01-02 03:30:00,12.1,n,n,n,2.1,n,n,n,1.8,n,n,n,6.3,n,n,n,5,n,n,n,1,n,n,n,4.5,n,n,n,3.4,n,n,n,n,n,n,n,11.6,n,n,n,n,n,n,n,1,n,n,n
2023-01-02 04:30:00,9,n,n,n,5.8,n,n,n,5.3,n,n,n,7.7,n,n,n,6,n,n,n,2,n,n,n,5.8,n,n,n,2.6,n,n,n,n,n,n,n,9.6,n,n,n,n,n,n,n,3,n,n,n
2023-01-02 05:30:00,16.3,n,n,n,7.3,n,n,n,6.5,n,n,n,15.7,n,n,n,9,n,n,n,9,n,n,n,9.5,n,n,n,7.6,n,n,n,2.7,n,n,n,17,n,n,n,n,n,n,n,5,n,n,n
2023-01-02 06:30:00,21.1,n,n,n,6.2,n,n,n,5.9,n,n,n,8.6,n,n,n,6,n,n,n,11,n,n,n,14.6,n,n,n,9.8,n,n,n,4.5,n,n,n,8.9,n,n,n,n,n,n,n,6,n,n,n
2023-01-02 07:30:00,22.2,n,n,n,5.4,n,n,n,5.1,n,n,n,11.2,n,n,n,6,n,n,n,7,n,n,n,10.5,n,n,n,4.6,n,n,n,1.2,n,n,n,11.7,n,n,n,n,n,n,n,3,n,n,n
2023-01-02 08:30:00,20.3,n,n,n,3.2,n,n,n,3,n,n,n,13.5,n,n,n,9,n,n,n,2,n,n,n,6.1,n,n,n,5.4,n,n,n,0.2,n,n,n,9.2,n,n,n,n,n,n,n,2,n,n,n
2023-01-02 09:30:00,25.9,n,n,n,7.1,n,n,n,7.2,n,n,n,13.9,n,n,n,7,n,n,n,1,n,n,n,6,n,n,n,5.4,n,n,n,0.1,n,n,n,20.3,n,n,n,n,n,n,n,3,n,n,n
2023-01-02 10:30:00,19.6,n,n,n,7.4,n,n,n,7.8,n,n,n,7.3,n,n,n,7,n,n,n,3,n,n,n,5.8,n,n,n,4.9,n,n,n,0.2,n,n,n,n,n,n,n,n,n,n,n,3,n,n,n
2023-01-02 11:30:00,9,n,n,n,n,n,n,n,n,n,n,n,5.1,n,n,n,6,n,n,n,3,n,n,n,5,n,n,n,3.3,n,n,n,n,n,n,n,2.2,n,n,n,7,n,n,n,7,n,n,n
2023-01-02 12:00:00,n,n,20.4,VM,n,n,5.1,VM,n,n,4.8,VM,n,n,13.7,VM,n,n,10,VM,n,n,5.7,VM,n,n,11.1,VM,n,n,7.6,VM,n,n,n,n,n,n,17.1,VM,n,n,n,n,n,n,4.1,VM
2023-01-02 12:30:00,17.3,n,n,n,n,n,n,n,n,n,n,n,8.4,n,n,n,7,n,n,n,6,n,n,n,n,n,n,n,2.4,n,n,n,n,n,n,n,12.5,n,n,n,8,n,n,n,5,n,n,n
2023-01-02 13:30:00,13.7,n,n,n,n,n,n,n,n,n,n,n,11.8,n,n,n,9,n,n,n,6,n,n,n,11.8,n,n,n,4.2,n,n,n,n,n,n,n,14.1,n,n,n,6,n,n,n,2,n,n,n
2023-01-02 14:30:00,21.6,n,n,n,1.1,n,n,n,1.7,n,n,n,31.4,n,n,n,14,n,n,n,6,n,n,n,11.8,n,n,n,13.2,n,n,n,3.2,n,n,n,21.4,n,n,n,3,n,n,n,2,n,n,n
2023-01-02 15:30:00,34.2,n,n,n,3.9,n,n,n,3.1,n,n,n,19.7,n,n,n,14,n,n,n,8,n,n,n,9.6,n,n,n,15.9,n,n,n,5.9,n,n,n,45,n,n,n,13,n,n,n,5,n,n,n
2023-01-02 16:30:00,32.6,n,n,n,4.9,n,n,n,4.1,n,n,n,11.4,n,n,n,13,n,n,n,5,n,n,n,17.4,n,n,n,9.2,n,n,n,4.4,n,n,n,23.9,n,n,n,11,n,n,n,2,n,n,n
2023-01-02 17:30:00,30.1,n,n,n,4.2,n,n,n,4.4,n,n,n,30.9,n,n,n,22,n,n,n,5,n,n,n,19.5,n,n,n,13.8,n,n,n,5.2,n,n,n,36.8,n,n,n,17,n,n,n,6,n,n,n
2023-01-02 18:30:00,30.1,n,n,n,n,n,n,n,n,n,n,n,21.4,n,n,n,16,n,n,n,7,n,n,n,13.2,n,n,n,11.2,n,n,n,5.9,n,n,n,18.3,n,n,n,12,n,n,n,6,n,n,n
2023-01-02 19:30:00,21.9,n,n,n,3.4,n,n,n,3.2,n,n,n,20.8,n,n,n,14,n,n,n,11,n,n,n,17,n,n,n,11.7,n,n,n,6.5,n,n,n,21.6,n,n,n,14,n,n,n,8,n,n,n
2023-01-02 20:30:00,28.5,n,n,n,7.2,n,n,n,6.7,n,n,n,18.6,n,n,n,12,n,n,n,8,n,n,n,16.6,n,n,n,11.8,n,n,n,5.3,n,n,n,21.2,n,n,n,13,n,n,n,7,n,n,n
2023-01-02 21:30:00,31.8,n,n,n,7,n,n,n,6.5,n,n,n,19.5,n,n,n,16,n,n,n,8,n,n,n,15.6,n,n,n,12.1,n,n,n,6,n,n,n,23.3,n,n,n,14,n,n,n,6,n,n,n
2023-01-02 22:30:00,22.9,n,n,n,n,n,n,n,n,n,n,n,10.5,n,n,n,13,n,n,n,5,n,n,n,16.4,n,n,n,10,n,n,n,4.3,n,n,n,13.1,n,n,n,13,n,n,n,6,n,n,n
2023-01-02 23:30:00,14.3,n,n,n,3.1,n,n,n,3.3,n,n,n,9.8,n,n,n,8,n,n,n,7,n,n,n,16.1,n,n,n,7.9,n,n,n,2.3,n,n,n,8.9,n,n,n,9,n,n,n,3,n,n,n
2023-01-03 00:30:00,12.2,n,n,n,4.1,n,n,n,4.3,n,n,n,12,n,n,n,8,n,n,n,6,n,n,n,11.7,n,n,n,6.4,n,n,n,0.5,n,n,n,16.4,n,n,n,12,n,n,n,1,n,n,n
2023-01-03 01:30:00,14.7,n,n,n,4,n,n,n,4.1,n,n,n,10.6,n,n,n,11,n,n,n,6,n,n,n,7.8,n,n,n,6,n,n,n,1.1,n,n,n,14.7,n,n,n,9,n,n,n,1,n,n,n
2023-01-03 02:30:00,12.8,n,n,n,3.5,n,n,n,3.8,n,n,n,8.8,n,n,n,6,n,n,n,3,n,n,n,9.6,n,n,n,6.5,n,n,n,0.8,n,n,n,13.2,n,n,n,9,n,n,n,3,n,n,n
2023-01-03 03:30:00,14.4,n,n,n,n,n,n,n,n,n,n,n,9.6,n,n,n,5,n,n,n,2,n,n,n,8.1,n,n,n,4.8,n,n,n,0.1,n,n,n,14.8,n,n,n,n,n,n,n,5,n,n,n
2023-01-03 04:30:00,10.6,n,n,n,1.5,n,n,n,1.9,n,n,n,9.2,n,n,n,3,n,n,n,6,n,n,n,8,n,n,n,5.5,n,n,n,0.8,n,n,n,13,n,n,n,5,n,n,n,3,n,n,n
2023-01-03 05:30:00,17.3,n,n,n,1.4,n,n,n,1.6,n,n,n,14.3,n,n,n,n,n,n,n,3,n,n,n,11.7,n,n,n,7.7,n,n,n,2.1,n,n,n,17.7,n,n,n,16,n,n,n,3,n,n,n
2023-01-03 06:30:00,29.7,n,n,n,4.3,n,n,n,4.4,n,n,n,19.6,n,n,n,n,n,n,n,5,n,n,n,12.8,n,n,n,9.8,n,n,n,3.6,n,n,n,20.3,n,n,n,23,n,n,n,3,n,n,n
2023-01-03 07:30:00,38,n,n,n,6.6,n,n,n,6.5,n,n,n,18.1,n,n,n,n,n,n,n,6,n,n,n,10.3,n,n,n,8.2,n,n,n,2.4,n,n,n,16.7,n,n,n,7,n,n,n,2,n,n,n
2023-01-03 08:30:00,32.4,n,n,n,5.5,n,n,n,5.9,n,n,n,17.3,n,n,n,n,n,n,n,3,n,n,n,11.4,n,n,n,8.7,n,n,n,2.5,n,n,n,16.4,n,n,n,n,n,n,n,5,n,n,n
2023-01-03 09:30:00,23.7,n,n,n,5.6,n,n,n,6.1,n,n,n,14.4,n,n,n,n,n,n,n,8,n,n,n,6.6,n,n,n,4.1,n,n,n,0.3,n,n,n,12.1,n,n,n,n,n,n,n,7,n,n,n
2023-01-03 10:30:00,25.4,n,n,n,4.7,n,n,n,4.5,n,n,n,15.4,n,n,n,n,n,n,n,5,n,n,n,8.6,n,n,n,8.6,n,n,n,1.8,n,n,n,20.5,n,n,n,n,n,n,n,5,n,n,n
2023-01-03 11:30:00,23.5,n,n,n,7.7,n,n,n,8,n,n,n,11.7,n,n,n,n,n,n,n,5,n,n,n,7.7,n,n,n,7.6,n,n,n,1,n,n,n,19.7,n,n,n,n,n,n,n,2,n,n,n
2023-01-03 12:00:00,n,n,24.7,VM,n,n,4.4,VM,n,n,4.6,VM,n,n,13.2,VM,n,n,n,n,n,n,5,VM,n,n,9.7,VM,n,n,6.9,VM,n,n,1.7,VM,n,n,13.9,VM,n,n,n,n,n,n,3.6,VM
2023-01-03 12:30:00,24.8,n,n,n,8.5,n,n,n,8.6,n,n,n,12.6,n,n,n,n,n,n,n,6,n,n,n,6,n,n,n,8.5,n,n,n,2.1,n,n,n,13.1,n,n,n,n,n,n,n,6,n,n,n
2023-01-03 13:30:00,34.3,n,n,n,6.3,n,n,n,6.9,n,n,n,16.3,n,n,n,n,n,n,n,6,n,n,n,14.5,n,n,n,10.3,n,n,n,2.7,n,n,n,9.5,n,n,n,n,n,n,n,7,n,n,n
2023-01-03 14:30:00,39.5,n,n,n,7.2,n,n,n,8.2,n,n,n,18.9,n,n,n,n,n,n,n,3,n,n,n,9.7,n,n,n,7.2,n,n,n,2.3,n,n,n,11.8,n,n,n,n,n,n,n,5,n,n,n
2023-01-03 15:30:00,25,n,n,n,5.4,n,n,n,5.2,n,n,n,5.8,n,n,n,n,n,n,n,2,n,n,n,4,n,n,n,3.8,n,n,n,0.4,n,n,n,13.8,n,n,n,n,n,n,n,3,n,n,n
2023-01-03 16:30:00,24.5,n,n,n,4.1,n,n,n,2.9,n,n,n,15.2,n,n,n,n,n,n,n,3,n,n,n,16.1,n,n,n,8.5,n,n,n,2.3,n,n,n,13,n,n,n,n,n,n,n,3,n,n,n
2023-01-03 17:30:00,32.1,n,n,n,1.6,n,n,n,1.3,n,n,n,17.4,n,n,n,n,n,n,n,3,n,n,n,13.9,n,n,n,6.6,n,n,n,1.2,n,n,n,11.7,n,n,n,n,n,n,n,3,n,n,n
2023-01-03 18:30:00,40.3,n,n,n,1.9,n,n,n,2.8,n,n,n,15.4,n,n,n,n,n,n,n,7,n,n,n,10.2,n,n,n,8.5,n,n,n,2.6,n,n,n,12.4,n,n,n,n,n,n,n,3,n,n,n
2023-01-03 19:30:00,32.8,n,n,n,6.6,n,n,n,7.3,n,n,n,11.3,n,n,n,n,n,n,n,6,n,n,n,11.9,n,n,n,9.8,n,n,n,4.9,n,n,n,11.3,n,n,n,n,n,n,n,3,n,n,n
2023-01-03 20:30:00,21.3,n,n,n,4,n,n,n,4.2,n,n,n,10.1,n,n,n,n,n,n,n,6,n,n,n,6.4,n,n,n,4.7,n,n,n,1.2,n,n,n,5.3,n,n,n,n,n,n,n,6,n,n,n
2023-01-03 21:30:00,15.3,n,n,n,1.7,n,n,n,1.8,n,n,n,13,n,n,n,n,n,n,n,6,n,n,n,13,n,n,n,6,n,n,n,2.2,n,n,n,13.3,n,n,n,n,n,n,n,5,n,n,n
2023-01-03 22:30:00,23.6,n,n,n,2,n,n,n,2.2,n,n,n,10.7,n,n,n,n,n,n,n,5,n,n,n,7.1,n,n,n,5.2,n,n,n,0.4,n,n,n,12,n,n,n,n,n,n,n,2,n,n,n
2023-01-03 23:30:00,25.2,n,n,n,3,n,n,n,3.3,n,n,n,9.9,n,n,n,n,n,n,n,8,n,n,n,4.7,n,n,n,3.6,n,n,n,n,n,n,n,9.9,n,n,n,n,n,n,n,1,n,n,n
2023-01-04 00:30:00,18,n,n,n,5.1,n,n,n,5.4,n,n,n,8.2,n,n,n,n,n,n,n,5,n,n,n,5.4,n,n,n,3.3,n,n,n,n,n,n,n,9.6,n,n,n,n,n,n,n,n,n,n,n
2023-01-04 01:30:00,17.1,n,n,n,3.5,n,n,n,3.6,n,n,n,7.7,n,n,n,n,n,n,n,1,n,n,n,4,n,n,n,3.2,n,n,n,n,n,n,n,9.6,n,n,n,n,n,n,n,n,n,n,n
2023-01-04 02:30:00,12.9,n,n,n,n,n,n,n,n,n,n,n,8.8,n,n,n,n,n,n,n,n,n,n,n,8.1,n,n,n,4.7,n,n,n,0.3,n,n,n,13.6,n,n,n,n,n,n,n,6,n,n,n
2023-01-04 03:30:00,13.7,n,n,n,n,n,n,n,n,n,n,n,8.7,n,n,n,n,n,n,n,2,n,n,n,8.2,n,n,n,6.1,n,n,n,0.7,n,n,n,12.6,n,n,n,n,n,n,n,3,n,n,n
2023-01-04 04:30:00,15.5,n,n,n,3.7,n,n,n,3.6,n,n,n,11.3,n,n,n,n,n,n,n,5,n,n,n,8,n,n,n,5.5,n,n,n,0.7,n,n,n,17.7,n,n,n,n,n,n,n,2,n,n,n
2023-01-04 05:30:00,28.6,n,n,n,n,n,n,n,n,n,n,n,12.2,n,n,n,n,n,n,n,3,n,n,n,9.5,n,n,n,6.3,n,n,n,1.1,n,n,n,15.4,n,n,n,n,n,n,n,2,n,n,n
2023-01-04 06:30:00,30.3,n,n,n,6.8,n,n,n,6.5,n,n,n,13.5,n,n,n,n,n,n,n,1,n,n,n,10.9,n,n,n,11,n,n,n,4.6,n,n,n,16.3,n,n,n,n,n,n,n,3,n,n,n
2023-01-04 07:30:00,23.1,n,n,n,5.7,n,n,n,5.9,n,n,n,21.1,n,n,n,n,n,n,n,6,n,n,n,13.1,n,n,n,8,n,n,n,2.6,n,n,n,14.7,n,n,n,n,n,n,n,5,n,n,n
2023-01-04 08:30:00,28.6,n,n,n,4.7,n,n,n,5.2,n,n,n,12.7,n,n,n,n,n,n,n,7,n,n,n,10.3,n,n,n,6.6,n,n,n,1.4,n,n,n,12,n,n,n,2,n,n,n,7,n,n,n
2023-01-04 09:30:00,35,n,n,n,6.3,n,n,n,7.3,n,n,n,16,n,n,n,n,n,n,n,5,n,n,n,11.7,n,n,n,9.4,n,n,n,2.1,n,n,n,21.5,n,n,n,n,n,n,n,6,n,n,n
2023-01-04 10:30:00,36.3,n,n,n,5.7,n,n,n,6.1,n,n,n,16.6,n,n,n,n,n,n,n,1,n,n,n,9.6,n,n,n,11.9,n,n,n,3.2,n,n,n,39.2,n,n,n,n,n,n,n,5,n,n,n
2023-01-04 11:30:00,32.3,n,n,n,5.9,n,n,n,6.1,n,n,n,13.1,n,n,n,n,n,n,n,2,n,n,n,15.2,n,n,n,13,n,n,n,3.4,n,n,n,12.2,n,n,n,6,n,n,n,5,n,n,n
2023-01-04 12:00:00,n,n,28,VM,n,n,6,VM,n,n,6.3,VM,n,n,15.1,VM,n,n,n,n,n,n,4.5,VM,n,n,12.7,VM,n,n,8.5,VM,n,n,2.6,VM,n,n,18.8,VM,n,n,n,n,n,n,5.1,VM
2023-01-04 12:30:00,30.4,n,n,n,3,n,n,n,3.2,n,n,n,23.2,n,n,n,14,n,n,n,5,n,n,n,16.5,n,n,n,15,n,n,n,3,n,n,n,13.6,n,n,n,13,n,n,n,5,n,n,n
2023-01-04 13:30:00,23.1,n,n,n,1.3,n,n,n,3.1,n,n,n,13.7,n,n,n,9,n,n,n,5,n,n,n,5.1,n,n,n,6.4,n,n,n,1.1,n,n,n,16.5,n,n,n,12,n,n,n,6,n,n,n
2023-01-04 14:30:00,27.9,n,n,n,11.7,n,n,n,10.9,n,n,n,21.4,n,n,n,17,n,n,n,6,n,n,n,11,n,n,n,7.9,n,n,n,2,n,n,n,17.4,n,n,n,7,n,n,n,2,n,n,n
2023-01-04 15:30:00,37.2,n,n,n,11.5,n,n,n,11.5,n,n,n,17.5,n,n,n,14,n,n,n,5,n,n,n,14.3,n,n,n,7.3,n,n,n,1.2,n,n,n,16.5,n,n,n,7,n,n,n,n,n,n,n
2023-01-04 16:30:00,39,n,n,n,6.6,n,n,n,6.4,n,n,n,23.8,n,n,n,20,n,n,n,12,n,n,n,22.6,n,n,n,11.2,n,n,n,4.4,n,n,n,34.2,n,n,n,17,n,n,n,6,n,n,n
2023-01-04 17:30:00,45.1,n,n,n,7.8,n,n,n,7.6,n,n,n,20.5,n,n,n,16,n,n,n,8,n,n,n,34.5,n,n,n,15.7,n,n,n,5.9,n,n,n,35.5,n,n,n,17,n,n,n,7,n,n,n
2023-01-04 18:30:00,44.9,n,n,n,7.4,n,n,n,8.5,n,n,n,19.6,n,n,n,8,n,n,n,3,n,n,n,15.1,n,n,n,9.8,n,n,n,3.8,n,n,n,43.7,n,n,n,9,n,n,n,8,n,n,n
2023-01-04 19:30:00,35.2,n,n,n,6.7,n,n,n,7.6,n,n,n,20.3,n,n,n,20,n,n,n,3,n,n,n,16.7,n,n,n,11.2,n,n,n,5.2,n,n,n,22.8,n,n,n,17,n,n,n,8,n,n,n
2023-01-04 20:30:00,15.5,n,n,n,8,n,n,n,8.1,n,n,n,8.8,n,n,n,12,n,n,n,3,n,n,n,15.5,n,n,n,11.4,n,n,n,5.6,n,n,n,n,n,n,n,9,n,n,n,7,n,n,n
2023-01-04 21:30:00,14.7,n,n,n,n,n,n,n,n,n,n,n,14.2,n,n,n,11,n,n,n,6,n,n,n,12.3,n,n,n,4.3,n,n,n,1.8,n,n,n,9,n,n,n,9,n,n,n,3,n,n,n
2023-01-04 22:30:00,33.3,n,n,n,n,n,n,n,n,n,n,n,18.9,n,n,n,16,n,n,n,5,n,n,n,15.4,n,n,n,7.3,n,n,n,1,n,n,n,19.3,n,n,n,8,n,n,n,5,n,n,n
2023-01-04 23:30:00,33.2,n,n,n,3.5,n,n,n,2.4,n,n,n,11.6,n,n,n,11,n,n,n,5,n,n,n,10.5,n,n,n,6.3,n,n,n,1.5,n,n,n,10,n,n,n,7,n,n,n,6,n,n,n
