Data de Medição,VALE - ITABIRA,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2025-03-02 15:30:00,19,n,n,n,14,n,n,n,12,n,n,n,34,n,n,n,8,n,n,n,7,n,n,n,16,n,n,n,13,n,n,n,9,n,n,n,18,n,n,n,4985,IE,n,n,9,n,n,n
2025-03-02 16:30:00,15,n,n,n,14,n,n,n,8,n,n,n,29,n,n,n,9,n,n,n,6,n,n,n,14,n,n,n,11,n,n,n,11,n,n,n,16,n,n,n,4985,IE,n,n,7,n,n,n
2025-03-02 17:30:00,16,n,n,n,7,n,n,n,7,n,n,n,31,n,n,n,6,n,n,n,6,n,n,n,14,n,n,n,13,n,n,n,7,n,n,n,13,n,n,n,4985,IE,n,n,7,n,n,n
2025-03-02 18:30:00,13,n,n,n,7,n,n,n,9,n,n,n,40,n,n,n,8,n,n,n,9,n,n,n,34,n,n,n,24,n,n,n,7,n,n,n,19,n,n,n,4985,IE,n,n,7,n,n,n
2025-03-02 19:30:00,31,n,n,n,15,n,n,n,13,n,n,n,49,n,n,n,8,n,n,n,11,n,n,n,66,n,n,n,39,n,n,n,16,n,n,n,16,n,n,n,4985,IE,n,n,8,n,n,n
2025-03-02 20:30:00,49,n,n,n,25,n,n,n,13,n,n,n,64,n,n,n,20,n,n,n,9,n,n,n,71,n,n,n,45,n,n,n,12,n,n,n,29,n,n,n,4985,IE,n,n,19,n,n,n
2025-03-02 21:30:00,99,n,n,n,48,n,n,n,9,n,n,n,41,n,n,n,18,n,n,n,8,n,n,n,49,n,n,n,35,n,n,n,13,n,n,n,19,n,n,n,4985,IE,n,n,8,n,n,n
2025-03-02 22:30:00,29,n,n,n,19,n,n,n,12,n,n,n,45,n,n,n,17,n,n,n,11,n,n,n,34,n,n,n,22,n,n,n,13,n,n,n,24,n,n,n,4985,IE,n,n,9,n,n,n
2025-03-02 23:30:00,19,n,n,n,8,n,n,n,9,n,n,n,30,n,n,n,7,n,n,n,9,n,n,n,34,n,n,n,18,n,n,n,15,n,n,n,19,n,n,n,4985,IE,n,n,7,n,n,n
2025-03-03 00:30:00,41,n,n,n,28,n,n,n,18,n,n,n,37,n,n,n,12,n,n,n,6,n,n,n,17,n,n,n,13,n,n,n,12,n,n,n,17,n,n,n,4985,IE,n,n,5,n,n,n
2025-03-03 01:30:00,48,n,n,n,14,n,n,n,0,IU,n,n,39,n,n,n,11,n,n,n,12,n,n,n,20,n,n,n,9,n,n,n,13,n,n,n,19,n,n,n,4985,IE,n,n,6,n,n,n
2025-03-03 02:30:00,29,n,n,n,21,n,n,n,7,n,n,n,23,n,n,n,7,n,n,n,6,n,n,n,17,n,n,n,11,n,n,n,9,n,n,n,16,n,n,n,4985,IE,n,n,9,n,n,n
2025-03-03 03:30:00,14,n,n,n,15,n,n,n,5,n,n,n,19,n,n,n,6,n,n,n,7,n,n,n,15,n,n,n,14,n,n,n,8,n,n,n,11,n,n,n,4985,IE,n,n,5,n,n,n
2025-03-03 04:30:00,32,n,n,n,17,n,n,n,2,n,n,n,25,n,n,n,8,n,n,n,7,n,n,n,12,n,n,n,8,n,n,n,12,n,n,n,24,n,n,n,4985,IE,n,n,11,n,n,n
2025-03-03 05:30:00,23,n,n,n,12,n,n,n,2,n,n,n,26,n,n,n,7,n,n,n,7,n,n,n,21,n,n,n,17,n,n,n,7,n,n,n,24,n,n,n,4985,IE,n,n,8,n,n,n
2025-03-03 06:30:00,24,n,n,n,16,n,n,n,2,n,n,n,41,n,n,n,17,n,n,n,8,n,n,n,57,n,n,n,35,n,n,n,12,n,n,n,22,n,n,n,4985,IE,n,n,6,n,n,n
2025-03-03 07:30:00,19,n,n,n,22,n,n,n,5,n,n,n,39,n,n,n,16,n,n,n,8,n,n,n,23,n,n,n,13,n,n,n,12,n,n,n,16,n,n,n,4985,IE,n,n,3,n,n,n
2025-03-03 08:30:00,22,n,n,n,17,n,n,n,6,n,n,n,27,n,n,n,9,n,n,n,6,n,n,n,14,n,n,n,13,n,n,n,6,n,n,n,12,n,n,n,4985,IE,n,n,7,n,n,n
2025-03-03 09:30:00,19,n,n,n,12,n,n,n,11,n,n,n,31,n,n,n,16,n,n,n,11,n,n,n,16,n,n,n,13,n,n,n,3,n,n,n,19,n,n,n,4985,IE,n,n,6,n,n,n
2025-03-03 10:30:00,15,n,n,n,9,n,n,n,7,n,n,n,51,n,n,n,19,n,n,n,9,n,n,n,22,n,n,n,17,n,n,n,6,n,n,n,16,n,n,n,4985,IE,n,n,9,n,n,n
2025-03-03 11:30:00,10,n,n,n,12,n,n,n,7,n,n,n,66,n,n,n,19,n,n,n,7,n,n,n,16,n,n,n,17,n,n,n,7,n,n,n,11,n,n,n,4985,IE,n,n,7,n,n,n
2025-03-03 12:00:00,n,n,23.2,VM,n,n,14.8,VM,n,n,7,VM,n,n,35.2,VM,n,n,11.5,VM,n,n,7.7,VM,n,n,20.6,VM,n,n,14.5,VM,n,n,9.2,VM,n,n,16.8,VM,n,n,n,n,n,n,7.7,VM
2025-03-03 12:30:00,15,n,n,n,13,n,n,n,9,n,n,n,36,n,n,n,6,n,n,n,6,n,n,n,23,n,n,n,19,n,n,n,6,n,n,n,14,n,n,n,4985,IE,n,n,9,n,n,n
2025-03-03 13:30:00,12,n,n,n,11,n,n,n,9,n,n,n,41,n,n,n,14,n,n,n,8,n,n,n,24,n,n,n,24,n,n,n,7,n,n,n,20,n,n,n,4985,IE,n,n,12,n,n,n
2025-03-03 14:30:00,72,n,n,n,34,n,n,n,9,n,n,n,50,n,n,n,18,n,n,n,11,n,n,n,20,n,n,n,18,n,n,n,11,n,n,n,20,n,n,n,4985,IE,n,n,11,n,n,n
2025-03-03 15:30:00,45,n,n,n,23,n,n,n,8,n,n,n,53,n,n,n,17,n,n,n,9,n,n,n,28,n,n,n,18,n,n,n,16,n,n,n,17,n,n,n,4985,IE,n,n,9,n,n,n
2025-03-03 16:30:00,24,n,n,n,19,n,n,n,7,n,n,n,45,n,n,n,17,n,n,n,11,n,n,n,24,n,n,n,16,n,n,n,8,n,n,n,22,n,n,n,4985,IE,n,n,8,n,n,n
2025-03-03 17:30:00,22,n,n,n,13,n,n,n,9,n,n,n,42,n,n,n,19,n,n,n,9,n,n,n,29,n,n,n,17,n,n,n,12,n,n,n,23,n,n,n,4985,IE,n,n,11,n,n,n
2025-03-03 18:30:00,19,n,n,n,15,n,n,n,7,n,n,n,44,n,n,n,13,n,n,n,8,n,n,n,50,n,n,n,16,n,n,n,12,n,n,n,22,n,n,n,4985,IE,n,n,9,n,n,n
2025-03-03 19:30:00,14,n,n,n,11,n,n,n,9,n,n,n,36,n,n,n,9,n,n,n,7,n,n,n,10,n,n,n,9,n,n,n,10,n,n,n,16,n,n,n,4985,IE,n,n,8,n,n,n
2025-03-03 20:30:00,13,n,n,n,6,n,n,n,5,n,n,n,17,n,n,n,6,n,n,n,8,n,n,n,9,n,n,n,7,n,n,n,10,n,n,n,9,n,n,n,4985,IE,n,n,6,n,n,n
2025-03-03 21:30:00,8,n,n,n,4,n,n,n,8,n,n,n,22,n,n,n,3,n,n,n,5,n,n,n,9,n,n,n,9,n,n,n,8,n,n,n,11,n,n,n,4985,IE,n,n,6,n,n,n
2025-03-03 22:30:00,10,n,n,n,6,n,n,n,6,n,n,n,16,n,n,n,5,n,n,n,5,n,n,n,8,n,n,n,8,n,n,n,8,n,n,n,16,n,n,n,4985,IE,n,n,6,n,n,n
2025-03-03 23:30:00,6,n,n,n,4,n,n,n,3,n,n,n,20,n,n,n,1,n,n,n,3,n,n,n,10,n,n,n,8,n,n,n,5,n,n,n,7,n,n,n,4985,IE,n,n,7,n,n,n
2025-03-04 00:30:00,15,n,n,n,2,n,n,n,9,n,n,n,19,n,n,n,-2,IR,n,n,6,n,n,n,7,n,n,n,7,n,n,n,9,n,n,n,8,n,n,n,4985,IE,n,n,7,n,n,n
2025-03-04 01:30:00,9,n,n,n,9,n,n,n,9,n,n,n,13,n,n,n,2,n,n,n,7,n,n,n,5,n,n,n,6,n,n,n,9,n,n,n,8,n,n,n,4985,IE,n,n,6,n,n,n
2025-03-04 02:30:00,6,n,n,n,8,n,n,n,5,n,n,n,24,n,n,n,6,n,n,n,5,n,n,n,11,n,n,n,8,n,n,n,7,n,n,n,7,n,n,n,4985,IE,n,n,3,n,n,n
2025-03-04 03:30:00,5,n,n,n,8,n,n,n,2,n,n,n,16,n,n,n,5,n,n,n,1,n,n,n,10,n,n,n,6,n,n,n,6,n,n,n,8,n,n,n,4985,IE,n,n,8,n,n,n
2025-03-04 04:30:00,11,n,n,n,8,n,n,n,2,n,n,n,24,n,n,n,6,n,n,n,2,n,n,n,19,n,n,n,14,n,n,n,6,n,n,n,16,n,n,n,4985,IE,n,n,7,n,n,n
