2024-11-01 06:30:00,22,n,n,n,14,n,n,n,7,n,n,n,33.2,n,n,n,25,n,n,n,7,n,n,n,38,n,n,n,31,n,n,n,6,n,n,n,23,n,n,n,16,n,n,n,9,n,n,n
2024-11-01 07:30:00,21,n,n,n,9,n,n,n,3,n,n,n,21,n,n,n,7,n,n,n,5,n,n,n,21,n,n,n,23,n,n,n,9,n,n,n,16,n,n,n,12,n,n,n,9,n,n,n
2024-11-01 08:30:00,20,n,n,n,8,n,n,n,7,n,n,n,16.3,n,n,n,9,n,n,n,7,n,n,n,19,n,n,n,22,n,n,n,8,n,n,n,21,n,n,n,12,n,n,n,7,n,n,n
2024-11-01 09:30:00,n,n,n,n,7,n,n,n,5,n,n,n,n,n,n,n,6,n,n,n,9,n,n,n,20,n,n,n,13,n,n,n,7,n,n,n,17,n,n,n,11,n,n,n,5,n,n,n
2024-11-01 10:30:00,38,n,n,n,17,n,n,n,2,n,n,n,6.8,n,n,n,9,n,n,n,6,n,n,n,30,n,n,n,22,n,n,n,5,n,n,n,22,n,n,n,13,n,n,n,5,n,n,n
2024-11-01 11:30:00,19,n,n,n,6,n,n,n,5,n,n,n,14,n,n,n,6,n,n,n,n,n,n,n,20,n,n,n,16,n,n,n,3,n,n,n,n,n,n,n,13,n,n,n,n,n,n,n
2024-11-01 12:00:00,n,n,36.7,VM,n,n,17,VM,n,n,7.5,VM,n,n,26.9,VM,n,n,14.2,VM,n,n,7.9,VM,n,n,43.6,VM,n,n,28.6,VM,n,n,11,VM,n,n,26.7,VM,n,n,16.4,VM,n,n,8.4,VM
2024-11-01 12:30:00,27,n,n,n,15,n,n,n,11,n,n,n,10.6,n,n,n,1,n,n,n,7,n,n,n,24,n,n,n,13,n,n,n,7,n,n,n,22,n,n,n,11,n,n,n,6,n,n,n
2024-11-01 13:30:00,19,n,n,n,11,n,n,n,6,n,n,n,n,n,n,n,2,n,n,n,6,n,n,n,28,n,n,n,n,n,n,n,n,n,n,n,23,n,n,n,11,n,n,n,12,n,n,n
2024-11-01 14:30:00,20,n,n,n,9,n,n,n,2,n,n,n,16.7,n,n,n,7,n,n,n,5,n,n,n,17,n,n,n,14,n,n,n,6,n,n,n,34,n,n,n,27,n,n,n,11,n,n,n
2024-11-01 15:30:00,36,n,n,n,15,n,n,n,7,n,n,n,33.7,n,n,n,23,n,n,n,5,n,n,n,33,n,n,n,24,n,n,n,13,n,n,n,36,n,n,n,19,n,n,n,9,n,n,n
2024-11-01 16:30:00,61,n,n,n,29,n,n,n,9,n,n,n,29.7,n,n,n,16,n,n,n,6,n,n,n,31,n,n,n,19,n,n,n,13,n,n,n,27,n,n,n,23,n,n,n,12,n,n,n
2024-11-01 17:30:00,55,n,n,n,22,n,n,n,11,n,n,n,32,n,n,n,22,n,n,n,7,n,n,n,35,n,n,n,27,n,n,n,8,n,n,n,27,n,n,n,20,n,n,n,11,n,n,n
2024-11-01 18:30:00,59,n,n,n,26,n,n,n,8,n,n,n,31.6,n,n,n,17,n,n,n,6,n,n,n,43,n,n,n,31,n,n,n,11,n,n,n,29,n,n,n,18,n,n,n,8,n,n,n
2024-11-01 19:30:00,56,n,n,n,27,n,n,n,14,n,n,n,56.8,n,n,n,34,n,n,n,8,n,n,n,121,n,n,n,57,n,n,n,20,n,n,n,27,n,n,n,13,n,n,n,9,n,n,n
2024-11-01 20:30:00,38,n,n,n,17,n,n,n,7,n,n,n,54.4,n,n,n,31,n,n,n,11,n,n,n,154,n,n,n,79,n,n,n,32,n,n,n,24,n,n,n,17,n,n,n,11,n,n,n
2024-11-01 21:30:00,103,n,n,n,52,n,n,n,17,n,n,n,45.3,n,n,n,27,n,n,n,13,n,n,n,109,n,n,n,56,n,n,n,19,n,n,n,59,n,n,n,24,n,n,n,11,n,n,n
2024-11-01 22:30:00,73,n,n,n,31,n,n,n,8,n,n,n,51.3,n,n,n,28,n,n,n,11,n,n,n,121,n,n,n,63,n,n,n,10,n,n,n,58,n,n,n,29,n,n,n,13,n,n,n
2024-11-01 23:30:00,77,n,n,n,37,n,n,n,13,n,n,n,56.2,n,n,n,31,n,n,n,12,n,n,n,63,n,n,n,44,n,n,n,16,n,n,n,44,n,n,n,29,n,n,n,16,n,n,n
2024-11-02 00:30:00,64,n,n,n,37,n,n,n,17,n,n,n,36.6,n,n,n,18,n,n,n,17,n,n,n,44,n,n,n,31,n,n,n,14,n,n,n,30,n,n,n,20,n,n,n,6,n,n,n
2024-11-02 01:30:00,57,n,n,n,33,n,n,n,5,n,n,n,33.6,n,n,n,19,n,n,n,9,n,n,n,41,n,n,n,34,n,n,n,19,n,n,n,27,n,n,n,13,n,n,n,11,n,n,n
2024-11-02 02:30:00,30,n,n,n,22,n,n,n,11,n,n,n,34.3,n,n,n,19,n,n,n,7,n,n,n,36,n,n,n,25,n,n,n,15,n,n,n,26,n,n,n,19,n,n,n,9,n,n,n
2024-11-02 03:30:00,20,n,n,n,13,n,n,n,8,n,n,n,15,n,n,n,6,n,n,n,6,n,n,n,39,n,n,n,29,n,n,n,11,n,n,n,23,n,n,n,19,n,n,n,6,n,n,n
2024-11-02 04:30:00,24,n,n,n,12,n,n,n,9,n,n,n,20,n,n,n,11,n,n,n,6,n,n,n,39,n,n,n,29,n,n,n,17,n,n,n,25,n,n,n,18,n,n,n,6,n,n,n
2024-11-02 05:30:00,18,n,n,n,12,n,n,n,8,n,n,n,27.5,n,n,n,18,n,n,n,9,n,n,n,40,n,n,n,28,n,n,n,14,n,n,n,27,n,n,n,18,n,n,n,11,n,n,n
2024-11-02 06:30:00,25,n,n,n,17,n,n,n,7,n,n,n,28.2,n,n,n,12,n,n,n,9,n,n,n,30,n,n,n,20,n,n,n,12,n,n,n,27,n,n,n,19,n,n,n,8,n,n,n
2024-11-02 07:30:00,24,n,n,n,15,n,n,n,9,n,n,n,23.3,n,n,n,8,n,n,n,8,n,n,n,40,n,n,n,24,n,n,n,14,n,n,n,n,n,n,n,16,n,n,n,n,n,n,n
2024-11-02 08:30:00,22,n,n,n,8,n,n,n,7,n,n,n,11,n,n,n,6,n,n,n,8,n,n,n,23,n,n,n,19,n,n,n,13,n,n,n,18,n,n,n,13,n,n,n,3,n,n,n
2024-11-02 09:30:00,16,n,n,n,6,n,n,n,8,n,n,n,17.7,n,n,n,7,n,n,n,7,n,n,n,17,n,n,n,14,n,n,n,9,n,n,n,21,n,n,n,11,n,n,n,11,n,n,n
2024-11-02 10:30:00,24,n,n,n,11,n,n,n,7,n,n,n,15.5,n,n,n,6,n,n,n,5,n,n,n,20,n,n,n,18,n,n,n,6,n,n,n,19,n,n,n,12,n,n,n,11,n,n,n
2024-11-02 11:30:00,14,n,n,n,9,n,n,n,7,n,n,n,17.3,n,n,n,2,n,n,n,3,n,n,n,19,n,n,n,19,n,n,n,8,n,n,n,21,n,n,n,17,n,n,n,7,n,n,n
2024-11-02 12:00:00,n,n,27.8,VM,n,n,16.8,VM,n,n,9.6,VM,n,n,28,VM,n,n,14.5,VM,n,n,10,VM,n,n,40.5,VM,n,n,28.5,VM,n,n,15.2,VM,n,n,33.7,VM,n,n,18.4,VM,n,n,9.8,VM
2024-11-02 12:30:00,21,n,n,n,9,n,n,n,8,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,23,n,n,n,13,n,n,n,9,n,n,n,22,n,n,n,11,n,n,n,6,n,n,n
2024-11-02 13:30:00,7,n,n,n,9,n,n,n,6,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,17,n,n,n,14,n,n,n,11,n,n,n,127,n,n,n,13,n,n,n,7,n,n,n
2024-11-02 14:30:00,8,n,n,n,4,n,n,n,5,n,n,n,9,n,n,n,n,n,n,n,2,n,n,n,10,n,n,n,20,n,n,n,11,n,n,n,21,n,n,n,11,n,n,n,8,n,n,n
2024-11-02 15:30:00,15,n,n,n,5,n,n,n,3,n,n,n,18.5,n,n,n,6,n,n,n,8,n,n,n,21,n,n,n,23,n,n,n,13,n,n,n,29,n,n,n,14,n,n,n,8,n,n,n
2024-11-02 16:30:00,22,n,n,n,17,n,n,n,8,n,n,n,30.2,n,n,n,14,n,n,n,12,n,n,n,29,n,n,n,29,n,n,n,20,n,n,n,37,n,n,n,24,n,n,n,12,n,n,n
2024-11-02 17:30:00,26,n,n,n,22,n,n,n,8,n,n,n,36.1,n,n,n,25,n,n,n,14,n,n,n,35,n,n,n,33,n,n,n,19,n,n,n,48,n,n,n,28,n,n,n,13,n,n,n
2024-11-02 18:30:00,46,n,n,n,27,n,n,n,11,n,n,n,39.2,n,n,n,28,n,n,n,17,n,n,n,55,n,n,n,34,n,n,n,22,n,n,n,39,n,n,n,25,n,n,n,16,n,n,n
2024-11-02 19:30:00,45,n,n,n,25,n,n,n,14,n,n,n,50.2,n,n,n,24,n,n,n,17,n,n,n,109,n,n,n,58,n,n,n,25,n,n,n,42,n,n,n,24,n,n,n,19,n,n,n
2024-11-02 20:30:00,42,n,n,n,26,n,n,n,19,n,n,n,41.5,n,n,n,24,n,n,n,17,n,n,n,103,n,n,n,53,n,n,n,27,n,n,n,40,n,n,n,27,n,n,n,12,n,n,n
2024-11-02 21:30:00,51,n,n,n,31,n,n,n,19,n,n,n,51.9,n,n,n,25,n,n,n,17,n,n,n,83,n,n,n,50,n,n,n,25,n,n,n,43,n,n,n,25,n,n,n,13,n,n,n
2024-11-02 22:30:00,25,n,n,n,18,n,n,n,12,n,n,n,35.2,n,n,n,19,n,n,n,9,n,n,n,68,n,n,n,41,n,n,n,19,n,n,n,27,n,n,n,19,n,n,n,11,n,n,n
2024-11-02 23:30:00,22,n,n,n,15,n,n,n,14,n,n,n,23.8,n,n,n,8,n,n,n,13,n,n,n,30,n,n,n,27,n,n,n,11,n,n,n,35,n,n,n,25,n,n,n,12,n,n,n
2024-11-03 00:30:00,24,n,n,n,15,n,n,n,11,n,n,n,25.6,n,n,n,13,n,n,n,8,n,n,n,27,n,n,n,20,n,n,n,12,n,n,n,31,n,n,n,18,n,n,n,9,n,n,n
2024-11-03 01:30:00,11,n,n,n,7,n,n,n,7,n,n,n,11.4,n,n,n,7,n,n,n,9,n,n,n,15,n,n,n,17,n,n,n,8,n,n,n,18,n,n,n,17,n,n,n,8,n,n,n
2024-11-03 02:30:00,7,n,n,n,3,n,n,n,6,n,n,n,6,n,n,n,5,n,n,n,6,n,n,n,13,n,n,n,16,n,n,n,11,n,n,n,10,n,n,n,13,n,n,n,11,n,n,n
2024-11-03 03:30:00,5,n,n,n,3,n,n,n,3,n,n,n,13.4,n,n,n,2,n,n,n,7,n,n,n,7,n,n,n,11,n,n,n,8,n,n,n,14,n,n,n,9,n,n,n,9,n,n,n
2024-11-03 04:30:00,6,n,n,n,6,n,n,n,3,n,n,n,11.9,n,n,n,n,n,n,n,5,n,n,n,7,n,n,n,12,n,n,n,11,n,n,n,15,n,n,n,17,n,n,n,8,n,n,n
2024-11-03 05:30:00,16,n,n,n,3,n,n,n,3,n,n,n,16.7,n,n,n,n,n,n,n,3,n,n,n,14,n,n,n,9,n,n,n,6,n,n,n,16,n,n,n,12,n,n,n,3,n,n,n
2024-11-03 06:30:00,9,n,n,n,4,n,n,n,2,n,n,n,47.8,n,n,n,2,n,n,n,6,n,n,n,9,n,n,n,12,n,n,n,14,n,n,n,17,n,n,n,11,n,n,n,3,n,n,n
2024-11-03 07:30:00,12,n,n,n,4,n,n,n,3,n,n,n,9.3,n,n,n,n,n,n,n,3,n,n,n,10,n,n,n,16,n,n,n,9,n,n,n,9,n,n,n,8,n,n,n,8,n,n,n
2024-11-03 08:30:00,10,n,n,n,5,n,n,n,2,n,n,n,5,n,n,n,n,n,n,n,2,n,n,n,13,n,n,n,12,n,n,n,4,n,n,n,12,n,n,n,9,n,n,n,8,n,n,n
2024-11-03 09:30:00,16,n,n,n,6,n,n,n,3,n,n,n,19.5,n,n,n,1,n,n,n,5,n,n,n,13,n,n,n,11,n,n,n,6,n,n,n,16,n,n,n,8,n,n,n,5,n,n,n
2024-11-03 10:30:00,14,n,n,n,4,n,n,n,5,n,n,n,8.1,n,n,n,3,n,n,n,3,n,n,n,16,n,n,n,16,n,n,n,9,n,n,n,16,n,n,n,8,n,n,n,5,n,n,n
2024-11-03 11:30:00,44,n,n,n,26,n,n,n,12,n,n,n,6.2,n,n,n,6,n,n,n,3,n,n,n,13,n,n,n,20,n,n,n,7,n,n,n,17,n,n,n,12,n,n,n,8,n,n,n
2024-11-03 12:00:00,n,n,15.2,VM,n,n,7.9,VM,n,n,5.7,VM,n,n,16.5,VM,n,n,5,VM,n,n,5,VM,n,n,17.9,VM,n,n,16.2,VM,n,n,9.5,VM,n,n,18.3,VM,n,n,12.2,VM,n,n,7.2,VM
2024-11-03 12:30:00,24,n,n,n,12,n,n,n,13,n,n,n,12.8,n,n,n,6,n,n,n,5,n,n,n,14,n,n,n,29,n,n,n,6,n,n,n,16,n,n,n,8,n,n,n,8,n,n,n
2024-11-03 13:30:00,18,n,n,n,9,n,n,n,6,n,n,n,10.7,n,n,n,5,n,n,n,5,n,n,n,12,n,n,n,11,n,n,n,12,n,n,n,16,n,n,n,12,n,n,n,7,n,n,n
2024-11-03 14:30:00,29,n,n,n,14,n,n,n,n,n,n,n,23.8,n,n,n,12,n,n,n,6,n,n,n,38,n,n,n,16,n,n,n,9,n,n,n,21,n,n,n,11,n,n,n,5,n,n,n
2024-11-03 15:30:00,7,n,n,n,9,n,n,n,6,n,n,n,12.6,n,n,n,7,n,n,n,6,n,n,n,18,n,n,n,14,n,n,n,10,n,n,n,24,n,n,n,12,n,n,n,6,n,n,n
2024-11-03 16:30:00,11,n,n,n,8,n,n,n,7,n,n,n,16.3,n,n,n,5,n,n,n,3,n,n,n,14,n,n,n,13,n,n,n,8,n,n,n,19,n,n,n,14,n,n,n,6,n,n,n
2024-11-03 17:30:00,9,n,n,n,7,n,n,n,6,n,n,n,27.6,n,n,n,6,n,n,n,2,n,n,n,22,n,n,n,23,n,n,n,16,n,n,n,17,n,n,n,12,n,n,n,7,n,n,n
2024-11-03 18:30:00,13,n,n,n,4,n,n,n,6,n,n,n,31.2,n,n,n,5,n,n,n,3,n,n,n,52,n,n,n,25,n,n,n,11,n,n,n,23,n,n,n,12,n,n,n,9,n,n,n
2024-11-03 19:30:00,25,n,n,n,14,n,n,n,7,n,n,n,25.9,n,n,n,5,n,n,n,7,n,n,n,30,n,n,n,23,n,n,n,8,n,n,n,22,n,n,n,16,n,n,n,11,n,n,n
2024-11-03 20:30:00,23,n,n,n,8,n,n,n,6,n,n,n,20,n,n,n,2,n,n,n,5,n,n,n,26,n,n,n,19,n,n,n,13,n,n,n,25,n,n,n,11,n,n,n,7,n,n,n
2024-11-03 21:30:00,7,n,n,n,8,n,n,n,7,n,n,n,15.6,n,n,n,2,n,n,n,5,n,n,n,20,n,n,n,18,n,n,n,10,n,n,n,21,n,n,n,18,n,n,n,9,n,n,n
2024-11-03 22:30:00,14,n,n,n,6,n,n,n,5,n,n,n,16,n,n,n,5,n,n,n,7,n,n,n,17,n,n,n,16,n,n,n,11,n,n,n,29,n,n,n,13,n,n,n,8,n,n,n
2024-11-03 23:30:00,12,n,n,n,4,n,n,n,3,n,n,n,3.2,n,n,n,2,n,n,n,7,n,n,n,10,n,n,n,11,n,n,n,8,n,n,n,16,n,n,n,13,n,n,n,6,n,n,n
2024-11-04 00:30:00,10,n,n,n,7,n,n,n,3,n,n,n,6.7,n,n,n,2,n,n,n,5,n,n,n,7,n,n,n,14,n,n,n,6,n,n,n,14,n,n,n,8,n,n,n,3,n,n,n
2024-11-04 01:30:00,6,n,n,n,6,n,n,n,5,n,n,n,10.6,n,n,n,1,n,n,n,3,n,n,n,7,n,n,n,16,n,n,n,10,n,n,n,18,n,n,n,11,n,n,n,6,n,n,n
2024-11-04 02:30:00,9,n,n,n,6,n,n,n,9,n,n,n,10.7,n,n,n,5,n,n,n,5,n,n,n,11,n,n,n,18,n,n,n,9,n,n,n,20,n,n,n,13,n,n,n,12,n,n,n
2024-11-04 03:30:00,8,n,n,n,8,n,n,n,8,n,n,n,10.8,n,n,n,8,n,n,n,7,n,n,n,13,n,n,n,22,n,n,n,9,n,n,n,20,n,n,n,13,n,n,n,7,n,n,n
2024-11-04 04:30:00,19,n,n,n,10,n,n,n,7,n,n,n,12.3,n,n,n,9,n,n,n,8,n,n,n,19,n,n,n,18,n,n,n,7,n,n,n,21,n,n,n,16,n,n,n,7,n,n,n
2024-11-04 05:30:00,22,n,n,n,15,n,n,n,5,n,n,n,19.7,n,n,n,11,n,n,n,7,n,n,n,20,n,n,n,24,n,n,n,8,n,n,n,22,n,n,n,14,n,n,n,8,n,n,n
2024-11-04 06:30:00,28,n,n,n,18,n,n,n,3,n,n,n,23.6,n,n,n,16,n,n,n,7,n,n,n,38,n,n,n,28,n,n,n,12,n,n,n,23,n,n,n,14,n,n,n,6,n,n,n
2024-11-04 07:30:00,51,n,n,n,24,n,n,n,12,n,n,n,19.8,n,n,n,11,n,n,n,7,n,n,n,19,n,n,n,18,n,n,n,10,n,n,n,27,n,n,n,13,n,n,n,9,n,n,n
2024-11-04 08:30:00,42,n,n,n,18,n,n,n,7,n,n,n,14.6,n,n,n,9,n,n,n,7,n,n,n,16,n,n,n,11,n,n,n,8,n,n,n,17,n,n,n,17,n,n,n,8,n,n,n
2024-11-04 09:30:00,22,n,n,n,14,n,n,n,7,n,n,n,15.6,n,n,n,8,n,n,n,6,n,n,n,23,n,n,n,20,n,n,n,9,n,n,n,29,n,n,n,16,n,n,n,11,n,n,n
2024-11-04 10:30:00,30,n,n,n,15,n,n,n,12,n,n,n,18.2,n,n,n,9,n,n,n,12,n,n,n,19,n,n,n,11,n,n,n,10,n,n,n,23,n,n,n,11,n,n,n,8,n,n,n
2024-11-04 11:30:00,23,n,n,n,21,n,n,n,7,n,n,n,19.2,n,n,n,9,n,n,n,6,n,n,n,20,n,n,n,16,n,n,n,10,n,n,n,24,n,n,n,16,n,n,n,9,n,n,n
2024-11-04 12:00:00,n,n,24,VM,n,n,13.9,VM,n,n,6.9,VM,n,n,19.6,VM,n,n,10,VM,n,n,6.6,VM,n,n,22.3,VM,n,n,18.4,VM,n,n,11.2,VM,n,n,23.4,VM,n,n,15.8,VM,n,n,8.4,VM
2024-11-04 12:30:00,47,n,n,n,24,n,n,n,8,n,n,n,17.1,n,n,n,5,n,n,n,5,n,n,n,24,n,n,n,20,n,n,n,12,n,n,n,26,n,n,n,17,n,n,n,9,n,n,n
2024-11-04 13:30:00,46,n,n,n,20,n,n,n,8,n,n,n,19.7,n,n,n,7,n,n,n,6,n,n,n,18,n,n,n,11,n,n,n,15,n,n,n,19,n,n,n,13,n,n,n,11,n,n,n
2024-11-04 14:30:00,25,n,n,n,9,n,n,n,6,n,n,n,15.3,n,n,n,7,n,n,n,3,n,n,n,21,n,n,n,24,n,n,n,8,n,n,n,24,n,n,n,16,n,n,n,8,n,n,n
2024-11-04 15:30:00,25,n,n,n,14,n,n,n,5,n,n,n,50.3,n,n,n,38,n,n,n,6,n,n,n,31,n,n,n,22,n,n,n,11,n,n,n,26,n,n,n,13,n,n,n,6,n,n,n
2024-11-04 16:30:00,22,n,n,n,16,n,n,n,6,n,n,n,30.3,n,n,n,14,n,n,n,6,n,n,n,39,n,n,n,19,n,n,n,13,n,n,n,29,n,n,n,17,n,n,n,12,n,n,n
2024-11-04 17:30:00,36,n,n,n,18,n,n,n,5,n,n,n,35.9,n,n,n,19,n,n,n,9,n,n,n,52,n,n,n,27,n,n,n,17,n,n,n,39,n,n,n,20,n,n,n,12,n,n,n
2024-11-04 18:30:00,26,n,n,n,17,n,n,n,6,n,n,n,29.9,n,n,n,18,n,n,n,9,n,n,n,60,n,n,n,25,n,n,n,19,n,n,n,24,n,n,n,17,n,n,n,8,n,n,n
2024-11-04 19:30:00,29,n,n,n,13,n,n,n,12,n,n,n,30.8,n,n,n,13,n,n,n,9,n,n,n,33,n,n,n,23,n,n,n,12,n,n,n,31,n,n,n,63,n,n,n,14,n,n,n
2024-11-04 20:30:00,21,n,n,n,12,n,n,n,8,n,n,n,15.8,n,n,n,7,n,n,n,8,n,n,n,12,n,n,n,13,n,n,n,16,n,n,n,18,n,n,n,7,n,n,n,3,n,n,n
2024-11-04 21:30:00,2,n,n,n,9,n,n,n,5,n,n,n,13.8,n,n,n,3,n,n,n,6,n,n,n,14,n,n,n,12,n,n,n,14,n,n,n,24,n,n,n,8,n,n,n,9,n,n,n
2024-11-04 22:30:00,16,n,n,n,10,n,n,n,6,n,n,n,16.9,n,n,n,5,n,n,n,6,n,n,n,15,n,n,n,14,n,n,n,10,n,n,n,19,n,n,n,11,n,n,n,7,n,n,n
2024-11-04 23:30:00,11,n,n,n,9,n,n,n,6,n,n,n,13.3,n,n,n,6,n,n,n,5,n,n,n,5,n,n,n,16,n,n,n,13,n,n,n,24,n,n,n,16,n,n,n,9,n,n,n
2024-11-05 00:30:00,10,n,n,n,6,n,n,n,8,n,n,n,10.6,n,n,n,2,n,n,n,6,n,n,n,8,n,n,n,19,n,n,n,13,n,n,n,22,n,n,n,12,n,n,n,7,n,n,n
2024-11-05 01:30:00,11,n,n,n,7,n,n,n,5,n,n,n,10.4,n,n,n,n,n,n,n,5,n,n,n,8,n,n,n,20,n,n,n,10,n,n,n,13,n,n,n,16,n,n,n,8,n,n,n
2024-11-05 02:30:00,11,n,n,n,8,n,n,n,2,n,n,n,8.6,n,n,n,1,n,n,n,5,n,n,n,11,n,n,n,13,n,n,n,12,n,n,n,21,n,n,n,17,n,n,n,8,n,n,n
2024-11-05 03:30:00,9,n,n,n,6,n,n,n,2,n,n,n,7.1,n,n,n,2,n,n,n,5,n,n,n,9,n,n,n,13,n,n,n,7,n,n,n,12,n,n,n,8,n,n,n,11,n,n,n
2024-11-05 04:30:00,11,n,n,n,5,n,n,n,3,n,n,n,8.6,n,n,n,2,n,n,n,3,n,n,n,5,n,n,n,13,n,n,n,8,n,n,n,15,n,n,n,9,n,n,n,8,n,n,n
2024-11-05 05:30:00,6,n,n,n,6,n,n,n,5,n,n,n,7.6,n,n,n,n,n,n,n,3,n,n,n,7,n,n,n,16,n,n,n,9,n,n,n,14,n,n,n,9,n,n,n,6,n,n,n
2024-11-05 06:30:00,2,n,n,n,7,n,n,n,5,n,n,n,9.8,n,n,n,n,n,n,n,n,n,n,n,5,n,n,n,n,n,n,n,n,n,n,n,15,n,n,n,11,n,n,n,5,n,n,n
2024-11-05 07:30:00,5,n,n,n,5,n,n,n,7,n,n,n,12,n,n,n,7,n,n,n,3,n,n,n,7,n,n,n,8,n,n,n,4,n,n,n,15,n,n,n,11,n,n,n,8,n,n,n
2024-11-05 08:30:00,33,n,n,n,19,n,n,n,6,n,n,n,39.7,n,n,n,22,n,n,n,9,n,n,n,25,n,n,n,19,n,n,n,8,n,n,n,18,n,n,n,7,n,n,n,7,n,n,n
2024-11-05 09:30:00,31,n,n,n,13,n,n,n,7,n,n,n,24.3,n,n,n,8,n,n,n,6,n,n,n,20,n,n,n,19,n,n,n,9,n,n,n,18,n,n,n,11,n,n,n,5,n,n,n
2024-11-05 10:30:00,46,n,n,n,21,n,n,n,8,n,n,n,20.9,n,n,n,13,n,n,n,8,n,n,n,19,n,n,n,16,n,n,n,10,n,n,n,18,n,n,n,12,n,n,n,12,n,n,n
