n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n,Rotina,n
Data,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag,Valor [µg/m3],Flag
2024-10-01 06:30:00,40,n,n,n,25,n,n,n,11,n,n,n,42,n,n,n,27,n,n,n,8,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,46,n,n,n,28,n,n,n,11,n,n,n
2024-10-01 07:30:00,68,n,n,n,34,n,n,n,11,n,n,n,41.3,n,n,n,25,n,n,n,8,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,27,n,n,n,17,n,n,n,9,n,n,n
2024-10-01 08:30:00,54,n,n,n,25,n,n,n,13,n,n,n,38.2,n,n,n,24,n,n,n,5,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,71,n,n,n,33,n,n,n,12,n,n,n
2024-10-01 09:30:00,109,n,n,n,50,n,n,n,8,n,n,n,41.3,n,n,n,18,n,n,n,7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2024-10-01 10:30:00,74,n,n,n,29,n,n,n,8,n,n,n,70.1,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,227,n,n,n,72,n,n,n,6,n,n,n
2024-10-01 11:30:00,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,54,n,n,n,29,n,n,n,12,n,n,n
2024-10-01 12:00:00,n,n,106.7,VM,n,n,47,VM,n,n,13.5,VM,n,n,56.7,VM,n,n,43.2,VM,n,n,15.3,VM,n,n,n,n,n,n,n,n,n,n,n,n,n,n,57.2,VM,n,n,30.3,VM,n,n,12.2,VM
2024-10-01 12:30:00,n,n,n,n,n,n,n,n,n,n,n,n,22.6,n,n,n,96,n,n,n,30,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,47,n,n,n,30,n,n,n,11,n,n,n
2024-10-01 13:30:00,n,n,n,n,n,n,n,n,n,n,n,n,34.3,n,n,n,33,n,n,n,17,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,42,n,n,n,29,n,n,n,14,n,n,n
2024-10-01 14:30:00,86,n,n,n,36,n,n,n,13,n,n,n,74.1,n,n,n,45,n,n,n,14,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,72,n,n,n,46,n,n,n,14,n,n,n
2024-10-01 15:30:00,75,n,n,n,44,n,n,n,27,n,n,n,77.5,n,n,n,52,n,n,n,30,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,63,n,n,n,36,n,n,n,23,n,n,n
2024-10-01 16:30:00,69,n,n,n,39,n,n,n,20,n,n,n,73.3,n,n,n,68,n,n,n,23,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,74,n,n,n,33,n,n,n,13,n,n,n
2024-10-01 17:30:00,85,n,n,n,56,n,n,n,18,n,n,n,78.7,n,n,n,61,n,n,n,24,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,70,n,n,n,35,n,n,n,14,n,n,n
2024-10-01 18:30:00,76,n,n,n,35,n,n,n,18,n,n,n,62.8,n,n,n,40,n,n,n,22,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,52,n,n,n,27,n,n,n,13,n,n,n
2024-10-01 19:30:00,414,n,n,n,161,n,n,n,17,n,n,n,82.7,n,n,n,53,n,n,n,19,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,53,n,n,n,31,n,n,n,12,n,n,n
2024-10-01 20:30:00,345,n,n,n,112,n,n,n,18,n,n,n,131.6,n,n,n,96,n,n,n,19,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,54,n,n,n,25,n,n,n,14,n,n,n
2024-10-01 21:30:00,112,n,n,n,45,n,n,n,8,n,n,n,n,n,n,n,62,n,n,n,14,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,57,n,n,n,34,n,n,n,16,n,n,n
2024-10-01 22:30:00,90,n,n,n,47,n,n,n,12,n,n,n,92.8,n,n,n,68,n,n,n,17,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,56,n,n,n,30,n,n,n,13,n,n,n
2024-10-01 23:30:00,76,n,n,n,40,n,n,n,19,n,n,n,71.3,n,n,n,51,n,n,n,20,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,64,n,n,n,36,n,n,n,17,n,n,n
2024-10-02 00:30:00,89,n,n,n,38,n,n,n,20,n,n,n,53.2,n,n,n,38,n,n,n,19,n,n,n,n,n,n,n,7,n,n,n,5,n,n,n,63,n,n,n,34,n,n,n,17,n,n,n
2024-10-02 01:30:00,76,n,n,n,40,n,n,n,18,n,n,n,64.2,n,n,n,45,n,n,n,18,n,n,n,n,n,n,n,7,n,n,n,5,n,n,n,60,n,n,n,42,n,n,n,18,n,n,n
2024-10-02 02:30:00,100,n,n,n,61,n,n,n,22,n,n,n,53.8,n,n,n,44,n,n,n,18,n,n,n,n,n,n,n,6,n,n,n,2,n,n,n,55,n,n,n,36,n,n,n,20,n,n,n
2024-10-02 03:30:00,115,n,n,n,84,n,n,n,62,n,n,n,51,n,n,n,41,n,n,n,18,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,37,n,n,n,25,n,n,n,13,n,n,n
2024-10-02 04:30:00,63,n,n,n,36,n,n,n,22,n,n,n,37.4,n,n,n,30,n,n,n,16,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,37,n,n,n,27,n,n,n,14,n,n,n
2024-10-02 05:30:00,49,n,n,n,30,n,n,n,16,n,n,n,49.3,n,n,n,38,n,n,n,18,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,40,n,n,n,23,n,n,n,11,n,n,n
2024-10-02 06:30:00,76,n,n,n,42,n,n,n,20,n,n,n,83.6,n,n,n,70,n,n,n,23,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,58,n,n,n,35,n,n,n,9,n,n,n
2024-10-02 07:30:00,130,n,n,n,58,n,n,n,19,n,n,n,106.7,n,n,n,48,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,71,n,n,n,36,n,n,n,8,n,n,n
2024-10-02 08:30:00,98,n,n,n,53,n,n,n,13,n,n,n,59.7,n,n,n,40,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,104,n,n,n,53,n,n,n,9,n,n,n
2024-10-02 09:30:00,94,n,n,n,47,n,n,n,13,n,n,n,57.2,n,n,n,41,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,76,n,n,n,39,n,n,n,16,n,n,n
2024-10-02 10:30:00,90,n,n,n,45,n,n,n,13,n,n,n,62.5,n,n,n,56,n,n,n,18,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,237,n,n,n,121,n,n,n,25,n,n,n
2024-10-02 11:30:00,72,n,n,n,48,n,n,n,20,n,n,n,51.2,n,n,n,50,n,n,n,24,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,50,n,n,n,33,n,n,n,13,n,n,n
2024-10-02 12:00:00,n,n,151.5,VM,n,n,75.1,VM,n,n,25.6,VM,n,n,80.5,VM,n,n,55.6,VM,n,n,22.7,VM,n,n,n,n,n,n,n,n,n,n,n,n,n,n,89,VM,n,n,50.3,VM,n,n,19.8,VM
2024-10-02 12:30:00,66,n,n,n,41,n,n,n,11,n,n,n,40.6,n,n,n,36,n,n,n,19,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,62,n,n,n,33,n,n,n,11,n,n,n
2024-10-02 13:30:00,60,n,n,n,36,n,n,n,16,n,n,n,47.7,n,n,n,29,n,n,n,12,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,47,n,n,n,25,n,n,n,14,n,n,n
2024-10-02 14:30:00,72,n,n,n,44,n,n,n,16,n,n,n,61.1,n,n,n,31,n,n,n,13,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,64,n,n,n,40,n,n,n,13,n,n,n
2024-10-02 15:30:00,117,n,n,n,63,n,n,n,19,n,n,n,77,n,n,n,39,n,n,n,17,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,107,n,n,n,48,n,n,n,11,n,n,n
2024-10-02 16:30:00,106,n,n,n,64,n,n,n,19,n,n,n,77.4,n,n,n,56,n,n,n,19,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,181,n,n,n,91,n,n,n,20,n,n,n
2024-10-02 17:30:00,216,n,n,n,127,n,n,n,57,n,n,n,118.9,n,n,n,89,n,n,n,42,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,106,n,n,n,69,n,n,n,39,n,n,n
2024-10-02 18:30:00,247,n,n,n,119,n,n,n,33,n,n,n,99.5,n,n,n,62,n,n,n,29,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,78,n,n,n,45,n,n,n,19,n,n,n
2024-10-02 19:30:00,729,n,n,n,295,n,n,n,53,n,n,n,112.4,n,n,n,70,n,n,n,30,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,83,n,n,n,48,n,n,n,27,n,n,n
2024-10-02 20:30:00,259,n,n,n,112,n,n,n,28,n,n,n,171.1,n,n,n,124,n,n,n,42,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,219,n,n,n,110,n,n,n,38,n,n,n
2024-10-02 21:30:00,307,n,n,n,146,n,n,n,35,n,n,n,152.4,n,n,n,99,n,n,n,36,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,117,n,n,n,68,n,n,n,35,n,n,n
2024-10-02 22:30:00,203,n,n,n,95,n,n,n,34,n,n,n,146.8,n,n,n,96,n,n,n,41,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,110,n,n,n,72,n,n,n,41,n,n,n
2024-10-02 23:30:00,202,n,n,n,79,n,n,n,35,n,n,n,96.5,n,n,n,63,n,n,n,34,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,74,n,n,n,55,n,n,n,35,n,n,n
2024-10-03 00:30:00,87,n,n,n,57,n,n,n,30,n,n,n,90.7,n,n,n,63,n,n,n,39,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,93,n,n,n,59,n,n,n,28,n,n,n
2024-10-03 01:30:00,85,n,n,n,72,n,n,n,31,n,n,n,93.2,n,n,n,64,n,n,n,36,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,96,n,n,n,73,n,n,n,42,n,n,n
2024-10-03 02:30:00,91,n,n,n,59,n,n,n,29,n,n,n,101.2,n,n,n,83,n,n,n,40,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,77,n,n,n,53,n,n,n,30,n,n,n
2024-10-03 03:30:00,98,n,n,n,69,n,n,n,28,n,n,n,108,n,n,n,86,n,n,n,38,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,64,n,n,n,44,n,n,n,30,n,n,n
2024-10-03 04:30:00,99,n,n,n,57,n,n,n,29,n,n,n,95.2,n,n,n,59,n,n,n,30,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,76,n,n,n,46,n,n,n,30,n,n,n
2024-10-03 05:30:00,162,n,n,n,78,n,n,n,38,n,n,n,103.9,n,n,n,75,n,n,n,38,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,53,n,n,n,n,n,n,n
2024-10-03 06:30:00,125,n,n,n,72,n,n,n,36,n,n,n,168.3,n,n,n,132,n,n,n,41,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,63,n,n,n,33,n,n,n
2024-10-03 07:30:00,147,n,n,n,72,n,n,n,42,n,n,n,125.3,n,n,n,92,n,n,n,40,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,104,n,n,n,70,n,n,n,38,n,n,n
2024-10-03 08:30:00,136,n,n,n,80,n,n,n,28,n,n,n,113.4,n,n,n,64,n,n,n,29,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,80,n,n,n,47,n,n,n,24,n,n,n
2024-10-03 09:30:00,155,n,n,n,74,n,n,n,20,n,n,n,106.3,n,n,n,67,n,n,n,20,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,89,n,n,n,72,n,n,n,24,n,n,n
2024-10-03 10:30:00,128,n,n,n,68,n,n,n,19,n,n,n,104.7,n,n,n,61,n,n,n,20,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,71,n,n,n,41,n,n,n,17,n,n,n
2024-10-03 11:30:00,99,n,n,n,42,n,n,n,16,n,n,n,77.7,n,n,n,41,n,n,n,19,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,98,n,n,n,53,n,n,n,18,n,n,n
2024-10-03 12:00:00,n,n,149.5,VM,n,n,89.2,VM,n,n,41.5,VM,n,n,136.1,VM,n,n,96.6,VM,n,n,45.8,VM,n,n,n,n,n,n,n,n,n,n,n,n,n,n,110.9,VM,n,n,73.9,VM,n,n,40.8,VM
2024-10-03 12:30:00,66,n,n,n,45,n,n,n,16,n,n,n,81.5,n,n,n,34,n,n,n,16,n,n,n,55,n,n,n,46,n,n,n,27,n,n,n,69,n,n,n,39,n,n,n,14,n,n,n
2024-10-03 13:30:00,73,n,n,n,n,n,n,n,29,n,n,n,80.5,n,n,n,47,n,n,n,29,n,n,n,79,n,n,n,57,n,n,n,40,n,n,n,100,n,n,n,81,n,n,n,30,n,n,n
2024-10-03 14:30:00,79,n,n,n,57,n,n,n,38,n,n,n,101.5,n,n,n,59,n,n,n,36,n,n,n,64,n,n,n,57,n,n,n,42,n,n,n,152,n,n,n,95,n,n,n,46,n,n,n
2024-10-03 15:30:00,95,n,n,n,n,n,n,n,46,n,n,n,109.5,n,n,n,81,n,n,n,53,n,n,n,103,n,n,n,77,n,n,n,56,n,n,n,150,n,n,n,88,n,n,n,51,n,n,n
2024-10-03 16:30:00,155,n,n,n,123,n,n,n,77,n,n,n,141.7,n,n,n,124,n,n,n,78,n,n,n,148,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,116,n,n,n,n,n,n,n
2024-10-03 17:30:00,161,n,n,n,110,n,n,n,59,n,n,n,133.5,n,n,n,102,n,n,n,57,n,n,n,133,n,n,n,85,n,n,n,52,n,n,n,123,n,n,n,80,n,n,n,51,n,n,n
2024-10-03 18:30:00,189,n,n,n,134,n,n,n,75,n,n,n,193.3,n,n,n,151,n,n,n,77,n,n,n,209,n,n,n,119,n,n,n,51,n,n,n,149,n,n,n,105,n,n,n,73,n,n,n
2024-10-03 19:30:00,274,n,n,n,147,n,n,n,72,n,n,n,259.6,n,n,n,201,n,n,n,84,n,n,n,241,n,n,n,163,n,n,n,106,n,n,n,156,n,n,n,107,n,n,n,69,n,n,n
2024-10-03 20:30:00,217,n,n,n,113,n,n,n,44,n,n,n,218.7,n,n,n,152,n,n,n,74,n,n,n,217,n,n,n,136,n,n,n,88,n,n,n,194,n,n,n,133,n,n,n,89,n,n,n
2024-10-03 21:30:00,349,n,n,n,174,n,n,n,68,n,n,n,238.8,n,n,n,169,n,n,n,72,n,n,n,210,n,n,n,138,n,n,n,86,n,n,n,158,n,n,n,107,n,n,n,63,n,n,n
2024-10-03 22:30:00,282,n,n,n,171,n,n,n,69,n,n,n,242.2,n,n,n,175,n,n,n,72,n,n,n,162,n,n,n,112,n,n,n,61,n,n,n,134,n,n,n,81,n,n,n,56,n,n,n
2024-10-03 23:30:00,236,n,n,n,n,n,n,n,58,n,n,n,178.3,n,n,n,136,n,n,n,62,n,n,n,143,n,n,n,97,n,n,n,61,n,n,n,96,n,n,n,68,n,n,n,41,n,n,n
2024-10-04 00:30:00,223,n,n,n,n,n,n,n,45,n,n,n,105.7,n,n,n,78,n,n,n,42,n,n,n,131,n,n,n,100,n,n,n,58,n,n,n,85,n,n,n,68,n,n,n,40,n,n,n
2024-10-04 01:30:00,241,n,n,n,51,n,n,n,46,n,n,n,86.5,n,n,n,72,n,n,n,41,n,n,n,106,n,n,n,85,n,n,n,53,n,n,n,96,n,n,n,67,n,n,n,47,n,n,n
2024-10-04 02:30:00,204,n,n,n,66,n,n,n,44,n,n,n,91.8,n,n,n,70,n,n,n,42,n,n,n,83,n,n,n,63,n,n,n,45,n,n,n,89,n,n,n,62,n,n,n,40,n,n,n
2024-10-04 03:30:00,139,n,n,n,54,n,n,n,38,n,n,n,85.9,n,n,n,61,n,n,n,38,n,n,n,79,n,n,n,66,n,n,n,38,n,n,n,92,n,n,n,57,n,n,n,31,n,n,n
2024-10-04 04:30:00,144,n,n,n,44,n,n,n,30,n,n,n,78.7,n,n,n,47,n,n,n,33,n,n,n,85,n,n,n,64,n,n,n,42,n,n,n,86,n,n,n,50,n,n,n,33,n,n,n
2024-10-04 05:30:00,104,n,n,n,39,n,n,n,17,n,n,n,74.4,n,n,n,39,n,n,n,20,n,n,n,84,n,n,n,61,n,n,n,34,n,n,n,70,n,n,n,33,n,n,n,17,n,n,n
2024-10-04 06:30:00,95,n,n,n,47,n,n,n,19,n,n,n,52.2,n,n,n,46,n,n,n,19,n,n,n,65,n,n,n,45,n,n,n,21,n,n,n,54,n,n,n,35,n,n,n,14,n,n,n
2024-10-04 07:30:00,119,n,n,n,49,n,n,n,24,n,n,n,51.1,n,n,n,47,n,n,n,19,n,n,n,68,n,n,n,50,n,n,n,15,n,n,n,n,n,n,n,38,n,n,n,n,n,n,n
2024-10-04 08:30:00,112,n,n,n,56,n,n,n,19,n,n,n,55.1,n,n,n,47,n,n,n,22,n,n,n,91,n,n,n,58,n,n,n,14,n,n,n,59,n,n,n,38,n,n,n,8,n,n,n
2024-10-04 09:30:00,55,n,n,n,33,n,n,n,18,n,n,n,n,n,n,n,45,n,n,n,19,n,n,n,74,n,n,n,50,n,n,n,18,n,n,n,57,n,n,n,38,n,n,n,8,n,n,n
2024-10-04 10:30:00,89,n,n,n,30,n,n,n,14,n,n,n,49,n,n,n,42,n,n,n,20,n,n,n,96,n,n,n,61,n,n,n,33,n,n,n,81,n,n,n,41,n,n,n,19,n,n,n
2024-10-04 11:30:00,77,n,n,n,n,n,n,n,n,n,n,n,69,n,n,n,59,n,n,n,28,n,n,n,95,n,n,n,74,n,n,n,43,n,n,n,143,n,n,n,78,n,n,n,31,n,n,n
2024-10-04 12:00:00,n,n,118,VM,n,n,59.5,VM,n,n,34.8,VM,n,n,82.6,VM,n,n,64.8,VM,n,n,35.8,VM,n,n,105.2,VM,n,n,76,VM,n,n,41.6,VM,n,n,92.8,VM,n,n,57.4,VM,n,n,33.5,VM
2024-10-04 12:30:00,111,n,n,n,n,n,n,n,19,n,n,n,83.5,n,n,n,67,n,n,n,36,n,n,n,100,n,n,n,79,n,n,n,47,n,n,n,91,n,n,n,62,n,n,n,40,n,n,n
2024-10-04 13:30:00,99,n,n,n,n,n,n,n,44,n,n,n,90.6,n,n,n,74,n,n,n,45,n,n,n,152,n,n,n,90,n,n,n,44,n,n,n,103,n,n,n,72,n,n,n,46,n,n,n
2024-10-04 14:30:00,104,n,n,n,71,n,n,n,45,n,n,n,96.6,n,n,n,91,n,n,n,51,n,n,n,109,n,n,n,83,n,n,n,51,n,n,n,125,n,n,n,77,n,n,n,50,n,n,n
2024-10-04 15:30:00,137,n,n,n,71,n,n,n,63,n,n,n,141.5,n,n,n,130,n,n,n,85,n,n,n,159,n,n,n,134,n,n,n,87,n,n,n,197,n,n,n,124,n,n,n,78,n,n,n
2024-10-04 16:30:00,146,n,n,n,94,n,n,n,79,n,n,n,128.3,n,n,n,111,n,n,n,69,n,n,n,129,n,n,n,113,n,n,n,66,n,n,n,135,n,n,n,94,n,n,n,67,n,n,n
2024-10-04 17:30:00,136,n,n,n,115,n,n,n,64,n,n,n,123.3,n,n,n,105,n,n,n,63,n,n,n,110,n,n,n,92,n,n,n,58,n,n,n,118,n,n,n,79,n,n,n,56,n,n,n
2024-10-04 18:30:00,81,n,n,n,98,n,n,n,34,n,n,n,89.2,n,n,n,64,n,n,n,31,n,n,n,101,n,n,n,69,n,n,n,32,n,n,n,75,n,n,n,40,n,n,n,25,n,n,n
2024-10-04 19:30:00,72,n,n,n,53,n,n,n,23,n,n,n,71.3,n,n,n,51,n,n,n,25,n,n,n,132,n,n,n,80,n,n,n,45,n,n,n,65,n,n,n,42,n,n,n,22,n,n,n
2024-10-04 20:30:00,115,n,n,n,39,n,n,n,30,n,n,n,64.1,n,n,n,44,n,n,n,28,n,n,n,158,n,n,n,107,n,n,n,52,n,n,n,87,n,n,n,48,n,n,n,31,n,n,n
2024-10-04 21:30:00,72,n,n,n,68,n,n,n,28,n,n,n,70.4,n,n,n,51,n,n,n,28,n,n,n,128,n,n,n,86,n,n,n,41,n,n,n,62,n,n,n,41,n,n,n,20,n,n,n
2024-10-04 22:30:00,88,n,n,n,51,n,n,n,30,n,n,n,81.2,n,n,n,63,n,n,n,28,n,n,n,99,n,n,n,58,n,n,n,33,n,n,n,89,n,n,n,51,n,n,n,24,n,n,n
2024-10-04 23:30:00,70,n,n,n,60,n,n,n,27,n,n,n,60.9,n,n,n,51,n,n,n,28,n,n,n,90,n,n,n,55,n,n,n,28,n,n,n,76,n,n,n,42,n,n,n,24,n,n,n
2024-10-05 00:30:00,62,n,n,n,46,n,n,n,24,n,n,n,43.3,n,n,n,39,n,n,n,24,n,n,n,82,n,n,n,52,n,n,n,31,n,n,n,71,n,n,n,38,n,n,n,17,n,n,n
2024-10-05 01:30:00,63,n,n,n,41,n,n,n,22,n,n,n,36.2,n,n,n,35,n,n,n,19,n,n,n,58,n,n,n,40,n,n,n,25,n,n,n,71,n,n,n,36,n,n,n,18,n,n,n
2024-10-05 02:30:00,70,n,n,n,48,n,n,n,16,n,n,n,39,n,n,n,36,n,n,n,22,n,n,n,56,n,n,n,41,n,n,n,23,n,n,n,70,n,n,n,44,n,n,n,18,n,n,n
2024-10-05 03:30:00,55,n,n,n,39,n,n,n,17,n,n,n,35.2,n,n,n,30,n,n,n,19,n,n,n,53,n,n,n,40,n,n,n,15,n,n,n,54,n,n,n,31,n,n,n,13,n,n,n
2024-10-05 04:30:00,41,n,n,n,22,n,n,n,14,n,n,n,29.1,n,n,n,29,n,n,n,9,n,n,n,45,n,n,n,33,n,n,n,16,n,n,n,49,n,n,n,24,n,n,n,12,n,n,n
2024-10-05 05:30:00,36,n,n,n,21,n,n,n,13,n,n,n,31.6,n,n,n,31,n,n,n,18,n,n,n,55,n,n,n,36,n,n,n,16,n,n,n,45,n,n,n,19,n,n,n,8,n,n,n
2024-10-05 06:30:00,42,n,n,n,15,n,n,n,9,n,n,n,39.8,n,n,n,24,n,n,n,18,n,n,n,60,n,n,n,31,n,n,n,21,n,n,n,40,n,n,n,20,n,n,n,7,n,n,n
