Data de Medição,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,VALE - ITABIRA,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2022-11-01 02:30:00,n,14,n,n,n,6,n,n,n,3,n,n,n,n,n,n,n,n,n,n,n,10.8,n,n,n,n,n,n,n,n,n,n,n,1.2,n,n,n,77.1,n,n,n,6.3,n,n,n,6.1,n,n,n,1.4,n,n,n,2.2,n,n,n,13.7,n,n,n,15.4,n,n,n,8,n,n,n,5,n,n,n,2.3,n,n,n,67.5,n,n,n
2022-11-01 03:30:00,n,14,n,n,n,6,n,n,n,3,n,n,n,n,n,n,n,n,n,n,n,11.5,n,n,n,n,n,n,n,n,n,n,n,0.9,n,n,n,61.6,n,n,n,5.4,n,n,n,7.3,n,n,n,2.4,n,n,n,1.3,n,n,n,13.7,n,n,n,16,n,n,n,9,n,n,n,5,n,n,n,2,n,n,n,66.4,n,n,n
2022-11-01 04:30:00,n,12,n,n,n,6,n,n,n,3,n,n,n,n,n,n,n,n,n,n,n,10.2,n,n,n,5,n,n,n,3,n,n,n,0.9,n,n,n,86.1,n,n,n,8.4,n,n,n,9,n,n,n,3.9,n,n,n,1.2,n,n,n,13.7,n,n,n,15.8,n,n,n,8,n,n,n,3,n,n,n,1.6,n,n,n,98.7,n,n,n
2022-11-01 05:30:00,n,17,n,n,n,8,n,n,n,4,n,n,n,n,n,n,n,n,n,n,n,13.9,n,n,n,3,n,n,n,6,n,n,n,0.7,n,n,n,75.5,n,n,n,13.6,n,n,n,9.9,n,n,n,3.9,n,n,n,0.5,n,n,n,13.5,n,n,n,19.3,n,n,n,18,n,n,n,8,n,n,n,1,n,n,n,113.3,n,n,n
2022-11-01 06:30:00,n,26,n,n,n,12,n,n,n,6,n,n,n,n,n,n,n,n,n,n,n,21.3,n,n,n,9,n,n,n,6,n,n,n,0.7,n,n,n,48.5,n,n,n,20.1,n,n,n,14.5,n,n,n,6.4,n,n,n,0.8,n,n,n,13.6,n,n,n,24.1,n,n,n,16,n,n,n,6,n,n,n,1.2,n,n,n,117,n,n,n
2022-11-01 07:30:00,n,21,n,n,n,9,n,n,n,5,n,n,n,n,n,n,n,n,n,n,n,16.9,n,n,n,8,n,n,n,7,n,n,n,0.9,n,n,n,84.9,n,n,n,13.4,n,n,n,13.2,n,n,n,6,n,n,n,0.5,n,n,n,13.5,n,n,n,24.2,n,n,n,9,n,n,n,3,n,n,n,1,n,n,n,132.7,n,n,n
2022-11-01 08:30:00,n,22,n,n,n,10,n,n,n,5,n,n,n,n,n,n,n,n,n,n,n,18.2,n,n,n,11,n,n,n,n,n,n,n,1.5,n,n,n,85.4,n,n,n,12.4,n,n,n,13.4,n,n,n,6.9,n,n,n,1.8,n,n,n,13.6,n,n,n,21.7,n,n,n,12,n,n,n,3,n,n,n,1.4,n,n,n,122.4,n,n,n
2022-11-01 09:30:00,n,25,n,n,n,11,n,n,n,6,n,n,n,n,n,n,n,n,n,n,n,19.5,n,n,n,13,n,n,n,7,n,n,n,1.2,n,n,n,66.9,n,n,n,16.3,n,n,n,13.5,n,n,n,5.4,n,n,n,2,n,n,n,12.1,n,n,n,19.7,n,n,n,9,n,n,n,5,n,n,n,1.4,n,n,n,115.5,n,n,n
2022-11-01 10:30:00,n,16,n,n,n,7,n,n,n,4,n,n,n,n,n,n,n,n,n,n,n,12.8,n,n,n,6,n,n,n,6,n,n,n,1.1,n,n,n,296.4,n,n,n,n,n,n,n,9.1,n,n,n,3.6,n,n,n,1.2,n,n,n,13.7,n,n,n,14.6,n,n,n,5,n,n,n,5,n,n,n,1.3,n,n,n,3.1,n,n,n
2022-11-01 11:30:00,n,12,n,n,n,6,n,n,n,3,n,n,n,n,n,n,n,n,n,n,n,10.2,n,n,n,1,n,n,n,2,n,n,n,1.3,n,n,n,334.3,n,n,n,48.3,n,n,n,11.1,n,n,n,6.4,n,n,n,1.3,n,n,n,13.5,n,n,n,13.2,n,n,n,5,n,n,n,6,n,n,n,1.7,n,n,n,16,n,n,n
2022-11-01 12:00:00,n,n,n,17.8,VM,n,n,8,VM,n,n,4.1,VM,n,n,n,n,n,n,n,n,n,n,14.3,VM,n,n,8.9,VM,n,n,4.7,VM,n,n,1.1,VM,n,n,143,VM,n,n,25.9,VM,n,n,11.9,VM,n,n,4.8,VM,n,n,1.4,VM,n,n,101.8,VM,n,n,24.8,VM,n,n,9.2,VM,n,n,4.5,VM,n,n,1.5,VM,n,n,125.9,VM
2022-11-01 12:30:00,n,16,n,n,n,7,n,n,n,5,n,n,n,n,n,n,n,n,n,n,n,13.1,n,n,n,6,n,n,n,3,n,n,n,1,n,n,n,58.9,n,n,n,28.5,n,n,n,6.5,n,n,n,2,n,n,n,1.2,n,n,n,7.8,n,n,n,15.9,n,n,n,6,n,n,n,3,n,n,n,1,n,n,n,69.5,n,n,n
2022-11-01 13:30:00,n,16,n,n,n,7,n,n,n,4,n,n,n,n,n,n,n,n,n,n,n,13.1,n,n,n,3,n,n,n,5,n,n,n,0.8,n,n,n,219.6,n,n,n,45.5,n,n,n,7.2,n,n,n,n,n,n,n,0.7,n,n,n,7,n,n,n,86.3,n,n,n,5,n,n,n,1,n,n,n,0.8,n,n,n,183,n,n,n
2022-11-01 14:30:00,n,16,n,n,n,6,n,n,n,2,n,n,n,n,n,n,n,n,n,n,n,13,n,n,n,5,n,n,n,3,n,n,n,1.1,n,n,n,201.9,n,n,n,68.3,n,n,n,20.1,n,n,n,4.8,n,n,n,2.1,n,n,n,294.6,n,n,n,22.2,n,n,n,8,n,n,n,2,n,n,n,1.9,n,n,n,245.5,n,n,n
2022-11-01 15:30:00,n,15,n,n,n,7,n,n,n,3,n,n,n,n,n,n,n,n,n,n,n,11.7,n,n,n,6,n,n,n,2,n,n,n,0.9,n,n,n,245.5,n,n,n,24.6,n,n,n,11.4,n,n,n,3.5,n,n,n,1,n,n,n,263.5,n,n,n,15.9,n,n,n,13,n,n,n,5,n,n,n,1.6,n,n,n,250.7,n,n,n
2022-11-01 16:30:00,n,24,n,n,n,11,n,n,n,5,n,n,n,n,n,n,n,n,n,n,n,19.3,n,n,n,16,n,n,n,2,n,n,n,0.8,n,n,n,156.9,n,n,n,33.6,n,n,n,10.5,n,n,n,3.9,n,n,n,0.7,n,n,n,260.2,n,n,n,20.4,n,n,n,14,n,n,n,6,n,n,n,0.6,n,n,n,135.1,n,n,n
2022-11-01 17:30:00,n,36,n,n,n,16,n,n,n,8,n,n,n,n,n,n,n,n,n,n,n,28.7,n,n,n,27,n,n,n,3,n,n,n,1.1,n,n,n,120.1,n,n,n,51.3,n,n,n,19.8,n,n,n,6.1,n,n,n,1.3,n,n,n,245.9,n,n,n,28.3,n,n,n,13,n,n,n,5,n,n,n,0.7,n,n,n,115.6,n,n,n
2022-11-01 18:30:00,n,37,n,n,n,17,n,n,n,9,n,n,n,n,n,n,n,n,n,n,n,29.9,n,n,n,23,n,n,n,9,n,n,n,0.6,n,n,n,182.3,n,n,n,64.7,n,n,n,26.1,n,n,n,10.3,n,n,n,1,n,n,n,230.2,n,n,n,58.3,n,n,n,11,n,n,n,5,n,n,n,0.6,n,n,n,111.8,n,n,n
2022-11-01 19:30:00,n,26,n,n,n,12,n,n,n,6,n,n,n,n,n,n,n,n,n,n,n,21.2,n,n,n,12,n,n,n,6,n,n,n,0.6,n,n,n,279.9,n,n,n,44.3,n,n,n,28,n,n,n,12.3,n,n,n,0.5,n,n,n,230.2,n,n,n,59.6,n,n,n,14,n,n,n,5,n,n,n,0.6,n,n,n,104.8,n,n,n
2022-11-01 20:30:00,n,17,n,n,n,8,n,n,n,4,n,n,n,n,n,n,n,n,n,n,n,13.9,n,n,n,17,n,n,n,9,n,n,n,1.5,n,n,n,153.8,n,n,n,33.3,n,n,n,21,n,n,n,9.1,n,n,n,1.8,n,n,n,161.2,n,n,n,36,n,n,n,9,n,n,n,7,n,n,n,1.5,n,n,n,175.9,n,n,n
2022-11-01 21:30:00,n,15,n,n,n,7,n,n,n,3,n,n,n,n,n,n,n,n,n,n,n,12.1,n,n,n,9,n,n,n,6,n,n,n,1.7,n,n,n,136.7,n,n,n,13,n,n,n,9.4,n,n,n,1.7,n,n,n,2.1,n,n,n,168.8,n,n,n,21.8,n,n,n,6,n,n,n,3,n,n,n,2.5,n,n,n,206,n,n,n
2022-11-01 22:30:00,n,4,n,n,n,2,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,2.3,n,n,n,7,n,n,n,2,n,n,n,1.4,n,n,n,177.8,n,n,n,6.5,n,n,n,5,n,n,n,n,n,n,n,2,n,n,n,207.1,n,n,n,11.8,n,n,n,8,n,n,n,3,n,n,n,2.6,n,n,n,236.6,n,n,n
2022-11-01 23:30:00,n,7,n,n,n,3,n,n,n,2,n,n,n,n,n,n,n,n,n,n,n,3.1,n,n,n,1,n,n,n,n,n,n,n,1.1,n,n,n,192.6,n,n,n,n,n,n,n,2.6,n,n,n,n,n,n,n,1.6,n,n,n,204.1,n,n,n,10.2,n,n,n,7,n,n,n,5,n,n,n,2,n,n,n,230.5,n,n,n
2022-11-02 00:30:00,n,4,n,n,n,2,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,2.6,n,n,n,n,n,n,n,n,n,n,n,0.9,n,n,n,210.9,n,n,n,n,n,n,n,2,n,n,n,n,n,n,n,1.6,n,n,n,185.2,n,n,n,10.6,n,n,n,6,n,n,n,1,n,n,n,1.7,n,n,n,227.4,n,n,n
2022-11-02 01:30:00,n,1,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1.1,n,n,n,n,n,n,n,n,n,n,n,0.9,n,n,n,212,n,n,n,n,n,n,n,1.1,n,n,n,n,n,n,n,1.3,n,n,n,183.4,n,n,n,7.8,n,n,n,7,n,n,n,n,n,n,n,1.6,n,n,n,231.7,n,n,n
2022-11-02 02:30:00,n,2,n,n,n,1,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,1.7,n,n,n,n,n,n,n,n,n,n,n,0.9,n,n,n,208.7,n,n,n,n,n,n,n,1.7,n,n,n,n,n,n,n,1.6,n,n,n,180,n,n,n,8.4,n,n,n,7,n,n,n,1,n,n,n,1.5,n,n,n,229,n,n,n
2022-11-02 03:30:00,n,5,n,n,n,2,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,4.2,n,n,n,n,n,n,n,n,n,n,n,0.7,n,n,n,218.6,n,n,n,n,n,n,n,3,n,n,n,n,n,n,n,1,n,n,n,174.5,n,n,n,12.9,n,n,n,2,n,n,n,3,n,n,n,1.6,n,n,n,212.5,n,n,n
2022-11-02 04:30:00,n,6,n,n,n,3,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,5.2,n,n,n,n,n,n,n,n,n,n,n,0.8,n,n,n,207.5,n,n,n,n,n,n,n,3.4,n,n,n,n,n,n,n,0.9,n,n,n,174.5,n,n,n,13,n,n,n,3,n,n,n,2,n,n,n,2.1,n,n,n,207.3,n,n,n
2022-11-02 05:30:00,n,7,n,n,n,3,n,n,n,2,n,n,n,n,n,n,n,n,n,n,n,5.6,n,n,n,n,n,n,n,n,n,n,n,0.7,n,n,n,216.3,n,n,n,4.6,n,n,n,5.1,n,n,n,n,n,n,n,0.8,n,n,n,172.4,n,n,n,19.1,n,n,n,6,n,n,n,1,n,n,n,1.7,n,n,n,201.6,n,n,n
2022-11-02 06:30:00,n,7,n,n,n,3,n,n,n,2,n,n,n,n,n,n,n,n,n,n,n,5.5,n,n,n,6,n,n,n,n,n,n,n,1.3,n,n,n,149.4,n,n,n,7.8,n,n,n,5.2,n,n,n,n,n,n,n,1.9,n,n,n,165.9,n,n,n,12.7,n,n,n,8,n,n,n,3,n,n,n,2.1,n,n,n,193.6,n,n,n
2022-11-02 07:30:00,n,11,n,n,n,5,n,n,n,3,n,n,n,n,n,n,n,n,n,n,n,9.4,n,n,n,7,n,n,n,n,n,n,n,2.5,n,n,n,121.4,n,n,n,3,n,n,n,6,n,n,n,n,n,n,n,2.7,n,n,n,155.8,n,n,n,12.1,n,n,n,6,n,n,n,6,n,n,n,2.6,n,n,n,189.7,n,n,n
2022-11-02 08:30:00,n,14,n,n,n,6,n,n,n,3,n,n,n,n,n,n,n,n,n,n,n,10.7,n,n,n,9,n,n,n,2,n,n,n,2.1,n,n,n,125.8,n,n,n,n,n,n,n,6.4,n,n,n,n,n,n,n,2,n,n,n,144.1,n,n,n,15.4,n,n,n,6,n,n,n,5,n,n,n,2.4,n,n,n,192.3,n,n,n
2022-11-02 09:30:00,n,11,n,n,n,5,n,n,n,3,n,n,n,n,n,n,n,n,n,n,n,9,n,n,n,8,n,n,n,1,n,n,n,2.2,n,n,n,123.8,n,n,n,2.7,n,n,n,6.7,n,n,n,0.4,n,n,n,2.3,n,n,n,132.5,n,n,n,20.6,n,n,n,12,n,n,n,7,n,n,n,3.3,n,n,n,193.6,n,n,n
2022-11-02 10:30:00,n,15,n,n,n,7,n,n,n,3,n,n,n,n,n,n,n,n,n,n,n,11.5,n,n,n,6,n,n,n,n,n,n,n,1.6,n,n,n,139.9,n,n,n,3.9,n,n,n,7.9,n,n,n,1.8,n,n,n,1.6,n,n,n,106.5,n,n,n,20.5,n,n,n,9,n,n,n,5,n,n,n,2.8,n,n,n,200.2,n,n,n
2022-11-02 11:30:00,n,9,n,n,n,4,n,n,n,2,n,n,n,n,n,n,n,n,n,n,n,6.9,n,n,n,n,n,n,n,n,n,n,n,1.1,n,n,n,176.3,n,n,n,3.2,n,n,n,8,n,n,n,3.5,n,n,n,1.6,n,n,n,65.6,n,n,n,18,n,n,n,6,n,n,n,3,n,n,n,1.9,n,n,n,223.3,n,n,n
2022-11-02 12:00:00,n,n,n,7,VM,n,n,3.2,VM,n,n,1.7,VM,n,n,n,n,n,n,n,n,n,n,5.7,VM,n,n,n,n,n,n,n,n,n,n,1.6,VM,n,n,153.2,VM,n,n,n,n,n,n,5.1,VM,n,n,n,n,n,n,1.7,VM,n,n,137.7,VM,n,n,10.7,VM,n,n,6.8,VM,n,n,n,n,n,n,2.2,VM,n,n,202.8,VM
2022-11-02 12:30:00,n,5,n,n,n,2,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,3.7,n,n,n,n,n,n,n,1,n,n,n,1.2,n,n,n,150.1,n,n,n,n,n,n,n,4.5,n,n,n,1.2,n,n,n,1.8,n,n,n,187.7,n,n,n,9.2,n,n,n,5,n,n,n,2,n,n,n,2.4,n,n,n,203.4,n,n,n
2022-11-02 13:30:00,n,7,n,n,n,3,n,n,n,2,n,n,n,n,n,n,n,n,n,n,n,5.9,n,n,n,1,n,n,n,2,n,n,n,1.3,n,n,n,142.6,n,n,n,n,n,n,n,5.2,n,n,n,0.8,n,n,n,1.6,n,n,n,169.9,n,n,n,9.2,n,n,n,3,n,n,n,n,n,n,n,2.3,n,n,n,190.4,n,n,n
2022-11-02 14:30:00,n,5,n,n,n,2,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,3.6,n,n,n,n,n,n,n,n,n,n,n,2.4,n,n,n,112.4,n,n,n,5.1,n,n,n,6.7,n,n,n,0.8,n,n,n,2.2,n,n,n,118.7,n,n,n,8.1,n,n,n,2,n,n,n,n,n,n,n,2.4,n,n,n,180.3,n,n,n
2022-11-02 15:30:00,n,5,n,n,n,2,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,4.4,n,n,n,n,n,n,n,n,n,n,n,2.5,n,n,n,121.6,n,n,n,6.7,n,n,n,6.3,n,n,n,0.8,n,n,n,2.4,n,n,n,111.4,n,n,n,8.2,n,n,n,8,n,n,n,n,n,n,n,2.5,n,n,n,193.1,n,n,n
2022-11-02 16:30:00,n,7,n,n,n,3,n,n,n,2,n,n,n,n,n,n,n,n,n,n,n,6.2,n,n,n,n,n,n,n,n,n,n,n,2.3,n,n,n,128.5,n,n,n,4,n,n,n,6,n,n,n,1.6,n,n,n,2.3,n,n,n,111.8,n,n,n,6.3,n,n,n,29,n,n,n,n,n,n,n,2.8,n,n,n,201.4,n,n,n
2022-11-02 17:30:00,n,9,n,n,n,4,n,n,n,2,n,n,n,n,n,n,n,n,n,n,n,7.1,n,n,n,1,n,n,n,3,n,n,n,2,n,n,n,129.6,n,n,n,2.7,n,n,n,6.4,n,n,n,1.7,n,n,n,1.7,n,n,n,111.6,n,n,n,5,n,n,n,3,n,n,n,n,n,n,n,2.5,n,n,n,197.4,n,n,n
2022-11-02 18:30:00,n,6,n,n,n,3,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,4.9,n,n,n,1,n,n,n,7,n,n,n,1.6,n,n,n,135,n,n,n,3.1,n,n,n,4.8,n,n,n,1.2,n,n,n,1.6,n,n,n,111.6,n,n,n,10.2,n,n,n,n,n,n,n,n,n,n,n,2.3,n,n,n,204.9,n,n,n
2022-11-02 19:30:00,n,6,n,n,n,3,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,5.3,n,n,n,2,n,n,n,7,n,n,n,2.1,n,n,n,126.4,n,n,n,8.6,n,n,n,5.2,n,n,n,0.8,n,n,n,1.9,n,n,n,108.9,n,n,n,7.1,n,n,n,1,n,n,n,n,n,n,n,2.4,n,n,n,197.6,n,n,n
2022-11-02 20:30:00,n,9,n,n,n,4,n,n,n,2,n,n,n,n,n,n,n,n,n,n,n,7.3,n,n,n,6,n,n,n,5,n,n,n,1.9,n,n,n,125.2,n,n,n,7.8,n,n,n,6.4,n,n,n,0.9,n,n,n,1.7,n,n,n,108.4,n,n,n,5.3,n,n,n,n,n,n,n,n,n,n,n,2.2,n,n,n,191.1,n,n,n
2022-11-02 21:30:00,n,10,n,n,n,4,n,n,n,2,n,n,n,n,n,n,n,n,n,n,n,8,n,n,n,7,n,n,n,3,n,n,n,1.4,n,n,n,120.9,n,n,n,7,n,n,n,6.9,n,n,n,1.1,n,n,n,1.8,n,n,n,108.4,n,n,n,5.8,n,n,n,n,n,n,n,1,n,n,n,2,n,n,n,192.4,n,n,n
2022-11-02 22:30:00,n,6,n,n,n,3,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,4.8,n,n,n,3,n,n,n,2,n,n,n,1.6,n,n,n,131.1,n,n,n,5.8,n,n,n,6,n,n,n,0.2,n,n,n,1.4,n,n,n,108.3,n,n,n,0.9,n,n,n,n,n,n,n,2,n,n,n,1.9,n,n,n,203.1,n,n,n
2022-11-02 23:30:00,n,1,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1.4,n,n,n,n,n,n,n,1,n,n,n,1.7,n,n,n,141.9,n,n,n,n,n,n,n,0.8,n,n,n,n,n,n,n,1.5,n,n,n,108.6,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,2,n,n,n,209.9,n,n,n
2022-11-03 00:30:00,n,4,n,n,n,2,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,3.4,n,n,n,1,n,n,n,1,n,n,n,1.7,n,n,n,132.6,n,n,n,n,n,n,n,1,n,n,n,n,n,n,n,1.4,n,n,n,108.9,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,2.1,n,n,n,196.8,n,n,n
2022-11-03 01:30:00,n,5,n,n,n,2,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,4.3,n,n,n,2,n,n,n,2,n,n,n,1.5,n,n,n,124.7,n,n,n,n,n,n,n,1.3,n,n,n,n,n,n,n,1.3,n,n,n,108.9,n,n,n,1.7,n,n,n,n,n,n,n,n,n,n,n,1.8,n,n,n,198.4,n,n,n
2022-11-03 02:30:00,n,10,n,n,n,4,n,n,n,2,n,n,n,n,n,n,n,n,n,n,n,7.9,n,n,n,5,n,n,n,3,n,n,n,1,n,n,n,146.2,n,n,n,2.5,n,n,n,3.7,n,n,n,n,n,n,n,0.9,n,n,n,108.9,n,n,n,4.4,n,n,n,n,n,n,n,1,n,n,n,1.8,n,n,n,193.7,n,n,n
2022-11-03 03:30:00,n,5,n,n,n,2,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,3.6,n,n,n,n,n,n,n,3,n,n,n,1,n,n,n,147.8,n,n,n,n,n,n,n,2.8,n,n,n,n,n,n,n,0.6,n,n,n,108.9,n,n,n,7.4,n,n,n,n,n,n,n,1,n,n,n,1.6,n,n,n,203.2,n,n,n
2022-11-03 04:30:00,n,4,n,n,n,2,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,2.9,n,n,n,n,n,n,n,1,n,n,n,0.8,n,n,n,148.7,n,n,n,1.9,n,n,n,3.4,n,n,n,n,n,n,n,0.7,n,n,n,108.9,n,n,n,10.2,n,n,n,3,n,n,n,2,n,n,n,1.1,n,n,n,204.6,n,n,n
2022-11-03 05:30:00,n,7,n,n,n,3,n,n,n,2,n,n,n,n,n,n,n,n,n,n,n,6.3,n,n,n,1,n,n,n,n,n,n,n,0.8,n,n,n,163.6,n,n,n,3.9,n,n,n,5.2,n,n,n,1.1,n,n,n,0.6,n,n,n,108.8,n,n,n,8.6,n,n,n,5,n,n,n,2,n,n,n,1.1,n,n,n,208.5,n,n,n
2022-11-03 06:30:00,n,11,n,n,n,5,n,n,n,3,n,n,n,n,n,n,n,n,n,n,n,8.9,n,n,n,3,n,n,n,2,n,n,n,1.1,n,n,n,162.5,n,n,n,6.8,n,n,n,7.3,n,n,n,2.8,n,n,n,1,n,n,n,108.9,n,n,n,1.7,n,n,n,n,n,n,n,1,n,n,n,1.7,n,n,n,204.3,n,n,n
