2022-11-01 05:30:00,17,n,n,n,8,n,n,n,4,n,n,n,13.9,n,n,n,3,n,n,n,6,n,n,n,13.6,n,n,n,9.9,n,n,n,3.9,n,n,n,19.3,n,n,n,18,n,n,n,8,n,n,n
2022-11-01 06:30:00,26,n,n,n,12,n,n,n,6,n,n,n,21.3,n,n,n,9,n,n,n,6,n,n,n,20.1,n,n,n,14.5,n,n,n,6.4,n,n,n,24.1,n,n,n,16,n,n,n,6,n,n,n
2022-11-01 07:30:00,21,n,n,n,9,n,n,n,5,n,n,n,16.9,n,n,n,8,n,n,n,7,n,n,n,13.4,n,n,n,13.2,n,n,n,6,n,n,n,24.2,n,n,n,9,n,n,n,3,n,n,n
2022-11-01 08:30:00,22,n,n,n,10,n,n,n,5,n,n,n,18.2,n,n,n,11,n,n,n,n,n,n,n,12.4,n,n,n,13.4,n,n,n,6.9,n,n,n,21.7,n,n,n,12,n,n,n,3,n,n,n
2022-11-01 09:30:00,25,n,n,n,11,n,n,n,6,n,n,n,19.5,n,n,n,13,n,n,n,7,n,n,n,16.3,n,n,n,13.5,n,n,n,5.4,n,n,n,19.7,n,n,n,9,n,n,n,5,n,n,n
2022-11-01 10:30:00,16,n,n,n,7,n,n,n,4,n,n,n,12.8,n,n,n,6,n,n,n,6,n,n,n,n,n,n,n,9.1,n,n,n,3.6,n,n,n,14.6,n,n,n,5,n,n,n,5,n,n,n
2022-11-01 11:30:00,12,n,n,n,6,n,n,n,3,n,n,n,10.2,n,n,n,1,n,n,n,2,n,n,n,48.3,n,n,n,11.1,n,n,n,6.4,n,n,n,13.2,n,n,n,5,n,n,n,6,n,n,n
2022-11-01 12:00:00,n,n,17.8,VM,n,n,8,VM,n,n,4.1,VM,n,n,14.3,VM,n,n,8.9,VM,n,n,4.7,VM,n,n,25.9,VM,n,n,11.9,VM,n,n,4.8,VM,n,n,24.8,VM,n,n,9.2,VM,n,n,4.5,VM
2022-11-01 12:30:00,16,n,n,n,7,n,n,n,5,n,n,n,13.1,n,n,n,6,n,n,n,3,n,n,n,28.5,n,n,n,6.5,n,n,n,2,n,n,n,15.9,n,n,n,6,n,n,n,3,n,n,n
2022-11-01 13:30:00,16,n,n,n,7,n,n,n,4,n,n,n,13.1,n,n,n,3,n,n,n,5,n,n,n,45.5,n,n,n,7.2,n,n,n,n,n,n,n,86.3,n,n,n,5,n,n,n,1,n,n,n
2022-11-01 14:30:00,16,n,n,n,6,n,n,n,2,n,n,n,13,n,n,n,5,n,n,n,3,n,n,n,68.3,n,n,n,20.1,n,n,n,4.8,n,n,n,22.2,n,n,n,8,n,n,n,2,n,n,n
2022-11-01 15:30:00,15,n,n,n,7,n,n,n,3,n,n,n,11.7,n,n,n,6,n,n,n,2,n,n,n,24.6,n,n,n,11.4,n,n,n,3.5,n,n,n,15.9,n,n,n,13,n,n,n,5,n,n,n
2022-11-01 16:30:00,24,n,n,n,11,n,n,n,5,n,n,n,19.3,n,n,n,16,n,n,n,2,n,n,n,33.6,n,n,n,10.5,n,n,n,3.9,n,n,n,20.4,n,n,n,14,n,n,n,6,n,n,n
2022-11-01 17:30:00,36,n,n,n,16,n,n,n,8,n,n,n,28.7,n,n,n,27,n,n,n,3,n,n,n,51.3,n,n,n,19.8,n,n,n,6.1,n,n,n,28.3,n,n,n,13,n,n,n,5,n,n,n
2022-11-01 18:30:00,37,n,n,n,17,n,n,n,9,n,n,n,29.9,n,n,n,23,n,n,n,9,n,n,n,64.7,n,n,n,26.1,n,n,n,10.3,n,n,n,58.3,n,n,n,11,n,n,n,5,n,n,n
2022-11-01 19:30:00,26,n,n,n,12,n,n,n,6,n,n,n,21.2,n,n,n,12,n,n,n,6,n,n,n,44.3,n,n,n,28,n,n,n,12.3,n,n,n,59.6,n,n,n,14,n,n,n,5,n,n,n
2022-11-01 20:30:00,17,n,n,n,8,n,n,n,4,n,n,n,13.9,n,n,n,17,n,n,n,9,n,n,n,33.3,n,n,n,21,n,n,n,9.1,n,n,n,36,n,n,n,9,n,n,n,7,n,n,n
2022-11-01 21:30:00,15,n,n,n,7,n,n,n,3,n,n,n,12.1,n,n,n,9,n,n,n,6,n,n,n,13,n,n,n,9.4,n,n,n,1.7,n,n,n,21.8,n,n,n,6,n,n,n,3,n,n,n
2022-11-01 22:30:00,4,n,n,n,2,n,n,n,1,n,n,n,2.3,n,n,n,7,n,n,n,2,n,n,n,6.5,n,n,n,5,n,n,n,n,n,n,n,11.8,n,n,n,8,n,n,n,3,n,n,n
2022-11-01 23:30:00,7,n,n,n,3,n,n,n,2,n,n,n,3.1,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,2.6,n,n,n,n,n,n,n,10.2,n,n,n,7,n,n,n,5,n,n,n
2022-11-02 00:30:00,4,n,n,n,2,n,n,n,1,n,n,n,2.6,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,2,n,n,n,n,n,n,n,10.6,n,n,n,6,n,n,n,1,n,n,n
2022-11-02 01:30:00,1,n,n,n,1,n,n,n,n,n,n,n,1.1,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1.1,n,n,n,n,n,n,n,7.8,n,n,n,7,n,n,n,n,n,n,n
2022-11-02 02:30:00,2,n,n,n,1,n,n,n,1,n,n,n,1.7,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1.7,n,n,n,n,n,n,n,8.4,n,n,n,7,n,n,n,1,n,n,n
2022-11-02 03:30:00,5,n,n,n,2,n,n,n,1,n,n,n,4.2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,3,n,n,n,n,n,n,n,12.9,n,n,n,2,n,n,n,3,n,n,n
2022-11-02 04:30:00,6,n,n,n,3,n,n,n,1,n,n,n,5.2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,3.4,n,n,n,n,n,n,n,13,n,n,n,3,n,n,n,2,n,n,n
2022-11-02 05:30:00,7,n,n,n,3,n,n,n,2,n,n,n,5.6,n,n,n,n,n,n,n,n,n,n,n,4.6,n,n,n,5.1,n,n,n,n,n,n,n,19.1,n,n,n,6,n,n,n,1,n,n,n
2022-11-02 06:30:00,7,n,n,n,3,n,n,n,2,n,n,n,5.5,n,n,n,6,n,n,n,n,n,n,n,7.8,n,n,n,5.2,n,n,n,n,n,n,n,12.7,n,n,n,8,n,n,n,3,n,n,n
2022-11-02 07:30:00,11,n,n,n,5,n,n,n,3,n,n,n,9.4,n,n,n,7,n,n,n,n,n,n,n,3,n,n,n,6,n,n,n,n,n,n,n,12.1,n,n,n,6,n,n,n,6,n,n,n
2022-11-02 08:30:00,14,n,n,n,6,n,n,n,3,n,n,n,10.7,n,n,n,9,n,n,n,2,n,n,n,n,n,n,n,6.4,n,n,n,n,n,n,n,15.4,n,n,n,6,n,n,n,5,n,n,n
2022-11-02 09:30:00,11,n,n,n,5,n,n,n,3,n,n,n,9,n,n,n,8,n,n,n,1,n,n,n,2.7,n,n,n,6.7,n,n,n,0.4,n,n,n,20.6,n,n,n,12,n,n,n,7,n,n,n
2022-11-02 10:30:00,15,n,n,n,7,n,n,n,3,n,n,n,11.5,n,n,n,6,n,n,n,n,n,n,n,3.9,n,n,n,7.9,n,n,n,1.8,n,n,n,20.5,n,n,n,9,n,n,n,5,n,n,n
2022-11-02 11:30:00,9,n,n,n,4,n,n,n,2,n,n,n,6.9,n,n,n,n,n,n,n,n,n,n,n,3.2,n,n,n,8,n,n,n,3.5,n,n,n,18,n,n,n,6,n,n,n,3,n,n,n
2022-11-02 12:00:00,n,n,7,VM,n,n,3.2,VM,n,n,1.7,VM,n,n,5.7,VM,n,n,n,n,n,n,n,n,n,n,n,n,n,n,5.1,VM,n,n,n,n,n,n,10.7,VM,n,n,6.8,VM,n,n,n,n
2022-11-02 12:30:00,5,n,n,n,2,n,n,n,1,n,n,n,3.7,n,n,n,n,n,n,n,1,n,n,n,n,n,n,n,4.5,n,n,n,1.2,n,n,n,9.2,n,n,n,5,n,n,n,2,n,n,n
2022-11-02 13:30:00,7,n,n,n,3,n,n,n,2,n,n,n,5.9,n,n,n,1,n,n,n,2,n,n,n,n,n,n,n,5.2,n,n,n,0.8,n,n,n,9.2,n,n,n,3,n,n,n,n,n,n,n
2022-11-02 14:30:00,5,n,n,n,2,n,n,n,1,n,n,n,3.6,n,n,n,n,n,n,n,n,n,n,n,5.1,n,n,n,6.7,n,n,n,0.8,n,n,n,8.1,n,n,n,2,n,n,n,n,n,n,n
2022-11-02 15:30:00,5,n,n,n,2,n,n,n,1,n,n,n,4.4,n,n,n,n,n,n,n,n,n,n,n,6.7,n,n,n,6.3,n,n,n,0.8,n,n,n,8.2,n,n,n,8,n,n,n,n,n,n,n
2022-11-02 16:30:00,7,n,n,n,3,n,n,n,2,n,n,n,6.2,n,n,n,n,n,n,n,n,n,n,n,4,n,n,n,6,n,n,n,1.6,n,n,n,6.3,n,n,n,29,n,n,n,n,n,n,n
2022-11-02 17:30:00,9,n,n,n,4,n,n,n,2,n,n,n,7.1,n,n,n,1,n,n,n,3,n,n,n,2.7,n,n,n,6.4,n,n,n,1.7,n,n,n,5,n,n,n,3,n,n,n,n,n,n,n
2022-11-02 18:30:00,6,n,n,n,3,n,n,n,1,n,n,n,4.9,n,n,n,1,n,n,n,7,n,n,n,3.1,n,n,n,4.8,n,n,n,1.2,n,n,n,10.2,n,n,n,n,n,n,n,n,n,n,n
2022-11-02 19:30:00,6,n,n,n,3,n,n,n,1,n,n,n,5.3,n,n,n,2,n,n,n,7,n,n,n,8.6,n,n,n,5.2,n,n,n,0.8,n,n,n,7.1,n,n,n,1,n,n,n,n,n,n,n
2022-11-02 20:30:00,9,n,n,n,4,n,n,n,2,n,n,n,7.3,n,n,n,6,n,n,n,5,n,n,n,7.8,n,n,n,6.4,n,n,n,0.9,n,n,n,5.3,n,n,n,n,n,n,n,n,n,n,n
2022-11-02 21:30:00,10,n,n,n,4,n,n,n,2,n,n,n,8,n,n,n,7,n,n,n,3,n,n,n,7,n,n,n,6.9,n,n,n,1.1,n,n,n,5.8,n,n,n,n,n,n,n,1,n,n,n
2022-11-02 22:30:00,6,n,n,n,3,n,n,n,1,n,n,n,4.8,n,n,n,3,n,n,n,2,n,n,n,5.8,n,n,n,6,n,n,n,0.2,n,n,n,0.9,n,n,n,n,n,n,n,2,n,n,n
2022-11-02 23:30:00,1,n,n,n,1,n,n,n,n,n,n,n,1.4,n,n,n,n,n,n,n,1,n,n,n,n,n,n,n,0.8,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2022-11-03 00:30:00,4,n,n,n,2,n,n,n,1,n,n,n,3.4,n,n,n,1,n,n,n,1,n,n,n,n,n,n,n,1,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2022-11-03 01:30:00,5,n,n,n,2,n,n,n,1,n,n,n,4.3,n,n,n,2,n,n,n,2,n,n,n,n,n,n,n,1.3,n,n,n,n,n,n,n,1.7,n,n,n,n,n,n,n,n,n,n,n
2022-11-03 02:30:00,10,n,n,n,4,n,n,n,2,n,n,n,7.9,n,n,n,5,n,n,n,3,n,n,n,2.5,n,n,n,3.7,n,n,n,n,n,n,n,4.4,n,n,n,n,n,n,n,1,n,n,n
2022-11-03 03:30:00,5,n,n,n,2,n,n,n,1,n,n,n,3.6,n,n,n,n,n,n,n,3,n,n,n,n,n,n,n,2.8,n,n,n,n,n,n,n,7.4,n,n,n,n,n,n,n,1,n,n,n
2022-11-03 04:30:00,4,n,n,n,2,n,n,n,1,n,n,n,2.9,n,n,n,n,n,n,n,1,n,n,n,1.9,n,n,n,3.4,n,n,n,n,n,n,n,10.2,n,n,n,3,n,n,n,2,n,n,n
2022-11-03 05:30:00,7,n,n,n,3,n,n,n,2,n,n,n,6.3,n,n,n,1,n,n,n,n,n,n,n,3.9,n,n,n,5.2,n,n,n,1.1,n,n,n,8.6,n,n,n,5,n,n,n,2,n,n,n
2022-11-03 06:30:00,11,n,n,n,5,n,n,n,3,n,n,n,8.9,n,n,n,3,n,n,n,2,n,n,n,6.8,n,n,n,7.3,n,n,n,2.8,n,n,n,1.7,n,n,n,n,n,n,n,1,n,n,n
2022-11-03 07:30:00,14,n,n,n,6,n,n,n,3,n,n,n,10.7,n,n,n,7,n,n,n,3,n,n,n,7.9,n,n,n,8.1,n,n,n,2.8,n,n,n,n,n,n,n,n,n,n,n,2,n,n,n
2022-11-03 08:30:00,12,n,n,n,6,n,n,n,3,n,n,n,10.2,n,n,n,5,n,n,n,2,n,n,n,7,n,n,n,9.8,n,n,n,3,n,n,n,9.5,n,n,n,2,n,n,n,2,n,n,n
2022-11-03 09:30:00,9,n,n,n,4,n,n,n,2,n,n,n,6.8,n,n,n,1,n,n,n,1,n,n,n,5.1,n,n,n,9.4,n,n,n,3,n,n,n,12.3,n,n,n,3,n,n,n,2,n,n,n
2022-11-03 10:30:00,12,n,n,n,6,n,n,n,3,n,n,n,10.2,n,n,n,1,n,n,n,n,n,n,n,6.4,n,n,n,8.1,n,n,n,2.3,n,n,n,12.1,n,n,n,3,n,n,n,1,n,n,n
2022-11-03 11:30:00,1.9,n,n,n,3.8,n,n,n,4.5,n,n,n,6.7,n,n,n,n,n,n,n,2,n,n,n,10.5,n,n,n,8.5,n,n,n,1.9,n,n,n,11.2,n,n,n,7,n,n,n,3,n,n,n
2022-11-03 12:00:00,n,n,7.6,VM,n,n,4,VM,n,n,3,VM,n,n,6.8,VM,n,n,n,n,n,n,3,VM,n,n,5.1,VM,n,n,5.5,VM,n,n,n,n,n,n,11.8,VM,n,n,n,n,n,n,2.5,VM
2022-11-03 12:30:00,n,n,n,n,5.8,n,n,n,5.9,n,n,n,5.4,n,n,n,n,n,n,n,2,n,n,n,1,n,n,n,4.3,n,n,n,n,n,n,n,7.5,n,n,n,5,n,n,n,5,n,n,n
2022-11-03 13:30:00,n,n,n,n,4.9,n,n,n,5.1,n,n,n,3.5,n,n,n,n,n,n,n,n,n,n,n,2.2,n,n,n,2.3,n,n,n,n,n,n,n,9,n,n,n,1,n,n,n,2,n,n,n
2022-11-03 14:30:00,1.1,n,n,n,4.7,n,n,n,5.2,n,n,n,2.8,n,n,n,n,n,n,n,2,n,n,n,1,n,n,n,2.3,n,n,n,n,n,n,n,9.7,n,n,n,1,n,n,n,1,n,n,n
2022-11-03 15:30:00,2.1,n,n,n,n,n,n,n,n,n,n,n,5.6,n,n,n,1,n,n,n,3,n,n,n,7.7,n,n,n,4.1,n,n,n,0.3,n,n,n,14.3,n,n,n,n,n,n,n,5,n,n,n
2022-11-03 16:30:00,n,n,n,n,n,n,n,n,n,n,n,n,8.5,n,n,n,3,n,n,n,2,n,n,n,4.2,n,n,n,6.1,n,n,n,1.5,n,n,n,22.7,n,n,n,n,n,n,n,2,n,n,n
2022-11-03 17:30:00,n,n,n,n,n,n,n,n,n,n,n,n,5.7,n,n,n,2,n,n,n,2,n,n,n,3.5,n,n,n,6.9,n,n,n,3,n,n,n,20.5,n,n,n,n,n,n,n,1,n,n,n
2022-11-03 18:30:00,6.5,n,n,n,n,n,n,n,1.3,n,n,n,6.2,n,n,n,1,n,n,n,3,n,n,n,5.8,n,n,n,7.4,n,n,n,3.3,n,n,n,22.6,n,n,n,n,n,n,n,6,n,n,n
2022-11-03 19:30:00,9.1,n,n,n,2.1,n,n,n,2.2,n,n,n,5.6,n,n,n,n,n,n,n,3,n,n,n,5.1,n,n,n,5.7,n,n,n,2.1,n,n,n,15.9,n,n,n,n,n,n,n,8,n,n,n
2022-11-03 20:30:00,6.1,n,n,n,7.4,n,n,n,5.9,n,n,n,6.5,n,n,n,1,n,n,n,5,n,n,n,4,n,n,n,4.9,n,n,n,1,n,n,n,5.6,n,n,n,n,n,n,n,3,n,n,n
2022-11-03 21:30:00,3.8,n,n,n,4.7,n,n,n,4.7,n,n,n,17.8,n,n,n,8,n,n,n,7,n,n,n,12,n,n,n,9.8,n,n,n,2.6,n,n,n,14.1,n,n,n,n,n,n,n,n,n,n,n
2022-11-03 22:30:00,11.9,n,n,n,3.7,n,n,n,3.7,n,n,n,7.7,n,n,n,5,n,n,n,8,n,n,n,4.9,n,n,n,6,n,n,n,0.3,n,n,n,22.5,n,n,n,n,n,n,n,2,n,n,n
2022-11-03 23:30:00,16.6,n,n,n,1.1,n,n,n,n,n,n,n,5.1,n,n,n,2,n,n,n,5,n,n,n,4.1,n,n,n,3.8,n,n,n,n,n,n,n,15,n,n,n,n,n,n,n,1,n,n,n
2022-11-04 00:30:00,9.8,n,n,n,4.3,n,n,n,4.2,n,n,n,8.3,n,n,n,2,n,n,n,3,n,n,n,8.6,n,n,n,4.6,n,n,n,n,n,n,n,15.9,n,n,n,n,n,n,n,n,n,n,n
2022-11-04 01:30:00,11.1,n,n,n,6.9,n,n,n,7.2,n,n,n,10.6,n,n,n,8,n,n,n,5,n,n,n,7.6,n,n,n,5.1,n,n,n,n,n,n,n,14.3,n,n,n,n,n,n,n,n,n,n,n
2022-11-04 02:30:00,11.1,n,n,n,4.9,n,n,n,5,n,n,n,7.1,n,n,n,1,n,n,n,5,n,n,n,7.4,n,n,n,5.4,n,n,n,n,n,n,n,17.3,n,n,n,n,n,n,n,1,n,n,n
2022-11-04 03:30:00,18.1,n,n,n,3.5,n,n,n,3.5,n,n,n,9.2,n,n,n,7,n,n,n,3,n,n,n,7.8,n,n,n,4.7,n,n,n,n,n,n,n,15.4,n,n,n,n,n,n,n,2,n,n,n
2022-11-04 04:30:00,19.1,n,n,n,5.9,n,n,n,6.1,n,n,n,17.2,n,n,n,13,n,n,n,7,n,n,n,10,n,n,n,9.3,n,n,n,2,n,n,n,17.6,n,n,n,n,n,n,n,3,n,n,n
2022-11-04 05:30:00,11.9,n,n,n,4.6,n,n,n,4.5,n,n,n,14.7,n,n,n,7,n,n,n,3,n,n,n,18.3,n,n,n,8.2,n,n,n,1.2,n,n,n,20.9,n,n,n,n,n,n,n,2,n,n,n
2022-11-04 06:30:00,16.2,n,n,n,n,n,n,n,n,n,n,n,31.5,n,n,n,35,n,n,n,6,n,n,n,21,n,n,n,11,n,n,n,2,n,n,n,26.3,n,n,n,n,n,n,n,2,n,n,n
2022-11-04 07:30:00,11.9,n,n,n,3.7,n,n,n,3.4,n,n,n,26.3,n,n,n,22,n,n,n,8,n,n,n,20.2,n,n,n,14.3,n,n,n,2.4,n,n,n,25.7,n,n,n,n,n,n,n,5,n,n,n
2022-11-04 08:30:00,16.2,n,n,n,4.5,n,n,n,3.8,n,n,n,22.1,n,n,n,16,n,n,n,9,n,n,n,17,n,n,n,13.6,n,n,n,2.2,n,n,n,26.8,n,n,n,n,n,n,n,2,n,n,n
2022-11-04 09:30:00,15.3,n,n,n,2.5,n,n,n,2,n,n,n,18.4,n,n,n,12,n,n,n,8,n,n,n,12.1,n,n,n,12.4,n,n,n,2.8,n,n,n,26,n,n,n,n,n,n,n,6,n,n,n
2022-11-04 10:30:00,13.3,n,n,n,4.3,n,n,n,4.1,n,n,n,20.9,n,n,n,17,n,n,n,6,n,n,n,17,n,n,n,13.5,n,n,n,3.8,n,n,n,13.6,n,n,n,n,n,n,n,n,n,n,n
2022-11-04 11:30:00,15.5,n,n,n,2.1,n,n,n,1.9,n,n,n,21.8,n,n,n,16,n,n,n,8,n,n,n,28.1,n,n,n,23.5,n,n,n,11.5,n,n,n,21.8,n,n,n,7,n,n,n,n,n,n,n
2022-11-04 12:00:00,n,n,21.9,VM,n,n,5.4,VM,n,n,5.3,VM,n,n,18.9,VM,n,n,13.1,VM,n,n,6.6,VM,n,n,24.9,VM,n,n,14,VM,n,n,4.1,VM,n,n,33.5,VM,n,n,n,n,n,n,6.7,VM
2022-11-04 12:30:00,15.8,n,n,n,4.9,n,n,n,5.6,n,n,n,20.2,n,n,n,13,n,n,n,6,n,n,n,16.2,n,n,n,14.8,n,n,n,3.6,n,n,n,19.9,n,n,n,9,n,n,n,1,n,n,n
2022-11-04 13:30:00,12.8,n,n,n,5.7,n,n,n,6.2,n,n,n,14.7,n,n,n,7,n,n,n,6,n,n,n,13.7,n,n,n,10.6,n,n,n,1.4,n,n,n,19.2,n,n,n,8,n,n,n,1,n,n,n
2022-11-04 14:30:00,13.2,n,n,n,4,n,n,n,4.2,n,n,n,20.9,n,n,n,14,n,n,n,6,n,n,n,23,n,n,n,11.2,n,n,n,1.6,n,n,n,26.9,n,n,n,17,n,n,n,7,n,n,n
2022-11-04 15:30:00,20.9,n,n,n,5.5,n,n,n,5.2,n,n,n,19.5,n,n,n,9,n,n,n,5,n,n,n,25.3,n,n,n,15.2,n,n,n,3.5,n,n,n,33.2,n,n,n,17,n,n,n,8,n,n,n
2022-11-04 16:30:00,24.6,n,n,n,4.2,n,n,n,3.8,n,n,n,21.6,n,n,n,18,n,n,n,3,n,n,n,31.6,n,n,n,16.1,n,n,n,3.9,n,n,n,30.7,n,n,n,8,n,n,n,8,n,n,n
2022-11-04 17:30:00,17.4,n,n,n,1.7,n,n,n,1.1,n,n,n,31.6,n,n,n,20,n,n,n,8,n,n,n,37.2,n,n,n,20.3,n,n,n,5.7,n,n,n,30.8,n,n,n,8,n,n,n,7,n,n,n
2022-11-04 18:30:00,27.5,n,n,n,5.2,n,n,n,5.3,n,n,n,25.4,n,n,n,14,n,n,n,7,n,n,n,53.8,n,n,n,26,n,n,n,9.4,n,n,n,46.3,n,n,n,17,n,n,n,9,n,n,n
2022-11-04 19:30:00,39.4,n,n,n,10.9,n,n,n,11.8,n,n,n,14.2,n,n,n,7,n,n,n,9,n,n,n,73.6,n,n,n,30.6,n,n,n,9.6,n,n,n,75.4,n,n,n,33,n,n,n,12,n,n,n
2022-11-04 20:30:00,41.7,n,n,n,9.8,n,n,n,10.4,n,n,n,12.9,n,n,n,8,n,n,n,9,n,n,n,52.5,n,n,n,21,n,n,n,4.7,n,n,n,74.9,n,n,n,29,n,n,n,12,n,n,n
2022-11-04 21:30:00,28.2,n,n,n,4.2,n,n,n,3.6,n,n,n,19.8,n,n,n,13,n,n,n,9,n,n,n,39.9,n,n,n,16.4,n,n,n,3.9,n,n,n,58.4,n,n,n,25,n,n,n,18,n,n,n
2022-11-04 22:30:00,43.4,n,n,n,7,n,n,n,6.5,n,n,n,28.5,n,n,n,24,n,n,n,7,n,n,n,28.7,n,n,n,14,n,n,n,3.3,n,n,n,81.9,n,n,n,30,n,n,n,16,n,n,n
2022-11-04 23:30:00,72.2,n,n,n,13.3,n,n,n,13.1,n,n,n,17.5,n,n,n,11,n,n,n,12,n,n,n,26.5,n,n,n,13.1,n,n,n,3.2,n,n,n,65.1,n,n,n,24,n,n,n,11,n,n,n
2022-11-05 00:30:00,49.5,n,n,n,10.7,n,n,n,10.1,n,n,n,18,n,n,n,12,n,n,n,9,n,n,n,22.3,n,n,n,12,n,n,n,3.2,n,n,n,67.6,n,n,n,24,n,n,n,11,n,n,n
2022-11-05 01:30:00,39.2,n,n,n,6.4,n,n,n,6.4,n,n,n,14.4,n,n,n,9,n,n,n,9,n,n,n,18.3,n,n,n,9.6,n,n,n,2,n,n,n,52.7,n,n,n,24,n,n,n,8,n,n,n
2022-11-05 02:30:00,44.9,n,n,n,7.7,n,n,n,7.5,n,n,n,19.9,n,n,n,17,n,n,n,9,n,n,n,12.6,n,n,n,7.1,n,n,n,0.4,n,n,n,52,n,n,n,19,n,n,n,8,n,n,n
