2022-11-05 03:30:00,55.6,n,n,n,11.7,n,n,n,10.9,n,n,n,16,n,n,n,7,n,n,n,6,n,n,n,12.1,n,n,n,6.5,n,n,n,0.5,n,n,n,44.3,n,n,n,13,n,n,n,6,n,n,n
2022-11-05 04:30:00,63.2,n,n,n,10.9,n,n,n,11.5,n,n,n,17.5,n,n,n,14,n,n,n,8,n,n,n,13.3,n,n,n,8.4,n,n,n,1.7,n,n,n,26.6,n,n,n,12,n,n,n,2,n,n,n
2022-11-05 05:30:00,91.9,n,n,n,3.4,n,n,n,5.8,n,n,n,22,n,n,n,13,n,n,n,6,n,n,n,18,n,n,n,11.5,n,n,n,4.2,n,n,n,29,n,n,n,7,n,n,n,3,n,n,n
2022-11-05 06:30:00,58.9,n,n,n,4.9,n,n,n,3.6,n,n,n,16,n,n,n,14,n,n,n,5,n,n,n,17.1,n,n,n,18.1,n,n,n,9.9,n,n,n,20.7,n,n,n,6,n,n,n,6,n,n,n
2022-11-05 07:30:00,25.3,n,n,n,4.7,n,n,n,4.5,n,n,n,12.4,n,n,n,9,n,n,n,2,n,n,n,21.7,n,n,n,11.2,n,n,n,2.8,n,n,n,21.5,n,n,n,8,n,n,n,11,n,n,n
2022-11-05 08:30:00,16.1,n,n,n,6.4,n,n,n,6.8,n,n,n,15.3,n,n,n,16,n,n,n,5,n,n,n,17.1,n,n,n,16.3,n,n,n,5.8,n,n,n,25.1,n,n,n,14,n,n,n,7,n,n,n
2022-11-05 09:30:00,14.1,n,n,n,5.7,n,n,n,6.2,n,n,n,17.8,n,n,n,11,n,n,n,7,n,n,n,24.4,n,n,n,15.7,n,n,n,5.4,n,n,n,22.5,n,n,n,14,n,n,n,6,n,n,n
2022-11-05 10:30:00,14.4,n,n,n,4.5,n,n,n,4.9,n,n,n,16,n,n,n,8,n,n,n,5,n,n,n,11,n,n,n,14.4,n,n,n,5,n,n,n,24.4,n,n,n,16,n,n,n,11,n,n,n
2022-11-05 11:30:00,19.2,n,n,n,9.8,n,n,n,9.7,n,n,n,14.4,n,n,n,7,n,n,n,3,n,n,n,14.1,n,n,n,9.4,n,n,n,1.2,n,n,n,18.7,n,n,n,9,n,n,n,6,n,n,n
2022-11-05 12:00:00,n,n,37.3,VM,n,n,8.1,VM,n,n,8.2,VM,n,n,17.3,VM,n,n,10.4,VM,n,n,6.3,VM,n,n,23,VM,n,n,13.7,VM,n,n,4.5,VM,n,n,34.2,VM,n,n,15.5,VM,n,n,7,VM
2022-11-05 12:30:00,7.7,n,n,n,6.5,n,n,n,6.1,n,n,n,10,n,n,n,6,n,n,n,3,n,n,n,8.3,n,n,n,8.3,n,n,n,1,n,n,n,11.1,n,n,n,12,n,n,n,6,n,n,n
2022-11-05 13:30:00,n,n,n,n,3.6,n,n,n,4.3,n,n,n,10.7,n,n,n,5,n,n,n,5,n,n,n,11,n,n,n,6.5,n,n,n,n,n,n,n,11.2,n,n,n,7,n,n,n,3,n,n,n
2022-11-05 14:30:00,4.9,n,n,n,6.6,n,n,n,6.8,n,n,n,10.5,n,n,n,3,n,n,n,5,n,n,n,11.9,n,n,n,6.3,n,n,n,n,n,n,n,9.3,n,n,n,8,n,n,n,n,n,n,n
2022-11-05 15:30:00,9.6,n,n,n,4.7,n,n,n,4.6,n,n,n,14.7,n,n,n,5,n,n,n,5,n,n,n,18.7,n,n,n,9.3,n,n,n,0.7,n,n,n,13.5,n,n,n,9,n,n,n,2,n,n,n
2022-11-05 16:30:00,17,n,n,n,7.2,n,n,n,7.2,n,n,n,15.4,n,n,n,8,n,n,n,5,n,n,n,17.6,n,n,n,10.8,n,n,n,2,n,n,n,16,n,n,n,8,n,n,n,3,n,n,n
2022-11-05 17:30:00,15.3,n,n,n,3,n,n,n,2.8,n,n,n,19.1,n,n,n,7,n,n,n,3,n,n,n,24,n,n,n,17.2,n,n,n,7.1,n,n,n,17.1,n,n,n,11,n,n,n,5,n,n,n
2022-11-05 18:30:00,18.5,n,n,n,n,n,n,n,n,n,n,n,30.2,n,n,n,16,n,n,n,7,n,n,n,38.3,n,n,n,24.5,n,n,n,12,n,n,n,24.3,n,n,n,12,n,n,n,3,n,n,n
2022-11-05 19:30:00,25.8,n,n,n,4.7,n,n,n,4.8,n,n,n,23.8,n,n,n,7,n,n,n,6,n,n,n,57.3,n,n,n,26.9,n,n,n,8.7,n,n,n,23.1,n,n,n,8,n,n,n,6,n,n,n
2022-11-05 20:30:00,42.1,n,n,n,9.1,n,n,n,9.4,n,n,n,24.9,n,n,n,11,n,n,n,6,n,n,n,54,n,n,n,25.2,n,n,n,8.9,n,n,n,56.7,n,n,n,29,n,n,n,14,n,n,n
2022-11-05 21:30:00,79.3,n,n,n,17.5,n,n,n,17.3,n,n,n,17.9,n,n,n,12,n,n,n,8,n,n,n,47.6,n,n,n,22.2,n,n,n,8,n,n,n,67.9,n,n,n,33,n,n,n,13,n,n,n
2022-11-05 22:30:00,61.2,n,n,n,17.9,n,n,n,18.1,n,n,n,15,n,n,n,13,n,n,n,12,n,n,n,29.5,n,n,n,14.9,n,n,n,3.8,n,n,n,97.8,n,n,n,40,n,n,n,11,n,n,n
2022-11-05 23:30:00,84.9,n,n,n,19.5,n,n,n,19.3,n,n,n,23.5,n,n,n,19,n,n,n,12,n,n,n,32.5,n,n,n,15.6,n,n,n,3.9,n,n,n,68.9,n,n,n,30,n,n,n,11,n,n,n
2022-11-06 00:30:00,72.9,n,n,n,15,n,n,n,15.1,n,n,n,11,n,n,n,8,n,n,n,7,n,n,n,20.6,n,n,n,11.1,n,n,n,1.1,n,n,n,40.8,n,n,n,22,n,n,n,11,n,n,n
2022-11-06 01:30:00,81.7,n,n,n,13.8,n,n,n,13.6,n,n,n,28.6,n,n,n,12,n,n,n,6,n,n,n,17.9,n,n,n,11.9,n,n,n,3.7,n,n,n,48,n,n,n,23,n,n,n,7,n,n,n
2022-11-06 02:30:00,91.4,n,n,n,13.3,n,n,n,12.8,n,n,n,28.5,n,n,n,22,n,n,n,5,n,n,n,15.8,n,n,n,9.9,n,n,n,2.3,n,n,n,33.3,n,n,n,9,n,n,n,11,n,n,n
2022-11-06 03:30:00,78.8,n,n,n,11,n,n,n,11.4,n,n,n,22,n,n,n,12,n,n,n,5,n,n,n,15.6,n,n,n,10.5,n,n,n,3.4,n,n,n,17,n,n,n,7,n,n,n,6,n,n,n
2022-11-06 04:30:00,71.6,n,n,n,7.2,n,n,n,8,n,n,n,17.7,n,n,n,11,n,n,n,5,n,n,n,15.4,n,n,n,11.6,n,n,n,4.6,n,n,n,19,n,n,n,7,n,n,n,3,n,n,n
2022-11-06 05:30:00,94.7,n,n,n,8.8,n,n,n,9.2,n,n,n,16.9,n,n,n,12,n,n,n,5,n,n,n,19.8,n,n,n,15.7,n,n,n,7.6,n,n,n,16,n,n,n,13,n,n,n,6,n,n,n
2022-11-06 06:30:00,62.5,n,n,n,9.2,n,n,n,10.2,n,n,n,13.1,n,n,n,8,n,n,n,5,n,n,n,21.5,n,n,n,18.2,n,n,n,9.1,n,n,n,23,n,n,n,16,n,n,n,5,n,n,n
2022-11-06 07:30:00,23.1,n,n,n,6.5,n,n,n,6.9,n,n,n,12.2,n,n,n,8,n,n,n,n,n,n,n,15.6,n,n,n,15.5,n,n,n,6.1,n,n,n,22,n,n,n,12,n,n,n,5,n,n,n
2022-11-06 08:30:00,16.5,n,n,n,7.3,n,n,n,7.4,n,n,n,14.1,n,n,n,8,n,n,n,2,n,n,n,11,n,n,n,11.6,n,n,n,4.3,n,n,n,19,n,n,n,8,n,n,n,6,n,n,n
2022-11-06 09:30:00,17.3,n,n,n,4,n,n,n,3.9,n,n,n,13.3,n,n,n,8,n,n,n,6,n,n,n,8.9,n,n,n,10.9,n,n,n,4.1,n,n,n,17,n,n,n,9,n,n,n,8,n,n,n
2022-11-06 10:30:00,19.5,n,n,n,10.4,n,n,n,10.7,n,n,n,13.7,n,n,n,13,n,n,n,5,n,n,n,7.7,n,n,n,12.8,n,n,n,6.2,n,n,n,12,n,n,n,14,n,n,n,9,n,n,n
2022-11-06 11:30:00,20.5,n,n,n,6.3,n,n,n,7.1,n,n,n,35.8,n,n,n,11,n,n,n,6,n,n,n,10.8,n,n,n,10.1,n,n,n,3.8,n,n,n,18,n,n,n,16,n,n,n,8,n,n,n
2022-11-06 12:00:00,n,n,51.8,VM,n,n,10.7,VM,n,n,11,VM,n,n,22.9,VM,n,n,14.3,VM,n,n,7.8,VM,n,n,20.4,VM,n,n,15.1,VM,n,n,6.3,VM,n,n,22.2,VM,n,n,17.2,VM,n,n,9.8,VM
2022-11-06 12:30:00,19,n,n,n,8.3,n,n,n,8.9,n,n,n,15.6,n,n,n,7,n,n,n,6,n,n,n,9.4,n,n,n,10.6,n,n,n,4.1,n,n,n,31,n,n,n,12,n,n,n,9,n,n,n
2022-11-06 13:30:00,17.1,n,n,n,4.9,n,n,n,4.8,n,n,n,13.2,n,n,n,5,n,n,n,7,n,n,n,10,n,n,n,8.7,n,n,n,2.4,n,n,n,23,n,n,n,13,n,n,n,9,n,n,n
2022-11-06 14:30:00,13.8,n,n,n,8.1,n,n,n,8.3,n,n,n,18.1,n,n,n,9,n,n,n,7,n,n,n,12.1,n,n,n,7.8,n,n,n,1.6,n,n,n,12,n,n,n,9,n,n,n,9,n,n,n
2022-11-06 15:30:00,16.3,n,n,n,8.4,n,n,n,8.9,n,n,n,19.3,n,n,n,8,n,n,n,6,n,n,n,15.2,n,n,n,12,n,n,n,5,n,n,n,17,n,n,n,12,n,n,n,7,n,n,n
2022-11-06 16:30:00,21.6,n,n,n,8.7,n,n,n,9.1,n,n,n,16.2,n,n,n,12,n,n,n,6,n,n,n,14.3,n,n,n,11.1,n,n,n,4.1,n,n,n,32,n,n,n,13,n,n,n,9,n,n,n
2022-11-06 17:30:00,26.1,n,n,n,9.2,n,n,n,9.4,n,n,n,25.5,n,n,n,16,n,n,n,6,n,n,n,18.8,n,n,n,14.9,n,n,n,6.7,n,n,n,18,n,n,n,16,n,n,n,8,n,n,n
2022-11-06 18:30:00,36.6,n,n,n,10.4,n,n,n,10.8,n,n,n,26.4,n,n,n,18,n,n,n,8,n,n,n,29.5,n,n,n,22,n,n,n,12,n,n,n,19,n,n,n,14,n,n,n,12,n,n,n
2022-11-06 19:30:00,64.4,n,n,n,11.4,n,n,n,10.7,n,n,n,31,n,n,n,16,n,n,n,12,n,n,n,53.8,n,n,n,31.3,n,n,n,15,n,n,n,15,n,n,n,22,n,n,n,18,n,n,n
2022-11-06 20:30:00,73.9,n,n,n,15.8,n,n,n,15,n,n,n,39.3,n,n,n,24,n,n,n,16,n,n,n,48.4,n,n,n,24.8,n,n,n,11.7,n,n,n,12,n,n,n,36,n,n,n,16,n,n,n
2022-11-06 21:30:00,81.5,n,n,n,17.3,n,n,n,17.7,n,n,n,35.6,n,n,n,19,n,n,n,16,n,n,n,41,n,n,n,25.4,n,n,n,11.5,n,n,n,31,n,n,n,38,n,n,n,22,n,n,n
2022-11-06 22:30:00,93.4,n,n,n,22.3,n,n,n,23.5,n,n,n,45,n,n,n,38,n,n,n,14,n,n,n,30.7,n,n,n,23.4,n,n,n,12,n,n,n,21,n,n,n,40,n,n,n,14,n,n,n
2022-11-06 23:30:00,128.9,n,n,n,18.4,n,n,n,19.5,n,n,n,38.2,n,n,n,38,n,n,n,18,n,n,n,27,n,n,n,19.9,n,n,n,9.8,n,n,n,16,n,n,n,31,n,n,n,16,n,n,n
2022-11-07 00:30:00,118.7,n,n,n,17.8,n,n,n,18.2,n,n,n,39.1,n,n,n,35,n,n,n,18,n,n,n,22.1,n,n,n,18.5,n,n,n,10.4,n,n,n,15,n,n,n,28,n,n,n,11,n,n,n
2022-11-07 01:30:00,80.5,n,n,n,13.9,n,n,n,14.1,n,n,n,28.6,n,n,n,30,n,n,n,11,n,n,n,24.4,n,n,n,19.1,n,n,n,9.7,n,n,n,14,n,n,n,29,n,n,n,14,n,n,n
2022-11-07 02:30:00,62,n,n,n,12.4,n,n,n,12.7,n,n,n,25.7,n,n,n,22,n,n,n,12,n,n,n,20.7,n,n,n,18.3,n,n,n,9.9,n,n,n,20,n,n,n,20,n,n,n,14,n,n,n
2022-11-07 03:30:00,53.3,n,n,n,7,n,n,n,6.7,n,n,n,26.4,n,n,n,16,n,n,n,8,n,n,n,22,n,n,n,17.8,n,n,n,9,n,n,n,36,n,n,n,20,n,n,n,8,n,n,n
2022-11-07 04:30:00,42.2,n,n,n,8.4,n,n,n,8.3,n,n,n,24,n,n,n,17,n,n,n,6,n,n,n,30.6,n,n,n,23.4,n,n,n,11.1,n,n,n,33,n,n,n,18,n,n,n,11,n,n,n
2022-11-07 05:30:00,38,n,n,n,12,n,n,n,11.7,n,n,n,27.9,n,n,n,23,n,n,n,9,n,n,n,40.9,n,n,n,26.2,n,n,n,12,n,n,n,43,n,n,n,16,n,n,n,8,n,n,n
2022-11-07 06:30:00,50.4,n,n,n,13.8,n,n,n,13.1,n,n,n,31.3,n,n,n,24,n,n,n,8,n,n,n,46.1,n,n,n,30.9,n,n,n,14.2,n,n,n,30,n,n,n,18,n,n,n,9,n,n,n
2022-11-07 07:30:00,82.3,n,n,n,12.6,n,n,n,12,n,n,n,21.7,n,n,n,19,n,n,n,6,n,n,n,30.3,n,n,n,22,n,n,n,9,n,n,n,28,n,n,n,16,n,n,n,7,n,n,n
2022-11-07 08:30:00,67.3,n,n,n,11.2,n,n,n,10.5,n,n,n,21.6,n,n,n,11,n,n,n,6,n,n,n,13.8,n,n,n,14.5,n,n,n,4.6,n,n,n,24,n,n,n,18,n,n,n,9,n,n,n
2022-11-07 09:30:00,48.6,n,n,n,9.3,n,n,n,9.7,n,n,n,17.9,n,n,n,18,n,n,n,6,n,n,n,6,n,n,n,12.3,n,n,n,4.1,n,n,n,25,n,n,n,19,n,n,n,8,n,n,n
2022-11-07 10:30:00,48.9,n,n,n,10.5,n,n,n,10.4,n,n,n,21.3,n,n,n,13,n,n,n,5,n,n,n,5.7,n,n,n,13.1,n,n,n,5.7,n,n,n,0,n,n,n,8,n,n,n,5,n,n,n
2022-11-07 11:30:00,45.4,n,n,n,9.9,n,n,n,9.8,n,n,n,21,n,n,n,9,n,n,n,1,n,n,n,8.6,n,n,n,11.6,n,n,n,3.1,n,n,n,35,n,n,n,16,n,n,n,2,n,n,n
2022-11-07 12:00:00,n,n,59.2,VM,n,n,11.3,VM,n,n,10.9,VM,n,n,24.9,VM,n,n,17,VM,n,n,7,VM,n,n,22.2,VM,n,n,17.4,VM,n,n,7.1,VM,n,n,28.8,VM,n,n,17.7,VM,n,n,8.2,VM
2022-11-07 12:30:00,39.1,n,n,n,8.7,n,n,n,9.2,n,n,n,17.4,n,n,n,7,n,n,n,6,n,n,n,7.2,n,n,n,8.2,n,n,n,1,n,n,n,20.1,n,n,n,14,n,n,n,6,n,n,n
2022-11-07 13:30:00,37.3,n,n,n,5.8,n,n,n,5.8,n,n,n,23.4,n,n,n,12,n,n,n,6,n,n,n,17.8,n,n,n,9.9,n,n,n,0.5,n,n,n,20.8,n,n,n,16,n,n,n,6,n,n,n
2022-11-07 14:30:00,42.4,n,n,n,8.2,n,n,n,8.3,n,n,n,25,n,n,n,13,n,n,n,3,n,n,n,11,n,n,n,10.4,n,n,n,2.1,n,n,n,36.2,n,n,n,12,n,n,n,6,n,n,n
2022-11-07 15:30:00,53.1,n,n,n,9.9,n,n,n,9.9,n,n,n,21.2,n,n,n,12,n,n,n,6,n,n,n,21,n,n,n,10.3,n,n,n,2.3,n,n,n,24.2,n,n,n,13,n,n,n,6,n,n,n
2022-11-07 16:30:00,48.3,n,n,n,12.9,n,n,n,13,n,n,n,24,n,n,n,17,n,n,n,8,n,n,n,25.2,n,n,n,16.4,n,n,n,5.1,n,n,n,26.7,n,n,n,18,n,n,n,7,n,n,n
2022-11-07 17:30:00,109.9,n,n,n,18.8,n,n,n,18.5,n,n,n,38.5,n,n,n,19,n,n,n,6,n,n,n,34,n,n,n,23.9,n,n,n,9.6,n,n,n,37.2,n,n,n,20,n,n,n,6,n,n,n
2022-11-07 18:30:00,121.3,n,n,n,21.2,n,n,n,21.6,n,n,n,38.3,n,n,n,23,n,n,n,6,n,n,n,35.5,n,n,n,26,n,n,n,12.7,n,n,n,53.3,n,n,n,23,n,n,n,9,n,n,n
2022-11-07 19:30:00,67.8,n,n,n,10.6,n,n,n,10.9,n,n,n,29.9,n,n,n,16,n,n,n,6,n,n,n,26.8,n,n,n,24.1,n,n,n,11.6,n,n,n,55.2,n,n,n,22,n,n,n,9,n,n,n
2022-11-07 20:30:00,48.1,n,n,n,n,n,n,n,1.2,n,n,n,21.1,n,n,n,12,n,n,n,5,n,n,n,18.7,n,n,n,14.7,n,n,n,5.7,n,n,n,28.5,n,n,n,14,n,n,n,11,n,n,n
2022-11-07 21:30:00,39.1,n,n,n,9.8,n,n,n,10.1,n,n,n,17.9,n,n,n,12,n,n,n,6,n,n,n,25.5,n,n,n,17.5,n,n,n,6.6,n,n,n,32.9,n,n,n,17,n,n,n,11,n,n,n
2022-11-07 22:30:00,40.3,n,n,n,9.1,n,n,n,8,n,n,n,20.2,n,n,n,17,n,n,n,8,n,n,n,21.1,n,n,n,15.2,n,n,n,5.6,n,n,n,34.1,n,n,n,18,n,n,n,7,n,n,n
2022-11-07 23:30:00,36.3,n,n,n,7,n,n,n,6.9,n,n,n,13.6,n,n,n,12,n,n,n,5,n,n,n,18.3,n,n,n,13,n,n,n,5.1,n,n,n,19.2,n,n,n,11,n,n,n,6,n,n,n
2022-11-08 00:30:00,28.8,n,n,n,2.8,n,n,n,3,n,n,n,10.4,n,n,n,9,n,n,n,5,n,n,n,18.9,n,n,n,10.2,n,n,n,3.6,n,n,n,24.3,n,n,n,12,n,n,n,5,n,n,n
2022-11-08 01:30:00,24.1,n,n,n,5,n,n,n,4.9,n,n,n,10.4,n,n,n,8,n,n,n,3,n,n,n,3.5,n,n,n,6.8,n,n,n,1.9,n,n,n,16.1,n,n,n,11,n,n,n,5,n,n,n
2022-11-08 02:30:00,19.2,n,n,n,11.2,n,n,n,11.3,n,n,n,11,n,n,n,6,n,n,n,3,n,n,n,9.6,n,n,n,6.6,n,n,n,1.3,n,n,n,16.5,n,n,n,14,n,n,n,7,n,n,n
2022-11-08 03:30:00,34.4,n,n,n,5.1,n,n,n,5.8,n,n,n,11.5,n,n,n,5,n,n,n,6,n,n,n,12.4,n,n,n,7.6,n,n,n,1.9,n,n,n,32.9,n,n,n,12,n,n,n,6,n,n,n
2022-11-08 04:30:00,60.1,n,n,n,5.3,n,n,n,5.3,n,n,n,21.2,n,n,n,19,n,n,n,5,n,n,n,18.6,n,n,n,9.3,n,n,n,2.9,n,n,n,19.3,n,n,n,8,n,n,n,5,n,n,n
2022-11-08 05:30:00,66.7,n,n,n,4.6,n,n,n,4.5,n,n,n,26.3,n,n,n,19,n,n,n,2,n,n,n,31,n,n,n,15.9,n,n,n,6.4,n,n,n,31.4,n,n,n,14,n,n,n,7,n,n,n
2022-11-08 06:30:00,44.5,n,n,n,3.3,n,n,n,4.6,n,n,n,18.6,n,n,n,17,n,n,n,5,n,n,n,33.7,n,n,n,16.4,n,n,n,7,n,n,n,18.4,n,n,n,7,n,n,n,7,n,n,n
2022-11-08 07:30:00,52.2,n,n,n,5.3,n,n,n,5.6,n,n,n,21.7,n,n,n,11,n,n,n,6,n,n,n,18.5,n,n,n,12.7,n,n,n,4.9,n,n,n,22,n,n,n,14,n,n,n,3,n,n,n
2022-11-08 08:30:00,47,n,n,n,8.3,n,n,n,8.3,n,n,n,20.6,n,n,n,9,n,n,n,5,n,n,n,14,n,n,n,10.7,n,n,n,3.1,n,n,n,22.6,n,n,n,16,n,n,n,8,n,n,n
2022-11-08 09:30:00,38.5,n,n,n,8.6,n,n,n,8.2,n,n,n,18.5,n,n,n,7,n,n,n,3,n,n,n,13.1,n,n,n,17.3,n,n,n,6.8,n,n,n,22.7,n,n,n,12,n,n,n,7,n,n,n
2022-11-08 10:30:00,32.3,n,n,n,8,n,n,n,7.5,n,n,n,20.5,n,n,n,7,n,n,n,3,n,n,n,20.7,n,n,n,11,n,n,n,2.7,n,n,n,20,n,n,n,16,n,n,n,8,n,n,n
2022-11-08 11:30:00,35.1,n,n,n,6.4,n,n,n,5.9,n,n,n,19.3,n,n,n,13,n,n,n,2,n,n,n,12.5,n,n,n,8.8,n,n,n,0.9,n,n,n,19.9,n,n,n,16,n,n,n,6,n,n,n
2022-11-08 12:00:00,n,n,46,VM,n,n,9.4,VM,n,n,9,VM,n,n,35.7,VM,n,n,12.5,VM,n,n,4.8,VM,n,n,21.1,VM,n,n,15.4,VM,n,n,7.3,VM,n,n,27.8,VM,n,n,13.7,VM,n,n,6.8,VM
2022-11-08 12:30:00,28.7,n,n,n,9.5,n,n,n,9.1,n,n,n,22.2,n,n,n,11,n,n,n,2,n,n,n,14,n,n,n,11.1,n,n,n,2.3,n,n,n,22.9,n,n,n,14,n,n,n,11,n,n,n
2022-11-08 13:30:00,22.4,n,n,n,9.8,n,n,n,9.5,n,n,n,179.3,n,n,n,9,n,n,n,2,n,n,n,21.1,n,n,n,12.4,n,n,n,2.4,n,n,n,22.9,n,n,n,12,n,n,n,7,n,n,n
2022-11-08 14:30:00,36.2,n,n,n,9.2,n,n,n,9.2,n,n,n,67.1,n,n,n,8,n,n,n,5,n,n,n,15,n,n,n,11.9,n,n,n,3.2,n,n,n,25.5,n,n,n,13,n,n,n,7,n,n,n
2022-11-08 15:30:00,44.5,n,n,n,15.7,n,n,n,16,n,n,n,170.1,n,n,n,13,n,n,n,5,n,n,n,19.8,n,n,n,14.5,n,n,n,4.6,n,n,n,28,n,n,n,20,n,n,n,12,n,n,n
2022-11-08 16:30:00,75.5,n,n,n,21.6,n,n,n,21.6,n,n,n,33.4,n,n,n,17,n,n,n,5,n,n,n,21,n,n,n,18.4,n,n,n,9.4,n,n,n,29.2,n,n,n,13,n,n,n,7,n,n,n
2022-11-08 17:30:00,113.9,n,n,n,21.3,n,n,n,21.1,n,n,n,42.2,n,n,n,25,n,n,n,7,n,n,n,65.5,n,n,n,74.2,n,n,n,57.3,n,n,n,51.2,n,n,n,22,n,n,n,3,n,n,n
2022-11-08 18:30:00,111.2,n,n,n,17.9,n,n,n,17.5,n,n,n,45.6,n,n,n,27,n,n,n,11,n,n,n,43.4,n,n,n,34,n,n,n,16.6,n,n,n,68.1,n,n,n,24,n,n,n,11,n,n,n
2022-11-08 19:30:00,89.7,n,n,n,14.8,n,n,n,14.6,n,n,n,49.9,n,n,n,33,n,n,n,9,n,n,n,69.4,n,n,n,34.4,n,n,n,11.9,n,n,n,83.7,n,n,n,31,n,n,n,9,n,n,n
2022-11-08 20:30:00,59,n,n,n,12.3,n,n,n,11.8,n,n,n,17.9,n,n,n,8,n,n,n,6,n,n,n,18.8,n,n,n,16.7,n,n,n,7.5,n,n,n,41.4,n,n,n,9,n,n,n,8,n,n,n
2022-11-08 21:30:00,26.2,n,n,n,1,n,n,n,1,VU,n,n,11.3,n,n,n,5,n,n,n,5,n,n,n,8.1,n,n,n,6.1,n,n,n,1.7,n,n,n,16.8,n,n,n,11,n,n,n,6,n,n,n
2022-11-08 22:30:00,7.5,n,n,n,n,n,n,n,n,n,n,n,2.5,n,n,n,1,n,n,n,7,n,n,n,1.4,n,n,n,0.4,n,n,n,n,n,n,n,3.7,n,n,n,6,n,n,n,2,n,n,n
2022-11-08 23:30:00,5.7,n,n,n,n,n,n,n,1.2,n,n,n,4.5,n,n,n,n,n,n,n,3,n,n,n,3,n,n,n,2.8,n,n,n,n,n,n,n,7.4,n,n,n,1,n,n,n,5,n,n,n
2022-11-09 00:30:00,13.7,n,n,n,n,n,n,n,n,n,n,n,4,n,n,n,1,n,n,n,5,n,n,n,4,n,n,n,2.4,n,n,n,n,n,n,n,6.4,n,n,n,5,n,n,n,5,n,n,n
2022-11-09 01:30:00,17.8,n,n,n,n,n,n,n,n,n,n,n,5.7,n,n,n,2,n,n,n,3,n,n,n,4.5,n,n,n,3.4,n,n,n,n,n,n,n,9.1,n,n,n,7,n,n,n,2,n,n,n
2022-11-09 02:30:00,16.5,n,n,n,4.4,n,n,n,4.4,n,n,n,11.2,n,n,n,1,n,n,n,n,n,n,n,11.5,n,n,n,10.6,n,n,n,6,n,n,n,13.8,n,n,n,8,n,n,n,3,n,n,n
2022-11-09 03:30:00,13,n,n,n,7.4,n,n,n,7.2,n,n,n,4.2,n,n,n,n,n,n,n,n,n,n,n,15.6,n,n,n,2,n,n,n,n,n,n,n,11.1,n,n,n,8,n,n,n,3,n,n,n
2022-11-09 04:30:00,6.8,n,n,n,4.1,n,n,n,4,n,n,n,5.5,n,n,n,n,n,n,n,n,n,n,n,10.3,n,n,n,3.6,n,n,n,n,n,n,n,5.3,n,n,n,6,n,n,n,3,n,n,n
2022-11-09 05:30:00,8.5,n,n,n,4.6,n,n,n,5.1,n,n,n,7.9,n,n,n,n,n,n,n,2,n,n,n,6.3,n,n,n,5.2,n,n,n,1.3,n,n,n,6.9,n,n,n,3,n,n,n,6,n,n,n
2022-11-09 06:30:00,15.6,n,n,n,3.1,n,n,n,2.9,n,n,n,12.3,n,n,n,3,n,n,n,3,n,n,n,9,n,n,n,8.5,n,n,n,3.9,n,n,n,10.1,n,n,n,11,n,n,n,5,n,n,n
2022-11-09 07:30:00,25.7,n,n,n,4.8,n,n,n,4.3,n,n,n,16,n,n,n,9,n,n,n,3,n,n,n,14.7,n,n,n,8.3,n,n,n,3.8,n,n,n,12.6,n,n,n,9,n,n,n,7,n,n,n
2022-11-09 08:30:00,34.3,n,n,n,6.4,n,n,n,6.4,n,n,n,11.7,n,n,n,11,n,n,n,7,n,n,n,9,n,n,n,13,n,n,n,6,n,n,n,15.2,n,n,n,7,n,n,n,7,n,n,n
2022-11-09 09:30:00,39.6,n,n,n,8.8,n,n,n,8.6,n,n,n,27.9,n,n,n,7,n,n,n,7,n,n,n,13.3,n,n,n,12.9,n,n,n,6.6,n,n,n,13,n,n,n,8,n,n,n,9,n,n,n
2022-11-09 10:30:00,33,n,n,n,8.9,n,n,n,8.5,n,n,n,22,n,n,n,7,n,n,n,6,n,n,n,17,n,n,n,9.2,n,n,n,3,n,n,n,15.7,n,n,n,9,n,n,n,7,n,n,n
2022-11-09 11:30:00,25.6,n,n,n,13.4,n,n,n,13.6,n,n,n,16.1,n,n,n,8,n,n,n,2,n,n,n,17.9,n,n,n,10,n,n,n,3,n,n,n,20.4,n,n,n,7,n,n,n,9,n,n,n
2022-11-09 12:00:00,n,n,23.4,VM,n,n,7.5,VM,n,n,7.6,VM,n,n,14.6,VM,n,n,6.7,VM,n,n,5.6,VM,n,n,15.6,VM,n,n,9.5,VM,n,n,4.2,VM,n,n,15.2,VM,n,n,9.1,VM,n,n,5.7,VM
2022-11-09 12:30:00,24,n,n,n,8.4,n,n,n,8.8,n,n,n,13,n,n,n,9,n,n,n,13,n,n,n,20.5,n,n,n,9.7,n,n,n,1.9,n,n,n,14.5,n,n,n,11,n,n,n,6,n,n,n
2022-11-09 13:30:00,24.3,n,n,n,11.4,n,n,n,11.4,n,n,n,17,n,n,n,5,n,n,n,7,n,n,n,29,n,n,n,11.3,n,n,n,2.1,n,n,n,21,n,n,n,13,n,n,n,2,n,n,n
2022-11-09 14:30:00,28.4,n,n,n,13.1,n,n,n,13.2,n,n,n,22.5,n,n,n,6,n,n,n,5,n,n,n,24.6,n,n,n,10.9,n,n,n,2.8,n,n,n,18.7,n,n,n,16,n,n,n,9,n,n,n
