timestamp,row_type,EAMA11_MP10_media,EAMA11_MP10_I_ini,EAMA11_MP10_I_fin,EAMA11_MP10_C_ini,EAMA11_MP10_C_fin,EAMA11_MP10_IQAr,EAMA11_MP10_class,EAMA11_MP2.5_media,EAMA11_MP2.5_I_ini,EAMA11_MP2.5_I_fin,EAMA11_MP2.5_C_ini,EAMA11_MP2.5_C_fin,EAMA11_MP2.5_IQAr,EAMA11_MP2.5_class,EAMA11_PTS_media,EAMA21_MP10_media,EAMA21_MP10_I_ini,EAMA21_MP10_I_fin,EAMA21_MP10_C_ini,EAMA21_MP10_C_fin,EAMA21_MP10_IQAr,EAMA21_MP10_class,EAMA21_MP2.5_media,EAMA21_MP2.5_I_ini,EAMA21_MP2.5_I_fin,EAMA21_MP2.5_C_ini,EAMA21_MP2.5_C_fin,EAMA21_MP2.5_IQAr,EAMA21_MP2.5_class,EAMA21_PTS_media,EAMA31_MP10_media,EAMA31_MP10_I_ini,EAMA31_MP10_I_fin,EAMA31_MP10_C_ini,EAMA31_MP10_C_fin,EAMA31_MP10_IQAr,EAMA31_MP10_class,EAMA31_MP2.5_media,EAMA31_MP2.5_I_ini,EAMA31_MP2.5_I_fin,EAMA31_MP2.5_C_ini,EAMA31_MP2.5_C_fin,EAMA31_MP2.5_IQAr,EAMA31_MP2.5_class,EAMA31_PTS_media,EAMA41_MP10_media,EAMA41_MP10_I_ini,EAMA41_MP10_I_fin,EAMA41_MP10_C_ini,EAMA41_MP10_C_fin,EAMA41_MP10_IQAr,EAMA41_MP10_class,EAMA41_MP2.5_media,EAMA41_MP2.5_I_ini,EAMA41_MP2.5_I_fin,EAMA41_MP2.5_C_ini,EAMA41_MP2.5_C_fin,EAMA41_MP2.5_IQAr,EAMA41_MP2.5_class,EAMA41_PTS_media
2022-04-05 10:30:00,normal,20.320833333333336,0,40,0,50,16.25666666666667,BOA,7.520833333333333,0,40,0,25,12.033333333333333,BOA,29.875,8.833333333333334,0,40,0,50,7.066666666666667,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.62083333333334,19.02916666666667,0,40,0,50,15.223333333333336,BOA,7.091304347826088,0,40,0,25,11.346086956521741,BOA,43.6875,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,40.1875
2022-04-05 11:30:00,normal,20.512500000000003,0,40,0,50,16.410000000000004,BOA,7.654166666666666,0,40,0,25,12.246666666666666,BOA,30.079166666666666,8.833333333333334,0,40,0,50,7.066666666666667,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.837500000000006,19.40833333333333,0,40,0,50,15.526666666666666,BOA,7.234782608695652,0,40,0,25,11.575652173913044,BOA,44.27916666666667,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,41.1625
2022-04-05 12:00:00,12:00:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-04-05 12:30:00,normal,20.675,0,40,0,50,16.540000000000003,BOA,7.720833333333334,0,40,0,25,12.353333333333335,BOA,30.299999999999997,8.833333333333334,0,40,0,50,7.066666666666667,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.29583333333334,19.379166666666666,0,40,0,50,15.503333333333334,BOA,7.204347826086957,0,40,0,25,11.526956521739132,BOA,44.270833333333336,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,41.49166666666667
2022-04-05 13:30:00,normal,20.825,0,40,0,50,16.66,BOA,7.870833333333333,0,40,0,25,12.593333333333334,BOA,30.8,8.657894736842104,0,40,0,50,6.9263157894736835,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.51666666666667,19.504166666666666,0,40,0,50,15.603333333333333,BOA,6.933333333333333,0,40,0,25,11.093333333333334,BOA,44.4625,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,41.65
2022-04-05 14:30:00,normal,21.125,0,40,0,50,16.900000000000002,BOA,8.0375,0,40,0,25,12.86,BOA,30.883333333333336,8.405,0,40,0,50,6.724,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.27916666666667,19.49166666666667,0,40,0,50,15.593333333333337,BOA,7.221739130434782,0,40,0,25,11.554782608695653,BOA,44.75,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,41.49166666666667
2022-04-05 15:30:00,normal,21.520833333333332,0,40,0,50,17.216666666666665,BOA,8.154166666666667,0,40,0,25,13.046666666666667,BOA,31.233333333333334,8.052380952380952,0,40,0,50,6.4419047619047625,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.59583333333334,19.662499999999998,0,40,0,50,15.729999999999999,BOA,7.247826086956523,0,40,0,25,11.596521739130438,BOA,44.59583333333334,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,42.27083333333333
2022-04-05 16:30:00,normal,21.724999999999998,0,40,0,50,17.38,BOA,8.079166666666667,0,40,0,25,12.92666666666667,BOA,31.504166666666666,7.8999999999999995,0,40,0,50,6.32,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.46666666666667,19.416666666666668,0,40,0,50,15.533333333333335,BOA,7.126086956521739,0,40,0,25,11.401739130434784,BOA,44.1,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,42.708333333333336
2022-04-05 17:30:00,normal,21.64166666666667,0,40,0,50,17.313333333333336,BOA,7.949999999999999,0,40,0,25,12.719999999999999,BOA,31.758333333333336,8.1,0,40,0,50,6.48,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.65416666666667,19.55,0,40,0,50,15.64,BOA,7.169565217391304,0,40,0,25,11.471304347826086,BOA,44.375,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,43.137499999999996
2022-04-05 18:30:00,normal,21.333333333333332,0,40,0,50,17.066666666666666,BOA,7.758333333333333,0,40,0,25,12.413333333333334,BOA,31.9375,8.418181818181818,0,40,0,50,6.734545454545454,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.6625,19.645833333333336,0,40,0,50,15.716666666666669,BOA,7.117391304347826,0,40,0,25,11.387826086956522,BOA,44.53333333333334,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,43.31666666666666
2022-04-05 19:30:00,normal,20.733333333333334,0,40,0,50,16.58666666666667,BOA,7.6375,0,40,0,25,12.22,BOA,31.537499999999998,8.79090909090909,0,40,0,50,7.032727272727271,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,39.5625,20.579166666666666,0,40,0,50,16.463333333333335,BOA,7.721739130434783,0,40,0,25,12.354782608695654,BOA,46.64166666666667,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,42.137499999999996
2022-04-05 20:30:00,normal,20.437499999999996,0,40,0,50,16.349999999999998,BOA,7.533333333333334,0,40,0,25,12.053333333333335,BOA,31.083333333333332,8.854545454545454,0,40,0,50,7.083636363636363,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,39.25833333333333,21.34166666666667,0,40,0,50,17.073333333333334,BOA,8.269565217391305,0,40,0,25,13.23130434782609,BOA,47.75416666666666,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,39.64166666666667
2022-04-05 21:30:00,normal,19.9125,0,40,0,50,15.930000000000001,BOA,7.308333333333333,0,40,0,25,11.693333333333333,BOA,30.587500000000002,8.368181818181817,0,40,0,50,6.694545454545454,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,37.88333333333333,21.5,0,40,0,50,17.2,BOA,8.1,0,40,0,25,12.96,BOA,48.237500000000004,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,40.65416666666666
2022-04-05 22:30:00,normal,19.304166666666664,0,40,0,50,15.443333333333332,BOA,7.245833333333333,0,40,0,25,11.593333333333334,BOA,30.025000000000002,7.613636363636362,0,40,0,50,6.09090909090909,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,37.641666666666666,21.3625,0,40,0,50,17.09,BOA,8.021739130434783,0,40,0,25,12.834782608695654,BOA,48.90416666666666,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,41.637499999999996
2022-04-05 23:30:00,normal,19.220833333333335,0,40,0,50,15.376666666666669,BOA,7.2875000000000005,0,40,0,25,11.660000000000002,BOA,29.829166666666666,7.504545454545454,0,40,0,50,6.003636363636364,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,37.9375,21.654166666666665,0,40,0,50,17.323333333333334,BOA,8.143478260869568,0,40,0,25,13.029565217391308,BOA,49.07916666666667,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,42.262499999999996
2022-04-06 00:30:00,normal,19.133333333333333,0,40,0,50,15.306666666666667,BOA,7.25,0,40,0,25,11.600000000000001,BOA,29.733333333333334,7.790909090909091,0,40,0,50,6.232727272727273,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.15416666666667,21.82916666666667,0,40,0,50,17.463333333333335,BOA,8.173913043478262,0,40,0,25,13.07826086956522,BOA,49.28333333333333,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,42.09166666666667
2022-04-06 01:30:00,normal,18.854166666666668,0,40,0,50,15.083333333333336,BOA,7.045833333333334,0,40,0,25,11.273333333333335,BOA,29.604166666666668,7.863636363636363,0,40,0,50,6.290909090909091,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,37.9125,22.049999999999997,0,40,0,50,17.639999999999997,BOA,8.31304347826087,0,40,0,25,13.300869565217392,BOA,49.68333333333333,16.3625,0,40,0,50,13.090000000000002,BOA,10.225,0,40,0,25,16.36,BOA,41.775
2022-04-06 02:30:00,normal,18.816666666666666,0,40,0,50,15.053333333333335,BOA,7.133333333333333,0,40,0,25,11.413333333333334,BOA,29.34166666666667,7.863636363636363,0,40,0,50,6.290909090909091,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.21666666666667,22.295833333333334,0,40,0,50,17.83666666666667,BOA,8.456521739130435,0,40,0,25,13.530434782608697,BOA,50.1875,16.08823529411765,0,40,0,50,12.87058823529412,BOA,10.158823529411764,0,40,0,25,16.254117647058823,BOA,41.31666666666666
2022-04-06 03:30:00,normal,18.962500000000002,0,40,0,50,15.170000000000002,BOA,7.3,0,40,0,25,11.68,BOA,29.333333333333332,8.154545454545454,0,40,0,50,6.5236363636363635,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.358333333333334,22.4375,0,40,0,50,17.95,BOA,8.508695652173914,0,40,0,25,13.613913043478263,BOA,50.633333333333326,15.950000000000001,0,40,0,50,12.760000000000002,BOA,10.13888888888889,0,40,0,25,16.222222222222225,BOA,41.137499999999996
2022-04-06 04:30:00,normal,19.045833333333334,0,40,0,50,15.236666666666668,BOA,7.341666666666666,0,40,0,25,11.746666666666666,BOA,29.53333333333333,8.022727272727272,0,40,0,50,6.418181818181818,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.645833333333336,22.754166666666663,0,40,0,50,18.20333333333333,BOA,8.700000000000001,0,40,0,25,13.920000000000002,BOA,51.387499999999996,16.026315789473685,0,40,0,50,12.821052631578949,BOA,10.078947368421053,0,40,0,25,16.126315789473686,BOA,41.791666666666664
2022-04-06 05:30:00,normal,19.129166666666666,0,40,0,50,15.303333333333335,BOA,7.370833333333334,0,40,0,25,11.793333333333335,BOA,29.84583333333333,7.931818181818179,0,40,0,50,6.345454545454544,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,37.96666666666667,23.004166666666666,0,40,0,50,18.403333333333332,BOA,8.747826086956522,0,40,0,25,13.996521739130436,BOA,52.09166666666666,16.145,0,40,0,50,12.916,BOA,10.120000000000001,0,40,0,25,16.192000000000004,BOA,41.75416666666666
2022-04-06 06:30:00,normal,19.191666666666666,0,40,0,50,15.353333333333333,BOA,7.3374999999999995,0,40,0,25,11.74,BOA,30.200000000000003,7.668181818181818,0,40,0,50,6.134545454545455,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.112500000000004,23.166666666666668,0,40,0,50,18.533333333333335,BOA,8.743478260869566,0,40,0,25,13.989565217391306,BOA,53.10833333333334,16.2,0,40,0,50,12.96,BOA,10.095238095238095,0,40,0,25,16.152380952380952,BOA,41.99166666666667
2022-04-06 07:30:00,normal,19.59166666666667,0,40,0,50,15.673333333333336,BOA,7.425,0,40,0,25,11.88,BOA,31.079166666666666,7.722727272727273,0,40,0,50,6.178181818181819,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.84166666666667,23.212499999999995,0,40,0,50,18.569999999999997,BOA,8.717391304347826,0,40,0,25,13.947826086956523,BOA,53.48333333333333,16.527272727272727,0,40,0,50,13.221818181818183,BOA,10.090909090909092,0,40,0,25,16.145454545454548,BOA,42.975
2022-04-06 08:30:00,normal,19.1375,0,40,0,50,15.31,BOA,6.979166666666667,0,40,0,25,11.166666666666668,BOA,30.974999999999998,7.981818181818183,0,40,0,50,6.385454545454547,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,38.608333333333334,23.3875,0,40,0,50,18.71,BOA,8.84782608695652,0,40,0,25,14.156521739130433,BOA,53.46666666666667,17.05217391304348,0,40,0,50,13.641739130434784,BOA,10.269565217391303,0,40,0,25,16.431304347826085,BOA,43.775
2022-04-06 09:30:00,normal,19.200000000000003,0,40,0,50,15.360000000000003,BOA,7.074999999999999,0,40,0,25,11.32,BOA,30.929166666666664,8.000000000000002,0,40,0,50,6.400000000000002,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,39.24166666666667,23.4375,0,40,0,50,18.75,BOA,8.960869565217392,0,40,0,25,14.337391304347827,BOA,53.59583333333334,17.316666666666666,0,40,0,50,13.853333333333333,BOA,10.345833333333333,0,40,0,25,16.553333333333335,BOA,44.712500000000006
2022-04-06 10:30:00,normal,19.583333333333332,0,40,0,50,15.666666666666666,BOA,7.433333333333333,0,40,0,25,11.893333333333333,BOA,31.1875,8.004761904761907,0,40,0,50,6.403809523809525,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,40.11666666666667,23.566666666666666,0,40,0,50,18.853333333333335,BOA,9.021739130434781,0,40,0,25,14.43478260869565,BOA,53.729166666666664,17.691666666666666,0,40,0,50,14.153333333333334,BOA,10.479166666666666,0,40,0,25,16.766666666666666,BOA,44.979166666666664
2022-04-06 11:30:00,normal,19.67916666666667,0,40,0,50,15.743333333333338,BOA,7.4875,0,40,0,25,11.98,BOA,31.44583333333333,7.790909090909093,0,40,0,50,6.232727272727274,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,40.72083333333334,23.549999999999997,0,40,0,50,18.84,BOA,9.130434782608694,0,40,0,25,14.60869565217391,BOA,53.3125,17.5625,0,40,0,50,14.05,BOA,10.391666666666666,0,40,0,25,16.626666666666665,BOA,44.96666666666667
2022-04-06 12:00:00,12:00:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-04-06 12:30:00,normal,19.575,0,40,0,50,15.66,BOA,7.433333333333334,0,40,0,25,11.893333333333334,BOA,31.6875,7.790909090909093,0,40,0,50,6.232727272727274,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,41.27916666666667,23.75833333333333,0,40,0,50,19.006666666666664,BOA,9.24782608695652,0,40,0,25,14.796521739130434,BOA,54.125,17.675,0,40,0,50,14.14,BOA,10.491666666666667,0,40,0,25,16.78666666666667,BOA,45.12916666666666
2022-04-06 13:30:00,normal,19.35,0,40,0,50,15.480000000000002,BOA,7.445833333333333,0,40,0,25,11.913333333333334,BOA,31.23333333333333,7.900000000000001,0,40,0,50,6.320000000000001,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,41.208333333333336,24.25,0,40,0,50,19.400000000000002,BOA,9.456521739130434,0,40,0,25,15.130434782608695,BOA,55.4125,17.754166666666666,0,40,0,50,14.203333333333333,BOA,10.549999999999999,0,40,0,25,16.88,BOA,45.6625
2022-04-06 14:30:00,normal,19.420833333333334,0,40,0,50,15.536666666666669,BOA,7.533333333333334,0,40,0,25,12.053333333333335,BOA,31.337500000000002,8.115000000000002,0,40,0,50,6.492000000000002,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,41.78333333333333,24.554166666666664,0,40,0,50,19.64333333333333,BOA,9.179166666666667,0,40,0,25,14.686666666666667,BOA,55.65416666666666,17.883333333333333,0,40,0,50,14.306666666666667,BOA,10.683333333333332,0,40,0,25,17.09333333333333,BOA,46.112500000000004
2022-04-06 15:30:00,normal,19.608333333333334,0,40,0,50,15.686666666666667,BOA,7.720833333333334,0,40,0,25,12.353333333333335,BOA,31.683333333333334,8.489473684210527,0,40,0,50,6.791578947368421,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,41.59583333333334,24.65833333333333,0,40,0,50,19.726666666666667,BOA,9.204166666666666,0,40,0,25,14.726666666666667,BOA,56.73749999999999,17.8875,0,40,0,50,14.31,BOA,10.75,0,40,0,25,17.2,BOA,45.43333333333334
2022-04-06 16:30:00,normal,20.170833333333334,0,40,0,50,16.136666666666667,BOA,8.008333333333333,0,40,0,25,12.813333333333333,BOA,32.300000000000004,8.700000000000001,0,40,0,50,6.960000000000001,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,41.57083333333333,25.75,0,40,0,50,20.6,BOA,9.470833333333333,0,40,0,25,15.153333333333334,BOA,60.291666666666664,17.77916666666667,0,40,0,50,14.223333333333336,BOA,10.720833333333333,0,40,0,25,17.153333333333332,BOA,45.12083333333334
2022-04-06 17:30:00,normal,20.8125,0,40,0,50,16.650000000000002,BOA,8.158333333333333,0,40,0,25,13.053333333333335,BOA,33.17916666666667,8.261111111111113,0,40,0,50,6.608888888888891,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,42.44583333333333,26.125,0,40,0,50,20.900000000000002,BOA,9.5375,0,40,0,25,15.26,BOA,60.17499999999999,17.75,0,40,0,50,14.200000000000001,BOA,10.725,0,40,0,25,17.16,BOA,44.866666666666674
2022-04-06 18:30:00,normal,21.883333333333336,0,40,0,50,17.50666666666667,BOA,8.204166666666667,0,40,0,25,13.126666666666669,BOA,35.550000000000004,9.216666666666667,0,40,0,50,7.373333333333334,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,46.10833333333333,27.429166666666664,0,40,0,50,21.94333333333333,BOA,10.433333333333334,0,40,0,25,16.693333333333335,BOA,63.23333333333333,17.820833333333333,0,40,0,50,14.256666666666668,BOA,10.65,0,40,0,25,17.040000000000003,BOA,45.23333333333333
2022-04-06 19:30:00,normal,23.079166666666666,0,40,0,50,18.463333333333335,BOA,8.420833333333333,0,40,0,25,13.473333333333333,BOA,37.954166666666666,10.005555555555555,0,40,0,50,8.004444444444443,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,46.475,27.5625,0,40,0,50,22.05,BOA,10.4,0,40,0,25,16.64,BOA,63.42083333333333,17.845833333333335,0,40,0,50,14.276666666666669,BOA,10.608333333333333,0,40,0,25,16.973333333333333,BOA,45.625
2022-04-06 20:30:00,normal,22.7625,0,40,0,50,18.21,BOA,8.554166666666667,0,40,0,25,13.686666666666667,BOA,38.0125,10.06111111111111,0,40,0,50,8.048888888888888,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,46.78333333333334,28.024999999999995,0,40,0,50,22.419999999999998,BOA,10.654166666666667,0,40,0,25,17.046666666666667,BOA,64.80833333333334,17.8,0,40,0,50,14.240000000000002,BOA,10.558333333333334,0,40,0,25,16.893333333333334,BOA,45.854166666666664
2022-04-06 21:30:00,normal,22.858333333333334,0,40,0,50,18.28666666666667,BOA,8.658333333333333,0,40,0,25,13.853333333333333,BOA,37.56666666666667,10.044444444444443,0,40,0,50,8.035555555555554,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,47.06666666666666,27.975000000000005,0,40,0,50,22.380000000000006,BOA,10.583333333333334,0,40,0,25,16.933333333333334,BOA,64.90833333333333,16.854166666666668,0,40,0,50,13.483333333333334,BOA,9.666666666666666,0,40,0,25,15.466666666666667,BOA,43.512499999999996
2022-04-06 22:30:00,normal,23.108333333333334,0,40,0,50,18.486666666666668,BOA,8.633333333333333,0,40,0,25,13.813333333333333,BOA,37.75,9.549999999999997,0,40,0,50,7.639999999999998,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,46.333333333333336,27.8875,0,40,0,50,22.310000000000002,BOA,10.575,0,40,0,25,16.919999999999998,BOA,64.62916666666666,15.387500000000001,0,40,0,50,12.310000000000002,BOA,8.358333333333333,0,40,0,25,13.373333333333333,BOA,42.42083333333333
2022-04-06 23:30:00,normal,23.070833333333336,0,40,0,50,18.45666666666667,BOA,8.629166666666666,0,40,0,25,13.806666666666667,BOA,37.541666666666664,8.827777777777778,0,40,0,50,7.062222222222222,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,46.0625,27.933333333333334,0,40,0,50,22.346666666666668,BOA,10.512500000000001,0,40,0,25,16.820000000000004,BOA,64.72500000000001,15.254166666666668,0,40,0,50,12.203333333333335,BOA,8.2875,0,40,0,25,13.26,BOA,42.68333333333334
