timestamp,row_type,EAMA11_MP10_media,EAMA11_MP10_I_ini,EAMA11_MP10_I_fin,EAMA11_MP10_C_ini,EAMA11_MP10_C_fin,EAMA11_MP10_IQAr,EAMA11_MP10_class,EAMA11_MP2.5_media,EAMA11_MP2.5_I_ini,EAMA11_MP2.5_I_fin,EAMA11_MP2.5_C_ini,EAMA11_MP2.5_C_fin,EAMA11_MP2.5_IQAr,EAMA11_MP2.5_class,EAMA11_PTS_media,EAMA21_MP10_media,EAMA21_MP10_I_ini,EAMA21_MP10_I_fin,EAMA21_MP10_C_ini,EAMA21_MP10_C_fin,EAMA21_MP10_IQAr,EAMA21_MP10_class,EAMA21_MP2.5_media,EAMA21_MP2.5_I_ini,EAMA21_MP2.5_I_fin,EAMA21_MP2.5_C_ini,EAMA21_MP2.5_C_fin,EAMA21_MP2.5_IQAr,EAMA21_MP2.5_class,EAMA21_PTS_media,EAMA31_MP10_media,EAMA31_MP10_I_ini,EAMA31_MP10_I_fin,EAMA31_MP10_C_ini,EAMA31_MP10_C_fin,EAMA31_MP10_IQAr,EAMA31_MP10_class,EAMA31_MP2.5_media,EAMA31_MP2.5_I_ini,EAMA31_MP2.5_I_fin,EAMA31_MP2.5_C_ini,EAMA31_MP2.5_C_fin,EAMA31_MP2.5_IQAr,EAMA31_MP2.5_class,EAMA31_PTS_media,EAMA41_MP10_media,EAMA41_MP10_I_ini,EAMA41_MP10_I_fin,EAMA41_MP10_C_ini,EAMA41_MP10_C_fin,EAMA41_MP10_IQAr,EAMA41_MP10_class,EAMA41_MP2.5_media,EAMA41_MP2.5_I_ini,EAMA41_MP2.5_I_fin,EAMA41_MP2.5_C_ini,EAMA41_MP2.5_C_fin,EAMA41_MP2.5_IQAr,EAMA41_MP2.5_class,EAMA41_PTS_media
2022-01-01 01:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 02:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 03:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 04:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 05:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 06:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 07:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 08:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 09:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 10:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 11:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 12:00:00,12:00:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 12:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 13:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 14:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 15:30:00,normal,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes
2022-01-01 16:30:00,normal,11.3,0,40,0,50,9.040000000000001,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,10.231250000000001,13.0875,0,40,0,50,10.47,BOA,8.16875,0,40,0,25,13.07,BOA,14.681249999999999,12.91875,0,40,0,50,10.335,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,8.58125,0,40,0,50,6.865000000000001,BOA,4.9750000000000005,0,40,0,25,7.960000000000001,BOA,12.181249999999999
2022-01-01 17:30:00,normal,11.15294117647059,0,40,0,50,8.922352941176472,BOA,6.6187499999999995,0,40,0,25,10.59,BOA,10.435294117647059,12.670588235294119,0,40,0,50,10.136470588235296,BOA,8.16875,0,40,0,25,13.07,BOA,14.517647058823528,12.7,0,40,0,50,10.16,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,17.349999999999998,8.600000000000001,0,40,0,50,6.880000000000002,BOA,4.988235294117648,0,40,0,25,7.981176470588237,BOA,12.36470588235294
2022-01-01 18:30:00,normal,11.072222222222223,0,40,0,50,8.857777777777779,BOA,6.441176470588235,0,40,0,25,10.305882352941175,BOA,10.672222222222222,12.3,0,40,0,50,9.840000000000002,BOA,8.16875,0,40,0,25,13.07,BOA,14.605555555555554,12.816666666666666,0,40,0,50,10.253333333333334,BOA,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,17.24705882352941,8.733333333333334,0,40,0,50,6.986666666666668,BOA,5.027777777777779,0,40,0,25,8.044444444444446,BOA,12.627777777777776
2022-01-01 19:30:00,normal,10.989473684210527,0,40,0,50,8.791578947368421,BOA,6.388888888888888,0,40,0,25,10.222222222222221,BOA,10.757894736842106,12.036842105263158,0,40,0,50,9.629473684210527,BOA,7.841176470588234,0,40,0,25,12.545882352941176,BOA,14.773684210526316,12.963157894736842,0,40,0,50,10.370526315789474,BOA,4.262499999999999,0,40,0,25,6.819999999999999,BOA,17.316666666666666,8.589473684210526,0,40,0,50,6.8715789473684215,BOA,4.942105263157896,0,40,0,25,7.9073684210526345,BOA,12.773684210526316
2022-01-01 20:30:00,normal,10.825,0,40,0,50,8.66,BOA,6.268421052631578,0,40,0,25,10.029473684210526,BOA,10.705,12.145,0,40,0,50,9.716000000000001,BOA,8.005555555555555,0,40,0,25,12.808888888888887,BOA,14.785,13.079999999999998,0,40,0,50,10.463999999999999,BOA,4.376470588235294,0,40,0,25,7.00235294117647,BOA,17.357894736842105,8.52,0,40,0,50,6.816,BOA,4.915000000000001,0,40,0,25,7.864000000000002,BOA,12.705
2022-01-01 21:30:00,normal,10.82857142857143,0,40,0,50,8.662857142857144,BOA,6.309999999999999,0,40,0,25,10.095999999999998,BOA,10.60952380952381,11.942857142857143,0,40,0,50,9.554285714285715,BOA,7.794736842105263,0,40,0,25,12.471578947368421,BOA,14.485714285714286,12.933333333333332,0,40,0,50,10.346666666666666,BOA,4.388888888888888,0,40,0,25,7.022222222222222,BOA,16.78,8.519047619047619,0,40,0,50,6.8152380952380955,BOA,4.947619047619049,0,40,0,25,7.916190476190478,BOA,12.447619047619046
2022-01-01 22:30:00,normal,10.736363636363636,0,40,0,50,8.58909090909091,BOA,6.261904761904761,0,40,0,25,10.019047619047619,BOA,10.499999999999998,11.60909090909091,0,40,0,50,9.287272727272727,BOA,7.459999999999999,0,40,0,25,11.936,BOA,14.372727272727273,12.836363636363636,0,40,0,50,10.26909090909091,BOA,4.3315789473684205,0,40,0,25,6.930526315789473,BOA,16.533333333333335,8.518181818181818,0,40,0,50,6.8145454545454545,BOA,4.945454545454546,0,40,0,25,7.912727272727274,BOA,12.268181818181818
2022-01-01 23:30:00,normal,10.621739130434783,0,40,0,50,8.497391304347827,BOA,6.163636363636362,0,40,0,25,9.86181818181818,BOA,10.239130434782608,11.395652173913044,0,40,0,50,9.116521739130436,BOA,7.2333333333333325,0,40,0,25,11.573333333333332,BOA,13.969565217391304,12.565217391304348,0,40,0,50,10.052173913043479,BOA,4.174999999999999,0,40,0,25,6.679999999999999,BOA,15.809090909090912,8.378260869565219,0,40,0,50,6.7026086956521755,BOA,4.847826086956523,0,40,0,25,7.756521739130438,BOA,12.043478260869565
2022-01-02 00:30:00,normal,10.391666666666666,0,40,0,50,8.313333333333333,BOA,5.96086956521739,0,40,0,25,9.537391304347825,BOA,10.239130434782608,11.154166666666667,0,40,0,50,8.923333333333334,BOA,7.063636363636363,0,40,0,25,11.30181818181818,BOA,13.969565217391304,12.1,0,40,0,50,9.68,BOA,4.174999999999999,0,40,0,25,6.679999999999999,BOA,15.809090909090912,8.208333333333334,0,40,0,50,6.566666666666667,BOA,4.758333333333333,0,40,0,25,7.613333333333333,BOA,11.545833333333334
2022-01-02 01:30:00,normal,9.133333333333333,0,40,0,50,7.306666666666667,BOA,4.778260869565217,0,40,0,25,7.645217391304347,BOA,9.122727272727271,9.541666666666666,0,40,0,50,7.633333333333333,BOA,5.590909090909091,0,40,0,25,8.945454545454545,BOA,12.408695652173915,11.145833333333334,0,40,0,50,8.916666666666668,BOA,3.8473684210526313,0,40,0,25,6.1557894736842105,BOA,14.550000000000004,7.662499999999999,0,40,0,50,6.129999999999999,BOA,4.308333333333333,0,40,0,25,6.893333333333333,BOA,10.641666666666667
2022-01-02 02:30:00,normal,8.433333333333334,0,40,0,50,6.746666666666667,BOA,4.169565217391304,0,40,0,25,6.671304347826086,BOA,8.254545454545454,8.617391304347825,0,40,0,50,6.8939130434782605,BOA,4.719047619047619,0,40,0,25,7.550476190476191,BOA,11.578260869565218,10.3125,0,40,0,50,8.25,BOA,3.483333333333333,0,40,0,25,5.573333333333333,BOA,13.213636363636367,7.245833333333333,0,40,0,50,5.796666666666667,BOA,3.966666666666667,0,40,0,25,6.346666666666668,BOA,9.983333333333333
2022-01-02 03:30:00,normal,7.966666666666666,0,40,0,50,6.373333333333333,BOA,3.821739130434782,0,40,0,25,6.114782608695652,BOA,7.59090909090909,7.717391304347826,0,40,0,50,6.173913043478262,BOA,3.9809523809523815,0,40,0,25,6.369523809523811,BOA,10.86086956521739,9.6625,0,40,0,50,7.73,BOA,3.2823529411764705,0,40,0,25,5.251764705882353,BOA,12.281818181818183,6.8625,0,40,0,50,5.49,BOA,3.6875,0,40,0,25,5.9,BOA,9.483333333333333
2022-01-02 04:30:00,normal,7.729166666666667,0,40,0,50,6.183333333333334,BOA,3.777272727272727,0,40,0,25,6.043636363636363,BOA,7.290909090909091,7.204347826086957,0,40,0,50,5.763478260869566,BOA,3.647619047619048,0,40,0,25,5.8361904761904775,BOA,10.45217391304348,9.35,0,40,0,50,7.48,BOA,3.170588235294117,0,40,0,25,5.072941176470588,BOA,11.868181818181817,6.804166666666667,0,40,0,50,5.443333333333334,BOA,3.7291666666666665,0,40,0,25,5.966666666666667,BOA,9.245833333333332
2022-01-02 05:30:00,normal,7.6499999999999995,0,40,0,50,6.12,BOA,3.8,0,40,0,25,6.08,BOA,7.1863636363636365,6.9391304347826095,0,40,0,50,5.551304347826088,BOA,3.5238095238095237,0,40,0,25,5.6380952380952385,BOA,10.160869565217391,9.258333333333333,0,40,0,50,7.406666666666666,BOA,3.241176470588235,0,40,0,25,5.185882352941176,BOA,11.604545454545452,6.691666666666666,0,40,0,50,5.3533333333333335,BOA,3.6916666666666664,0,40,0,25,5.906666666666666,BOA,9.200000000000001
2022-01-02 06:30:00,normal,7.483333333333334,0,40,0,50,5.986666666666668,BOA,3.9047619047619047,0,40,0,25,6.247619047619048,BOA,7.131818181818184,6.827272727272729,0,40,0,50,5.461818181818184,BOA,3.46,0,40,0,25,5.5360000000000005,BOA,9.926086956521738,9.1,0,40,0,50,7.28,BOA,3.288235294117647,0,40,0,25,5.261176470588236,BOA,11.213636363636361,8.616666666666665,0,40,0,50,6.893333333333333,BOA,5.5625,0,40,0,25,8.9,BOA,9.221739130434782
2022-01-02 07:30:00,normal,7.2625,0,40,0,50,5.8100000000000005,BOA,3.8619047619047624,0,40,0,25,6.17904761904762,BOA,6.995454545454547,6.613636363636365,0,40,0,50,5.290909090909093,BOA,3.5578947368421057,0,40,0,25,5.69263157894737,BOA,9.669565217391304,9.025,0,40,0,50,7.220000000000001,BOA,3.3764705882352937,0,40,0,25,5.402352941176471,BOA,11.195454545454545,9.266666666666666,0,40,0,50,7.413333333333333,BOA,6.229166666666667,0,40,0,25,9.966666666666669,BOA,8.965217391304348
2022-01-02 08:30:00,normal,7.095833333333334,0,40,0,50,5.676666666666668,BOA,3.8714285714285714,0,40,0,25,6.194285714285715,BOA,6.827272727272728,6.513636363636365,0,40,0,50,5.210909090909092,BOA,3.642105263157894,0,40,0,25,5.827368421052631,BOA,9.578260869565216,8.945833333333333,0,40,0,50,7.156666666666666,BOA,3.222222222222222,0,40,0,25,5.155555555555555,BOA,11.022727272727272,9.0875,0,40,0,50,7.2700000000000005,BOA,6.3869565217391315,0,40,0,25,10.219130434782612,BOA,8.765217391304347
2022-01-02 09:30:00,normal,6.883333333333333,0,40,0,50,5.506666666666667,BOA,3.771428571428571,0,40,0,25,6.034285714285714,BOA,6.581818181818182,6.454545454545454,0,40,0,50,5.163636363636364,BOA,3.7263157894736842,0,40,0,25,5.962105263157895,BOA,9.256521739130434,8.845833333333333,0,40,0,50,7.076666666666667,BOA,3.222222222222222,0,40,0,25,5.155555555555555,BOA,10.99090909090909,8.975,0,40,0,50,7.18,BOA,6.434782608695653,0,40,0,25,10.295652173913046,BOA,8.486956521739131
2022-01-02 10:30:00,normal,6.6625000000000005,0,40,0,50,5.330000000000001,BOA,3.657142857142856,0,40,0,25,5.8514285714285705,BOA,6.381818181818182,6.490476190476191,0,40,0,50,5.192380952380954,BOA,3.8277777777777775,0,40,0,25,6.124444444444444,BOA,9.22173913043478,8.879166666666666,0,40,0,50,7.1033333333333335,BOA,3.0842105263157893,0,40,0,25,4.934736842105263,BOA,11.118181818181817,8.804166666666665,0,40,0,50,7.043333333333333,BOA,6.434782608695653,0,40,0,25,10.295652173913046,BOA,8.356521739130436
