timestamp,EAMA11_MP10_media,EAMA11_MP10_IQAr,EAMA11_MP10_class,EAMA11_MP2.5_media,EAMA11_MP2.5_IQAr,EAMA11_MP2.5_class,EAMA21_MP10_media,EAMA21_MP10_IQAr,EAMA21_MP10_class,EAMA21_MP2.5_media,EAMA21_MP2.5_IQAr,EAMA21_MP2.5_class,EAMA31_MP10_media,EAMA31_MP10_IQAr,EAMA31_MP10_class,EAMA31_MP2.5_media,EAMA31_MP2.5_IQAr,EAMA31_MP2.5_class,EAMA41_MP10_media,EAMA41_MP10_IQAr,EAMA41_MP10_class,EAMA41_MP2.5_media,EAMA41_MP2.5_IQAr,EAMA41_MP2.5_class,EAMA11_MP10_idx_ini,EAMA11_MP10_idx_fin,EAMA11_MP10_conc_ini,EAMA11_MP10_conc_fin,EAMA11_MP2.5_idx_ini,EAMA11_MP2.5_idx_fin,EAMA11_MP2.5_conc_ini,EAMA11_MP2.5_conc_fin,EAMA21_MP10_idx_ini,EAMA21_MP10_idx_fin,EAMA21_MP10_conc_ini,EAMA21_MP10_conc_fin,EAMA21_MP2.5_idx_ini,EAMA21_MP2.5_idx_fin,EAMA21_MP2.5_conc_ini,EAMA21_MP2.5_conc_fin,EAMA31_MP10_idx_ini,EAMA31_MP10_idx_fin,EAMA31_MP10_conc_ini,EAMA31_MP10_conc_fin,EAMA31_MP2.5_idx_ini,EAMA31_MP2.5_idx_fin,EAMA31_MP2.5_conc_ini,EAMA31_MP2.5_conc_fin,EAMA41_MP10_idx_ini,EAMA41_MP10_idx_fin,EAMA41_MP10_conc_ini,EAMA41_MP10_conc_fin,EAMA41_MP2.5_idx_ini,EAMA41_MP2.5_idx_fin,EAMA41_MP2.5_conc_ini,EAMA41_MP2.5_conc_fin,EAMA11_PTS_media,EAMA21_PTS_media,EAMA31_PTS_media,EAMA41_PTS_media
2022-01-01 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 01:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 02:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 03:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 04:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 05:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 06:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 07:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 08:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 09:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 10:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 11:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 12:00:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 12:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 13:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 14:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 15:30:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.499999999999998,16.706249999999997,,13.225
2022-01-01 16:30:00,11.3,9.040000000000001,BOA,dados insuficientes,dados insuficientes,dados insuficientes,13.0875,10.47,BOA,8.16875,13.07,BOA,12.91875,10.335,BOA,dados insuficientes,dados insuficientes,dados insuficientes,8.58125,6.865000000000001,BOA,4.9750000000000005,7.960000000000001,BOA,0.0,40.0,0.0,50.0,,,,,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,,,,,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,11.652941176470586,16.51176470588235,19.3375,13.194117647058823
2022-01-01 17:30:00,11.15294117647059,8.922352941176472,BOA,6.6187499999999995,10.59,BOA,12.670588235294119,10.136470588235296,BOA,8.16875,13.07,BOA,12.7,10.16,BOA,dados insuficientes,dados insuficientes,dados insuficientes,8.600000000000001,6.880000000000002,BOA,4.988235294117648,7.981176470588237,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,,,,,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,11.766666666666664,16.25555555555555,18.88235294117647,13.31111111111111
2022-01-01 18:30:00,11.072222222222223,8.857777777777779,BOA,6.441176470588235,10.305882352941175,BOA,12.3,9.840000000000002,BOA,8.16875,13.07,BOA,12.816666666666666,10.253333333333334,BOA,dados insuficientes,dados insuficientes,dados insuficientes,8.733333333333334,6.986666666666668,BOA,5.027777777777779,8.044444444444446,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,,,,,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,11.921052631578945,16.247368421052627,18.700000000000003,13.510526315789473
2022-01-01 19:30:00,10.989473684210527,8.791578947368421,BOA,6.388888888888888,10.222222222222221,BOA,12.036842105263158,9.629473684210527,BOA,7.841176470588234,12.545882352941176,BOA,12.963157894736842,10.370526315789474,BOA,4.262499999999999,6.819999999999999,BOA,8.589473684210526,6.8715789473684215,BOA,4.942105263157896,7.9073684210526345,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,11.939999999999998,16.324999999999996,18.689473684210526,13.604999999999999
2022-01-01 20:30:00,10.825,8.66,BOA,6.268421052631578,10.029473684210526,BOA,12.145,9.716000000000001,BOA,8.005555555555555,12.808888888888887,BOA,13.079999999999998,10.463999999999999,BOA,4.376470588235294,7.00235294117647,BOA,8.52,6.816,BOA,4.915000000000001,7.864000000000002,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,11.83333333333333,16.26190476190476,18.660000000000004,13.499999999999996
2022-01-01 21:30:00,10.82857142857143,8.662857142857144,BOA,6.309999999999999,10.095999999999998,BOA,11.942857142857143,9.554285714285715,BOA,7.794736842105263,12.471578947368421,BOA,12.933333333333332,10.346666666666666,BOA,4.388888888888888,7.022222222222222,BOA,8.519047619047619,6.8152380952380955,BOA,4.947619047619049,7.916190476190478,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,11.690909090909088,15.909090909090907,18.04761904761905,13.218181818181817
2022-01-01 22:30:00,10.736363636363636,8.58909090909091,BOA,6.261904761904761,10.019047619047619,BOA,11.60909090909091,9.287272727272727,BOA,7.459999999999999,11.936,BOA,12.836363636363636,10.26909090909091,BOA,4.3315789473684205,6.930526315789473,BOA,8.518181818181818,6.8145454545454545,BOA,4.945454545454546,7.912727272727274,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,11.539130434782605,15.739130434782606,17.754545454545458,13.013043478260867
2022-01-01 23:30:00,10.621739130434783,8.497391304347827,BOA,6.163636363636362,9.86181818181818,BOA,11.395652173913044,9.116521739130436,BOA,7.2333333333333325,11.573333333333332,BOA,12.565217391304348,10.052173913043479,BOA,4.174999999999999,6.679999999999999,BOA,8.378260869565219,6.7026086956521755,BOA,4.847826086956523,7.756521739130438,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,11.245833333333332,15.295833333333334,17.008695652173916,12.766666666666667
2022-01-02 00:30:00,10.391666666666666,8.313333333333333,BOA,5.96086956521739,9.537391304347825,BOA,11.154166666666667,8.923333333333334,BOA,7.063636363636363,11.30181818181818,BOA,12.1,9.68,BOA,4.174999999999999,6.679999999999999,BOA,8.208333333333334,6.566666666666667,BOA,4.758333333333333,7.613333333333333,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,10.239130434782608,13.969565217391304,15.809090909090912,11.545833333333334
2022-01-02 01:30:00,9.133333333333333,7.306666666666667,BOA,4.778260869565217,7.645217391304347,BOA,9.541666666666666,7.633333333333333,BOA,5.590909090909091,8.945454545454545,BOA,11.145833333333334,8.916666666666668,BOA,3.8473684210526313,6.1557894736842105,BOA,7.662499999999999,6.129999999999999,BOA,4.308333333333333,6.893333333333333,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,9.122727272727271,12.408695652173915,14.550000000000004,10.641666666666667
2022-01-02 02:30:00,8.433333333333334,6.746666666666667,BOA,4.169565217391304,6.671304347826086,BOA,8.617391304347825,6.8939130434782605,BOA,4.719047619047619,7.550476190476191,BOA,10.3125,8.25,BOA,3.483333333333333,5.573333333333333,BOA,7.245833333333333,5.796666666666667,BOA,3.966666666666667,6.346666666666668,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,8.254545454545454,11.578260869565218,13.213636363636367,9.983333333333333
2022-01-02 03:30:00,7.966666666666666,6.373333333333333,BOA,3.821739130434782,6.114782608695652,BOA,7.717391304347826,6.173913043478262,BOA,3.9809523809523815,6.369523809523811,BOA,9.6625,7.73,BOA,3.2823529411764705,5.251764705882353,BOA,6.8625,5.49,BOA,3.6875,5.9,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,7.59090909090909,10.86086956521739,12.281818181818183,9.483333333333333
2022-01-02 04:30:00,7.729166666666667,6.183333333333334,BOA,3.777272727272727,6.043636363636363,BOA,7.204347826086957,5.763478260869566,BOA,3.647619047619048,5.8361904761904775,BOA,9.35,7.48,BOA,3.170588235294117,5.072941176470588,BOA,6.804166666666667,5.443333333333334,BOA,3.7291666666666665,5.966666666666667,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,7.290909090909091,10.45217391304348,11.868181818181817,9.245833333333332
2022-01-02 05:30:00,7.6499999999999995,6.12,BOA,3.8,6.08,BOA,6.9391304347826095,5.551304347826088,BOA,3.5238095238095237,5.6380952380952385,BOA,9.258333333333333,7.406666666666666,BOA,3.241176470588235,5.185882352941176,BOA,6.691666666666666,5.3533333333333335,BOA,3.6916666666666664,5.906666666666666,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,7.1863636363636365,10.160869565217391,11.604545454545452,9.200000000000001
2022-01-02 06:30:00,7.483333333333334,5.986666666666668,BOA,3.9047619047619047,6.247619047619048,BOA,6.827272727272729,5.461818181818184,BOA,3.46,5.5360000000000005,BOA,9.1,7.28,BOA,3.288235294117647,5.261176470588236,BOA,8.616666666666665,6.893333333333333,BOA,5.5625,8.9,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,7.131818181818184,9.926086956521738,11.213636363636361,9.221739130434782
2022-01-02 07:30:00,7.2625,5.8100000000000005,BOA,3.8619047619047624,6.17904761904762,BOA,6.613636363636365,5.290909090909093,BOA,3.5578947368421057,5.69263157894737,BOA,9.025,7.220000000000001,BOA,3.3764705882352937,5.402352941176471,BOA,9.266666666666666,7.413333333333333,BOA,6.229166666666667,9.966666666666669,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,6.995454545454547,9.669565217391304,11.195454545454545,8.965217391304348
2022-01-02 08:30:00,7.095833333333334,5.676666666666668,BOA,3.8714285714285714,6.194285714285715,BOA,6.513636363636365,5.210909090909092,BOA,3.642105263157894,5.827368421052631,BOA,8.945833333333333,7.156666666666666,BOA,3.222222222222222,5.155555555555555,BOA,9.0875,7.2700000000000005,BOA,6.3869565217391315,10.219130434782612,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,6.827272727272728,9.578260869565216,11.022727272727272,8.765217391304347
2022-01-02 09:30:00,6.883333333333333,5.506666666666667,BOA,3.771428571428571,6.034285714285714,BOA,6.454545454545454,5.163636363636364,BOA,3.7263157894736842,5.962105263157895,BOA,8.845833333333333,7.076666666666667,BOA,3.222222222222222,5.155555555555555,BOA,8.975,7.18,BOA,6.434782608695653,10.295652173913046,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,6.581818181818182,9.256521739130434,10.99090909090909,8.486956521739131
2022-01-02 10:30:00,6.6625000000000005,5.330000000000001,BOA,3.657142857142856,5.8514285714285705,BOA,6.490476190476191,5.192380952380954,BOA,3.8277777777777775,6.124444444444444,BOA,8.879166666666666,7.1033333333333335,BOA,3.0842105263157893,4.934736842105263,BOA,8.804166666666665,7.043333333333333,BOA,6.434782608695653,10.295652173913046,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,6.381818181818182,9.22173913043478,11.118181818181817,8.356521739130436
2022-01-02 11:30:00,6.604166666666667,5.283333333333334,BOA,3.6857142857142855,5.897142857142857,BOA,6.476190476190476,5.180952380952381,BOA,3.9000000000000004,6.240000000000001,BOA,8.799999999999999,7.039999999999999,BOA,3.126315789473684,5.002105263157895,BOA,8.6,6.88,BOA,6.330434782608696,10.128695652173915,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,6.295454545454546,9.24782608695652,10.763636363636364,8.208695652173914
2022-01-02 12:00:00,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,dados insuficientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02 12:30:00,6.5125,5.210000000000001,BOA,3.6714285714285713,5.8742857142857146,BOA,6.31904761904762,5.055238095238096,BOA,3.8777777777777778,6.204444444444444,BOA,8.441666666666666,6.753333333333334,BOA,2.978947368421053,4.766315789473685,BOA,8.475,6.78,BOA,6.31304347826087,10.100869565217394,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,6.257142857142857,8.813043478260866,9.595454545454546,7.826086956521739
2022-01-02 13:30:00,6.445833333333333,5.156666666666666,BOA,3.6714285714285713,5.8742857142857146,BOA,5.833333333333333,4.666666666666667,BOA,3.658823529411765,5.854117647058825,BOA,8.316666666666666,6.653333333333333,BOA,2.905263157894737,4.648421052631579,BOA,8.233333333333333,6.586666666666666,BOA,6.265217391304349,10.02434782608696,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,6.17142857142857,9.013043478260867,9.717391304347828,7.321739130434783
2022-01-02 14:30:00,6.329166666666666,5.063333333333333,BOA,3.7600000000000002,6.016000000000001,BOA,5.747619047619047,4.598095238095238,BOA,3.6352941176470592,5.816470588235295,BOA,8.233333333333334,6.586666666666668,BOA,2.8947368421052637,4.631578947368422,BOA,8.216666666666667,6.573333333333334,BOA,6.42608695652174,10.281739130434785,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,6.385,8.80869565217391,9.28695652173913,6.8478260869565215
2022-01-02 15:30:00,6.108333333333333,4.886666666666667,BOA,3.757894736842105,6.012631578947368,BOA,5.633333333333333,4.506666666666667,BOA,3.6999999999999997,5.92,BOA,7.679166666666667,6.143333333333334,BOA,2.621052631578947,4.193684210526316,BOA,8.075000000000001,6.460000000000001,BOA,6.447826086956522,10.316521739130437,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,6.049999999999999,8.278260869565216,7.656521739130435,6.430434782608694
2022-01-02 16:30:00,6.004166666666666,4.803333333333334,BOA,3.789473684210526,6.063157894736842,BOA,5.619047619047619,4.495238095238095,BOA,3.8529411764705883,6.1647058823529415,BOA,7.458333333333333,5.966666666666667,BOA,2.5105263157894737,4.016842105263158,BOA,8.058333333333332,6.446666666666665,BOA,6.465217391304347,10.344347826086956,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,5.669999999999999,7.9869565217391285,7.643478260869566,6.217391304347826
2022-01-02 17:30:00,5.875,4.7,BOA,3.7736842105263158,6.037894736842105,BOA,5.504761904761905,4.403809523809524,BOA,3.7222222222222223,5.955555555555556,BOA,7.479166666666667,5.983333333333334,BOA,2.6789473684210527,4.286315789473685,BOA,7.958333333333333,6.366666666666667,BOA,6.460869565217391,10.337391304347825,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,5.3549999999999995,7.834782608695652,7.513043478260869,5.9173913043478255
2022-01-02 18:30:00,5.883333333333334,4.706666666666667,BOA,3.7684210526315796,6.029473684210528,BOA,5.576190476190476,4.460952380952381,BOA,3.663157894736842,5.861052631578947,BOA,7.5,6.0,BOA,2.8105263157894735,4.496842105263158,BOA,7.729166666666667,6.183333333333334,BOA,6.369565217391303,10.191304347826085,BOA,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,25.0,5.135,8.247826086956522,8.108695652173912,5.504347826086956
