2022-09-01 04:30:00,31.5,n,n,n,11.5,n,n,n,9.1,n,n,n,25.5,n,n,n,23,n,n,n,8,n,n,n,40.4,n,n,n,16.9,n,n,n,6.3,n,n,n,49.9,n,n,n,30,n,n,n,13,n,n,n
2022-09-01 05:30:00,39.5,n,n,n,16,n,n,n,13.7,n,n,n,46.8,n,n,n,47,n,n,n,14,n,n,n,56.9,n,n,n,21.4,n,n,n,8.6,n,n,n,59.7,n,n,n,33,n,n,n,11,n,n,n
2022-09-01 06:30:00,70.1,n,n,n,20.1,n,n,n,14.6,n,n,n,93.9,n,n,n,66,n,n,n,19,n,n,n,100.9,n,n,n,33.3,n,n,n,13.5,n,n,n,93.2,n,n,n,53,n,n,n,14,n,n,n
2022-09-01 07:30:00,107.8,n,n,n,29.2,n,n,n,19.4,n,n,n,93.2,n,n,n,64,n,n,n,n,n,n,n,107.1,n,n,n,40.8,n,n,n,15,n,n,n,144.5,n,n,n,58,n,n,n,17,n,n,n
2022-09-01 08:30:00,88.7,n,n,n,28.6,n,n,n,19,n,n,n,60.6,n,n,n,40,n,n,n,6,n,n,n,80.4,n,n,n,35.7,n,n,n,11.2,n,n,n,80.9,n,n,n,34,n,n,n,8,n,n,n
2022-09-01 09:30:00,54.9,n,n,n,14.4,n,n,n,7.8,n,n,n,59.6,n,n,n,28,n,n,n,5,n,n,n,43.4,n,n,n,20.6,n,n,n,3.7,n,n,n,42.3,n,n,n,13,n,n,n,5,n,n,n
2022-09-01 10:30:00,58.4,n,n,n,19.2,n,n,n,11.6,n,n,n,95.5,n,n,n,35,n,n,n,2,n,n,n,77.8,n,n,n,24.2,n,n,n,n,n,n,n,70.3,n,n,n,23,n,n,n,n,n,n,n
2022-09-01 11:30:00,45.3,n,n,n,16.6,n,n,n,9.3,n,n,n,50.6,n,n,n,16,n,n,n,1,n,n,n,29.4,n,n,n,12.1,n,n,n,n,n,n,n,30,n,n,n,11,n,n,n,n,n,n,n
2022-09-01 12:00:00,n,n,66.1,VM,n,n,19,VM,n,n,12,VM,n,n,54.3,VM,n,n,33.7,VM,n,n,7.5,VM,n,n,60.6,VM,n,n,23.5,VM,n,n,8.6,VM,n,n,57.2,VM,n,n,26.3,VM,n,n,7.3,VM
2022-09-01 12:30:00,30.4,n,n,n,8.5,n,n,n,2.7,n,n,n,59.5,n,n,n,14,n,n,n,2,n,n,n,38.5,n,n,n,13.7,n,n,n,0,n,n,n,39.4,n,n,n,14,n,n,n,n,n,n,n
2022-09-01 13:30:00,43.5,n,n,n,13.9,n,n,n,7.3,n,n,n,88.1,n,n,n,19,n,n,n,n,n,n,n,34.7,n,n,n,11.8,n,n,n,n,n,n,n,33.9,n,n,n,16,n,n,n,n,n,n,n
2022-09-01 14:30:00,38.3,n,n,n,15.1,n,n,n,10.6,n,n,n,26.6,n,n,n,9,n,n,n,n,n,n,n,56.6,n,n,n,16.4,n,n,n,n,n,n,n,30.5,n,n,n,16,n,n,n,n,n,n,n
2022-09-01 15:30:00,30.8,n,n,n,12.2,n,n,n,8.4,n,n,n,28.2,n,n,n,n,n,n,n,n,n,n,n,31.8,n,n,n,12.6,n,n,n,n,n,n,n,36.9,n,n,n,23,n,n,n,n,n,n,n
2022-09-01 16:30:00,38.4,n,n,n,11.3,n,n,n,5.7,n,n,n,49.6,n,n,n,27,n,n,n,2,n,n,n,46.2,n,n,n,18.2,n,n,n,3.4,n,n,n,56.2,n,n,n,35,n,n,n,1,n,n,n
2022-09-01 17:30:00,83,n,n,n,35.8,n,n,n,23.3,n,n,n,42.7,n,n,n,23,n,n,n,5,n,n,n,40.6,n,n,n,18.1,n,n,n,3.8,n,n,n,59,n,n,n,25,n,n,n,1,n,n,n
2022-09-01 18:30:00,126.6,n,n,n,31.7,n,n,n,17.9,n,n,n,53.6,n,n,n,40,n,n,n,8,n,n,n,61.7,n,n,n,23.5,n,n,n,5.6,n,n,n,58.2,n,n,n,19,n,n,n,2,n,n,n
2022-09-01 19:30:00,110.9,n,n,n,24.1,n,n,n,12.8,n,n,n,75.1,n,n,n,56,n,n,n,6,n,n,n,84.3,n,n,n,28.6,n,n,n,9.2,n,n,n,37,n,n,n,16,n,n,n,3,n,n,n
2022-09-01 20:30:00,63.2,n,n,n,14.2,n,n,n,7.4,n,n,n,37.8,n,n,n,24,n,n,n,3,n,n,n,112.8,n,n,n,39.7,n,n,n,14.7,n,n,n,92.2,n,n,n,40,n,n,n,5,n,n,n
2022-09-01 21:30:00,62.3,n,n,n,17.9,n,n,n,13.8,n,n,n,45.8,n,n,n,31,n,n,n,7,n,n,n,100.4,n,n,n,33.4,n,n,n,8.4,n,n,n,59.3,n,n,n,24,n,n,n,5,n,n,n
2022-09-01 22:30:00,102.3,n,n,n,29,n,n,n,20.1,n,n,n,63.6,n,n,n,45,n,n,n,12,n,n,n,70.2,n,n,n,27.8,n,n,n,8.3,n,n,n,73.7,n,n,n,24,n,n,n,3,n,n,n
2022-09-01 23:30:00,102.4,n,n,n,28.5,n,n,n,19.3,n,n,n,57.6,n,n,n,40,n,n,n,9,n,n,n,61.5,n,n,n,27.1,n,n,n,10.5,n,n,n,54.5,n,n,n,28,n,n,n,3,n,n,n
2022-09-02 00:30:00,99.2,n,n,n,23.2,n,n,n,16.6,n,n,n,59.8,n,n,n,46,n,n,n,17,n,n,n,53.3,n,n,n,22.9,n,n,n,7.9,n,n,n,81.9,n,n,n,44,n,n,n,11,n,n,n
2022-09-02 01:30:00,115.1,n,n,n,22.7,n,n,n,14.3,n,n,n,53.5,n,n,n,44,n,n,n,n,n,n,n,42.9,n,n,n,18.6,n,n,n,6.2,n,n,n,82.5,n,n,n,44,n,n,n,11,n,n,n
2022-09-02 02:30:00,75.7,n,n,n,13.7,n,n,n,8.6,n,n,n,50.3,n,n,n,39,n,n,n,13,n,n,n,44.8,n,n,n,16.9,n,n,n,4.9,n,n,n,73.9,n,n,n,33,n,n,n,13,n,n,n
2022-09-02 03:30:00,38.6,n,n,n,7.4,n,n,n,4.9,n,n,n,44,n,n,n,38,n,n,n,13,n,n,n,38.9,n,n,n,14.6,n,n,n,4.6,n,n,n,58.5,n,n,n,29,n,n,n,8,n,n,n
2022-09-02 04:30:00,39.8,n,n,n,15.6,n,n,n,11.1,n,n,n,37.8,n,n,n,36,n,n,n,13,n,n,n,40.5,n,n,n,15.6,n,n,n,5.8,n,n,n,48.4,n,n,n,36,n,n,n,11,n,n,n
2022-09-02 05:30:00,54,n,n,n,20.4,n,n,n,15,n,n,n,38.4,n,n,n,35,n,n,n,12,n,n,n,58.1,n,n,n,18.8,n,n,n,8,n,n,n,74.2,n,n,n,45,n,n,n,12,n,n,n
2022-09-02 06:30:00,72.5,n,n,n,28.5,n,n,n,22.4,n,n,n,79,n,n,n,58,n,n,n,16,n,n,n,73.9,n,n,n,27.9,n,n,n,12.8,n,n,n,91.2,n,n,n,51,n,n,n,11,n,n,n
2022-09-02 07:30:00,92.9,n,n,n,31.9,n,n,n,24.3,n,n,n,49.2,n,n,n,24,n,n,n,6,n,n,n,90,n,n,n,32.8,n,n,n,11.4,n,n,n,92.4,n,n,n,28,n,n,n,n,n,n,n
2022-09-02 08:30:00,56.5,n,n,n,13.6,n,n,n,9.7,n,n,n,25.6,n,n,n,14,n,n,n,n,n,n,n,66.1,n,n,n,30.8,n,n,n,9.4,n,n,n,31.1,n,n,n,13,n,n,n,1,n,n,n
2022-09-02 09:30:00,92.8,n,n,n,25.2,n,n,n,13.2,n,n,n,15.6,n,n,n,19,n,n,n,7,n,n,n,38.9,n,n,n,12.2,n,n,n,0.6,n,n,n,25,n,n,n,14,n,n,n,1,n,n,n
2022-09-02 10:30:00,48,n,n,n,14.1,n,n,n,7.9,n,n,n,25.5,n,n,n,18,n,n,n,5,n,n,n,43.2,n,n,n,10.2,n,n,n,n,n,n,n,19,n,n,n,11,n,n,n,n,n,n,n
2022-09-02 11:30:00,33.1,n,n,n,10.8,n,n,n,5.6,n,n,n,31.3,n,n,n,16,n,n,n,5,n,n,n,38.9,n,n,n,14.4,n,n,n,0.6,n,n,n,23,n,n,n,13,n,n,n,n,n,n,n
2022-09-02 12:00:00,n,n,61.3,VM,n,n,18,VM,n,n,12.3,VM,n,n,47.5,VM,n,n,32.5,VM,n,n,10.1,VM,n,n,73,VM,n,n,25.5,VM,n,n,8.9,VM,n,n,53,VM,n,n,28.5,VM,n,n,n,n
2022-09-02 12:30:00,25,n,n,n,9.9,n,n,n,5.8,n,n,n,25.7,n,n,n,12,n,n,n,2,n,n,n,41.7,n,n,n,11.1,n,n,n,n,n,n,n,14,n,n,n,8,n,n,n,n,n,n,n
2022-09-02 13:30:00,23.6,n,n,n,10.9,n,n,n,7.6,n,n,n,29.7,n,n,n,19,n,n,n,n,n,n,n,41.2,n,n,n,13.9,n,n,n,n,n,n,n,28,n,n,n,16,n,n,n,n,n,n,n
2022-09-02 14:30:00,32.3,n,n,n,10.8,n,n,n,6.6,n,n,n,29.8,n,n,n,20,n,n,n,1,n,n,n,53.6,n,n,n,17,n,n,n,0.7,n,n,n,78,n,n,n,44,n,n,n,5,n,n,n
2022-09-02 15:30:00,30.9,n,n,n,12.6,n,n,n,8.1,n,n,n,37.9,n,n,n,13,n,n,n,n,n,n,n,45,n,n,n,19.5,n,n,n,4.6,n,n,n,39,n,n,n,22,n,n,n,3,n,n,n
2022-09-02 16:30:00,47.9,n,n,n,13.3,n,n,n,7.6,n,n,n,41,n,n,n,20,n,n,n,3,n,n,n,39,n,n,n,18.9,n,n,n,5.4,n,n,n,55,n,n,n,31,n,n,n,3,n,n,n
2022-09-02 17:30:00,72.2,n,n,n,21.5,n,n,n,12.9,n,n,n,56.5,n,n,n,40,n,n,n,5,n,n,n,52.8,n,n,n,20.4,n,n,n,6.9,n,n,n,34,n,n,n,19,n,n,n,3,n,n,n
2022-09-02 18:30:00,60.6,n,n,n,14.3,n,n,n,7.6,n,n,n,57.9,n,n,n,31,n,n,n,6,n,n,n,260.4,n,n,n,76.6,n,n,n,33.3,n,n,n,42,n,n,n,24,n,n,n,3,n,n,n
2022-09-02 19:30:00,41.2,n,n,n,10.2,n,n,n,6.7,n,n,n,63.4,n,n,n,39,n,n,n,5,n,n,n,199.9,n,n,n,61.3,n,n,n,20.4,n,n,n,69,n,n,n,39,n,n,n,n,n,n,n
2022-09-02 20:30:00,63.4,n,n,n,16.1,n,n,n,11.1,n,n,n,72.3,n,n,n,48,n,n,n,12,n,n,n,136,n,n,n,45,n,n,n,13.7,n,n,n,44,n,n,n,25,n,n,n,n,n,n,n
2022-09-02 21:30:00,72.6,n,n,n,23,n,n,n,17.1,n,n,n,80.2,n,n,n,63,n,n,n,22,n,n,n,101.1,n,n,n,34.7,n,n,n,10.7,n,n,n,58,n,n,n,33,n,n,n,6,n,n,n
2022-09-02 22:30:00,93,n,n,n,32.6,n,n,n,26,n,n,n,68.9,n,n,n,40,n,n,n,18,n,n,n,84,n,n,n,32.6,n,n,n,11.1,n,n,n,51,n,n,n,29,n,n,n,3,n,n,n
2022-09-02 23:30:00,91,n,n,n,30.6,n,n,n,23.6,n,n,n,66.4,n,n,n,48,n,n,n,20,n,n,n,67.7,n,n,n,25.9,n,n,n,8.7,n,n,n,60,n,n,n,34,n,n,n,11,n,n,n
2022-09-03 00:30:00,81.5,n,n,n,26.3,n,n,n,19.5,n,n,n,68.1,n,n,n,62,n,n,n,17,n,n,n,66.5,n,n,n,26.6,n,n,n,10.7,n,n,n,53,n,n,n,30,n,n,n,8,n,n,n
2022-09-03 01:30:00,65.7,n,n,n,21.5,n,n,n,15.4,n,n,n,69.7,n,n,n,52,n,n,n,16,n,n,n,53.1,n,n,n,23.9,n,n,n,9.7,n,n,n,92,n,n,n,52,n,n,n,9,n,n,n
2022-09-03 02:30:00,67.4,n,n,n,21.8,n,n,n,15.9,n,n,n,54.9,n,n,n,53,n,n,n,16,n,n,n,49,n,n,n,21.1,n,n,n,8.3,n,n,n,120,n,n,n,68,n,n,n,17,n,n,n
2022-09-03 03:30:00,59.4,n,n,n,23.9,n,n,n,17.4,n,n,n,47,n,n,n,44,n,n,n,7,n,n,n,53.4,n,n,n,21.6,n,n,n,9.1,n,n,n,85,n,n,n,48,n,n,n,16,n,n,n
2022-09-03 04:30:00,58.3,n,n,n,23.4,n,n,n,17.3,n,n,n,47.6,n,n,n,48,n,n,n,11,n,n,n,52.8,n,n,n,25.1,n,n,n,13.1,n,n,n,60,n,n,n,34,n,n,n,9,n,n,n
2022-09-03 05:30:00,61,n,n,n,21.3,n,n,n,15.9,n,n,n,44.1,n,n,n,30,n,n,n,11,n,n,n,52.8,n,n,n,26.6,n,n,n,15.3,n,n,n,71,n,n,n,40,n,n,n,20,n,n,n
2022-09-03 06:30:00,66,n,n,n,19.7,n,n,n,14.8,n,n,n,61.9,n,n,n,51,n,n,n,16,n,n,n,74,n,n,n,37.5,n,n,n,23.1,n,n,n,71,n,n,n,40,n,n,n,17,n,n,n
2022-09-03 07:30:00,72,n,n,n,26.9,n,n,n,21.7,n,n,n,61.6,n,n,n,38,n,n,n,12,n,n,n,99.9,n,n,n,39,n,n,n,17,n,n,n,69,n,n,n,39,n,n,n,18,n,n,n
2022-09-03 08:30:00,85,n,n,n,31.3,n,n,n,24.2,n,n,n,86.7,n,n,n,56,n,n,n,11,n,n,n,73.1,n,n,n,34.1,n,n,n,9.3,n,n,n,51,n,n,n,29,n,n,n,6,n,n,n
2022-09-03 09:30:00,n,n,n,n,29.8,n,n,n,17.8,n,n,n,57.8,n,n,n,34,n,n,n,6,n,n,n,68.2,n,n,n,27.9,n,n,n,8.5,n,n,n,53,n,n,n,30,n,n,n,2,n,n,n
2022-09-03 10:30:00,52,n,n,n,17.6,n,n,n,11.1,n,n,n,40.8,n,n,n,22,n,n,n,n,n,n,n,45.2,n,n,n,19.3,n,n,n,3.8,n,n,n,41,n,n,n,23,n,n,n,n,n,n,n
2022-09-03 11:30:00,33,n,n,n,15.8,n,n,n,10.4,n,n,n,43.9,n,n,n,29,n,n,n,11,n,n,n,48.4,n,n,n,15.9,n,n,n,0.6,n,n,n,41,n,n,n,23,n,n,n,1,n,n,n
2022-09-03 12:00:00,n,n,69.8,VM,n,n,24.1,VM,n,n,16.7,VM,n,n,55,VM,n,n,38.4,VM,n,n,13.2,VM,n,n,69.7,VM,n,n,29.2,VM,n,n,11.3,VM,n,n,63.3,VM,n,n,35.8,VM,n,n,10.9,VM
2022-09-03 12:30:00,28,n,n,n,11.4,n,n,n,6.9,n,n,n,36.5,n,n,n,24,n,n,n,8,n,n,n,35.4,n,n,n,15.8,n,n,n,2.5,n,n,n,28,n,n,n,16,n,n,n,1,n,n,n
2022-09-03 13:30:00,14,n,n,n,18.9,n,n,n,13.3,n,n,n,33.7,n,n,n,13,n,n,n,9,n,n,n,41.6,n,n,n,15.8,n,n,n,1.6,n,n,n,32,n,n,n,18,n,n,n,n,n,n,n
2022-09-03 14:30:00,4.1,n,n,n,20.4,n,n,n,14.4,n,n,n,55.2,n,n,n,34,n,n,n,11,n,n,n,54.6,n,n,n,22.3,n,n,n,4.2,n,n,n,51,n,n,n,29,n,n,n,3,n,n,n
2022-09-03 15:30:00,11,n,n,n,21.4,n,n,n,15.5,n,n,n,45.1,n,n,n,24,n,n,n,13,n,n,n,43.3,n,n,n,21,n,n,n,5.5,n,n,n,23,n,n,n,13,n,n,n,5,n,n,n
2022-09-03 16:30:00,42,n,n,n,17.2,n,n,n,12.3,n,n,n,51.2,n,n,n,25,n,n,n,n,n,n,n,45.2,n,n,n,22.7,n,n,n,7.7,n,n,n,34,n,n,n,19,n,n,n,7,n,n,n
2022-09-03 17:30:00,106,n,n,n,24.4,n,n,n,16,n,n,n,54.8,n,n,n,35,n,n,n,14,n,n,n,63.9,n,n,n,29.7,n,n,n,11.9,n,n,n,35,n,n,n,20,n,n,n,5,n,n,n
2022-09-03 18:30:00,117,n,n,n,30.5,n,n,n,18.7,n,n,n,68.2,n,n,n,50,n,n,n,23,n,n,n,130.6,n,n,n,46.3,n,n,n,19.3,n,n,n,48,n,n,n,27,n,n,n,6,n,n,n
2022-09-03 19:30:00,104,n,n,n,23.7,n,n,n,16.7,n,n,n,55.8,n,n,n,34,n,n,n,17,n,n,n,141.2,n,n,n,51,n,n,n,20,n,n,n,51,n,n,n,29,n,n,n,9,n,n,n
2022-09-03 20:30:00,102,n,n,n,27.4,n,n,n,19.5,n,n,n,54.3,n,n,n,36,n,n,n,13,n,n,n,107.1,n,n,n,41.9,n,n,n,18.3,n,n,n,44,n,n,n,25,n,n,n,13,n,n,n
2022-09-03 21:30:00,121,n,n,n,35.4,n,n,n,22.2,n,n,n,41.7,n,n,n,38,n,n,n,13,n,n,n,93.8,n,n,n,36.3,n,n,n,15.3,n,n,n,131,n,n,n,74,n,n,n,18,n,n,n
2022-09-03 22:30:00,139,n,n,n,33.9,n,n,n,20.5,n,n,n,53.8,n,n,n,36,n,n,n,n,n,n,n,92,n,n,n,39.1,n,n,n,18.3,n,n,n,136,n,n,n,77,n,n,n,22,n,n,n
2022-09-03 23:30:00,117,n,n,n,33.4,n,n,n,24.2,n,n,n,84.8,n,n,n,53,n,n,n,22,n,n,n,88.2,n,n,n,40,n,n,n,18,n,n,n,99,n,n,n,56,n,n,n,27,n,n,n
2022-09-04 00:30:00,107,n,n,n,34.3,n,n,n,25.8,n,n,n,81.5,n,n,n,68,n,n,n,31,n,n,n,74,n,n,n,32.1,n,n,n,13.4,n,n,n,136,n,n,n,77,n,n,n,23,n,n,n
2022-09-04 01:30:00,94,n,n,n,33.2,n,n,n,26,n,n,n,80.2,n,n,n,62,n,n,n,28,n,n,n,64.4,n,n,n,33.4,n,n,n,15.6,n,n,n,109,n,n,n,62,n,n,n,23,n,n,n
2022-09-04 02:30:00,87,n,n,n,35,n,n,n,28,n,n,n,71.7,n,n,n,64,n,n,n,22,n,n,n,58.3,n,n,n,29.9,n,n,n,13.8,n,n,n,99,n,n,n,56,n,n,n,17,n,n,n
2022-09-04 03:30:00,115,n,n,n,36.6,n,n,n,26.9,n,n,n,73.9,n,n,n,58,n,n,n,n,n,n,n,48.7,n,n,n,27.9,n,n,n,13.8,n,n,n,104,n,n,n,59,n,n,n,24,n,n,n
2022-09-04 04:30:00,126,n,n,n,39.8,n,n,n,27.6,n,n,n,78.1,n,n,n,63,n,n,n,25,n,n,n,45.2,n,n,n,25.3,n,n,n,12.8,n,n,n,85,n,n,n,48,n,n,n,13,n,n,n
2022-09-04 05:30:00,94,n,n,n,31.2,n,n,n,24.1,n,n,n,67.2,n,n,n,52,n,n,n,24,n,n,n,52.8,n,n,n,25.6,n,n,n,13.2,n,n,n,94,n,n,n,53,n,n,n,16,n,n,n
2022-09-04 06:30:00,99,n,n,n,26.2,n,n,n,19.5,n,n,n,77.8,n,n,n,58,n,n,n,19,n,n,n,82.3,n,n,n,33.9,n,n,n,16.6,n,n,n,81,n,n,n,46,n,n,n,12,n,n,n
2022-09-04 07:30:00,95,n,n,n,28.6,n,n,n,20.8,n,n,n,63,n,n,n,51,n,n,n,22,n,n,n,87.1,n,n,n,37.2,n,n,n,16.3,n,n,n,83,n,n,n,47,n,n,n,19,n,n,n
2022-09-04 08:30:00,71,n,n,n,31.8,n,n,n,26,n,n,n,69.3,n,n,n,56,n,n,n,27,n,n,n,77,n,n,n,43,n,n,n,21.8,n,n,n,85,n,n,n,48,n,n,n,23,n,n,n
2022-09-04 09:30:00,51,n,n,n,30.6,n,n,n,26,n,n,n,46.4,n,n,n,41,n,n,n,n,n,n,n,42.7,n,n,n,33.2,n,n,n,18.7,n,n,n,48,n,n,n,27,n,n,n,12,n,n,n
2022-09-04 10:30:00,37,n,n,n,27.4,n,n,n,24.3,n,n,n,45.9,n,n,n,33,n,n,n,n,n,n,n,40.9,n,n,n,25,n,n,n,11.7,n,n,n,49,n,n,n,28,n,n,n,16,n,n,n
2022-09-04 11:30:00,36,n,n,n,23.5,n,n,n,20.2,n,n,n,36.6,n,n,n,31,n,n,n,17,n,n,n,41,n,n,n,21.7,n,n,n,8.8,n,n,n,49,n,n,n,28,n,n,n,n,n,n,n
2022-09-04 12:00:00,n,n,74.1,VM,n,n,28.6,VM,n,n,21.9,VM,n,n,63.7,VM,n,n,49,VM,n,n,n,n,n,n,71.8,VM,n,n,36.6,VM,n,n,18.8,VM,n,n,71.4,VM,n,n,40.5,VM,n,n,14.9,VM
2022-09-04 12:30:00,41,n,n,n,23.3,n,n,n,19.4,n,n,n,40.5,n,n,n,29,n,n,n,17,n,n,n,43.1,n,n,n,25.6,n,n,n,12.4,n,n,n,48,n,n,n,27,n,n,n,7,n,n,n
2022-09-04 13:30:00,31,n,n,n,20.9,n,n,n,15.4,n,n,n,40.8,n,n,n,23,n,n,n,n,n,n,n,38.9,n,n,n,20.6,n,n,n,7.8,n,n,n,42,n,n,n,24,n,n,n,7,n,n,n
2022-09-04 14:30:00,18,n,n,n,19.6,n,n,n,14,n,n,n,65,n,n,n,45,n,n,n,n,n,n,n,40,n,n,n,21.1,n,n,n,7.3,n,n,n,39,n,n,n,22,n,n,n,8,n,n,n
2022-09-04 15:30:00,22,n,n,n,24.8,n,n,n,17.8,n,n,n,57.5,n,n,n,35,n,n,n,9,n,n,n,43.5,n,n,n,23.7,n,n,n,8.7,n,n,n,51,n,n,n,29,n,n,n,9,n,n,n
2022-09-04 16:30:00,43,n,n,n,21.1,n,n,n,15.2,n,n,n,64,n,n,n,41,n,n,n,16,n,n,n,58.7,n,n,n,29.4,n,n,n,13.3,n,n,n,58,n,n,n,33,n,n,n,13,n,n,n
2022-09-04 17:30:00,72,n,n,n,20.4,n,n,n,15.7,n,n,n,55.4,n,n,n,42,n,n,n,n,n,n,n,164.4,n,n,n,91.5,n,n,n,65.1,n,n,n,71,n,n,n,40,n,n,n,20,n,n,n
2022-09-04 18:30:00,67,n,n,n,23.4,n,n,n,18.6,n,n,n,84.1,n,n,n,58,n,n,n,35,n,n,n,92.6,n,n,n,52,n,n,n,30.1,n,n,n,71,n,n,n,40,n,n,n,16,n,n,n
2022-09-04 19:30:00,61,n,n,n,25.8,n,n,n,21,n,n,n,78.6,n,n,n,67,n,n,n,20,n,n,n,118.2,n,n,n,51.6,n,n,n,27.2,n,n,n,69,n,n,n,39,n,n,n,12,n,n,n
2022-09-04 20:30:00,85,n,n,n,25.7,n,n,n,20,n,n,n,52.4,n,n,n,36,n,n,n,n,n,n,n,100,n,n,n,42.3,n,n,n,19.5,n,n,n,62,n,n,n,35,n,n,n,11,n,n,n
2022-09-04 21:30:00,157,n,n,n,45.8,n,n,n,28.2,n,n,n,64.3,n,n,n,56,n,n,n,n,n,n,n,107.2,n,n,n,46.3,n,n,n,24.5,n,n,n,81,n,n,n,46,n,n,n,14,n,n,n
2022-09-04 22:30:00,108,n,n,n,35.4,n,n,n,27,n,n,n,75.4,n,n,n,63,n,n,n,22,n,n,n,103,n,n,n,52.8,n,n,n,28.5,n,n,n,51,n,n,n,29,n,n,n,14,n,n,n
2022-09-04 23:30:00,61,n,n,n,21.8,n,n,n,18.5,n,n,n,58.4,n,n,n,44,n,n,n,1,n,n,n,99.3,n,n,n,52.4,n,n,n,30.4,n,n,n,49,n,n,n,28,n,n,n,14,n,n,n
2022-09-05 00:30:00,63,n,n,n,23.6,n,n,n,20,n,n,n,51.9,n,n,n,47,n,n,n,24,n,n,n,69.7,n,n,n,43.1,n,n,n,26.2,n,n,n,49,n,n,n,28,n,n,n,9,n,n,n
